target_nm,theta1,theta2,n1,n2,center_theory,fwhm_theory,smsr_theory,center_exp,fwhm_exp,smsr_exp,rmse,peak_err,fwhm_err,smsr_err
630.0,62,26,1,2,654.6727336366818,130.57163850181325,,670.911,121.55372656924487,15.473301617172055,0.47960254543028874,16.23826636331819,9.017911932568381,
