wavelength,Intensity
389.627,2.02993
389.859,2.20742
390.09,2.47622
390.321,2.33927
390.552,2.40013
390.783,2.33927
391.014,2.2074
391.246,2.0096
391.477,1.79151
391.708,1.94367
391.939,1.39596
392.17,1.6191
392.401,1.89807
392.632,1.893
392.863,1.94373
393.094,1.86765
393.325,1.54815
393.556,1.54307
393.787,1.84737
394.018,1.59884
394.249,1.4974
394.48,1.52277
394.711,1.22861
394.942,1.36555
395.173,1.33512
395.404,1.39092
395.634,1.40106
395.865,1.42134
396.096,1.6445
396.327,1.75609
396.558,1.27935
396.789,1.44164
397.02,1.69022
397.25,1.84744
397.481,2.11117
397.712,2.46112
397.943,2.85674
398.173,2.77051
398.404,2.96323
398.635,2.81108
398.865,2.84148
399.096,2.77046
399.327,3.13564
399.558,3.48048
399.788,3.27254
400.019,3.65802
400.249,3.57178
400.48,3.69857
400.711,3.39427
400.941,2.93272
401.172,2.5523
401.402,2.98845
401.633,2.88702
401.863,2.42037
402.094,2.00958
402.324,2.00957
402.555,1.96391
402.785,1.71538
403.016,2.24284
403.246,2.07039
403.477,2.34937
403.707,2.34431
403.938,2.39503
404.168,2.10085
404.398,1.50245
404.629,1.73066
404.859,1.69005
405.09,1.37562
405.32,1.39084
405.55,1.85234
405.781,1.95381
406.011,2.20236
406.241,2.04007
406.471,2.2987
406.702,2.64357
406.932,2.91236
407.162,2.62328
407.392,2.64864
407.623,2.69429
407.853,2.45592
408.083,2.68923
408.313,2.56748
408.543,2.26319
408.774,2.17698
409.004,1.90312
409.234,2.24289
409.464,2.01975
409.694,2.13134
409.924,2.61311
410.154,2.71959
410.384,3.05425
410.614,3.11002
410.844,3.11003
411.074,3.40925
411.304,3.29262
411.534,3.11003
411.764,2.75504
411.994,2.86154
412.224,2.55723
412.454,2.37466
412.684,2.58765
412.914,2.42537
413.144,1.91317
413.374,2.22251
413.604,2.44058
413.834,2.96295
414.063,3.20136
414.293,3.42451
414.523,2.95285
414.753,2.60799
414.983,1.9842
415.212,1.17283
415.442,1.55315
415.672,1.93349
415.902,2.04
416.131,2.25303
416.361,2.25813
416.591,2.86669
416.821,2.97321
417.05,3.00872
417.28,3.40421
417.51,3.26223
417.739,3.20137
417.969,3.53605
418.198,3.35349
418.428,2.95285
418.658,2.56234
418.887,2.31886
419.117,2.19206
419.346,2.17685
419.576,2.17181
419.805,2.82098
420.035,3.13034
420.264,3.08979
420.494,2.8616
420.723,2.37473
420.953,1.93347
421.182,1.89287
421.412,1.43645
421.641,1.02058
421.871,1.56319
422.1,1.06627
422.329,1.07641
422.559,0.7366
422.788,0.79238
423.017,1.36036
423.247,1.82694
423.476,1.94866
423.705,1.95374
423.935,2.10084
424.164,2.28847
424.393,2.30875
424.622,2.00951
424.852,1.70523
425.081,1.59368
425.31,1.90811
425.539,2.12619
425.768,2.28341
425.998,2.01464
426.227,2.24791
426.456,2.62823
426.685,2.11606
426.914,2.47613
427.143,2.1414
427.372,2.32906
427.601,2.62323
427.831,2.3494
428.06,1.77632
428.289,1.92845
428.518,2.10593
428.747,2.16675
428.976,2.24789
429.205,2.38479
429.434,2.46593
429.663,2.58764
429.892,2.86152
430.12,2.80067
430.349,2.86659
430.578,2.77023
430.807,3.0035
431.036,3.10491
431.265,3.39909
431.494,3.57153
431.723,3.42445
431.951,4.0178
432.18,4.34749
432.409,3.87581
432.638,3.7693
432.867,4.41333
433.095,4.28148
433.324,3.97722
433.553,3.88594
433.782,3.5005
434.01,3.20132
434.239,2.84631
434.468,2.59275
434.696,1.903
434.925,1.66464
435.154,1.9081
435.382,2.12615
435.611,2.20222
435.839,2.10587
436.068,1.76609
436.297,2.01965
436.525,2.51665
436.754,2.31382
436.982,2.06022
437.211,2.58256
437.439,2.52678
437.668,2.22254
437.896,2.2124
438.125,2.55219
438.353,2.23272
438.582,2.68917
438.81,2.87176
439.039,2.92247
439.267,3.54116
439.495,3.96716
439.724,4.05845
439.952,3.61721
440.18,3.34844
440.409,3.16081
440.637,3.01375
440.865,3.06447
441.094,2.51169
441.322,2.48125
441.55,2.51673
441.778,2.44068
442.007,1.98427
442.235,1.8727
442.463,2.08065
442.691,2.20745
442.92,2.08067
443.148,2.53198
443.376,2.16175
443.604,1.6444
443.832,1.74582
444.06,1.68497
444.288,1.35023
444.516,0.79747
444.745,0.93947
444.973,1.46191
445.201,1.254
445.429,1.41629
445.657,1.1982
445.885,1.01056
446.113,0.46792
446.341,0.31577
446.569,0.55411
446.797,0.74683
447.025,0.98013
447.253,1.02577
447.481,1.03083
447.708,0.92431
447.936,0.77728
448.164,1.10184
448.392,1.52282
448.62,1.81699
448.848,1.84744
449.076,1.94888
449.303,2.527
449.531,2.55234
449.759,2.23783
449.987,2.61309
450.214,2.20734
450.442,2.33919
450.67,2.47609
450.898,2.73983
451.125,3.11003
451.353,3.02889
451.581,3.58179
451.808,3.30285
452.036,2.85146
452.264,2.72466
452.491,2.7754
452.719,2.85144
452.947,2.58267
453.174,2.75511
453.402,2.73989
453.629,2.52689
453.857,2.94781
454.084,3.01883
454.312,2.85148
454.539,2.9022
454.767,2.81092
454.994,3.26232
455.222,3.33332
455.449,3.81007
455.677,3.63762
455.904,3.35367
456.131,3.9014
456.359,3.20649
456.586,3.23185
456.814,3.01882
457.041,2.82104
457.268,3.01879
457.496,2.54715
457.723,2.52686
457.95,2.52685
458.178,2.42542
458.405,2.44063
458.632,2.07551
458.859,1.77627
459.087,1.57342
459.314,1.59878
459.541,1.74076
459.768,1.5379
459.995,1.20827
460.222,1.42628
460.45,1.47699
460.677,1.52261
460.904,0.65537
461.131,1.23352
461.358,1.40595
461.585,2.02978
461.812,2.3493
462.039,2.21242
462.266,2.7602
462.493,2.69428
462.72,2.63849
462.947,2.33422
463.174,2.02994
463.401,2.30379
463.628,2.90733
463.855,3.27247
464.082,3.3536
464.309,3.31812
464.536,3.70869
464.763,3.93689
464.99,4.06878
465.217,4.31727
465.443,4.78896
465.67,5.06284
465.897,4.80929
466.124,4.71294
466.351,4.79917
466.577,5.17953
466.804,4.96143
467.031,5.40774
467.258,5.52944
467.484,5.73737
467.711,6.19379
467.938,6.22928
468.165,6.06192
468.391,5.84383
468.618,5.46348
468.844,5.38233
469.071,5.74241
469.298,5.66117
469.524,6.15317
469.751,5.83369
469.977,5.31133
470.204,4.88526
470.431,5.15911
470.657,5.01709
470.884,4.88015
471.11,4.70772
471.337,4.6976
471.563,5.3214
471.79,4.75837
472.016,5.06775
472.242,4.55552
472.469,4.36788
472.695,4.73302
472.922,5.27573
473.148,5.4938
473.374,5.81328
473.601,5.83867
473.827,5.9351
474.053,6.16847
474.28,5.9909
474.506,5.98079
474.732,5.96049
474.959,5.83878
475.185,5.96562
475.411,6.25471
475.637,6.56409
475.864,6.59954
476.09,6.23942
476.316,5.60041
476.542,5.63593
476.768,5.41784
476.994,6.06699
477.221,6.9342
477.447,6.82771
477.673,6.08215
477.899,6.1784
478.125,6.50806
478.351,6.77176
478.577,6.46744
478.803,6.50788
479.029,6.92884
479.255,7.27364
479.481,7.95328
479.707,8.34378
479.933,8.13073
480.159,8.33862
480.385,8.23717
480.611,8.45018
480.837,8.58715
481.063,9.17038
481.288,9.10447
481.514,9.27687
481.74,9.45945
481.966,9.27182
482.192,9.57099
482.418,10.28605
482.643,10.22018
482.869,10.11872
483.095,10.02743
483.321,10.15417
483.547,9.64709
483.772,9.47466
483.998,9.72309
484.224,9.92588
484.449,10.05765
484.675,10.35685
484.901,10.15908
485.126,10.56476
485.352,10.56984
485.578,10.69145
485.803,10.88412
486.029,11.32527
486.254,11.72083
486.48,11.58888
486.705,11.50762
486.931,12.17699
487.156,12.1719
487.382,12.30876
487.607,12.97318
487.833,13.02893
488.058,13.22163
488.284,13.68315
488.509,13.75412
488.735,13.57668
488.96,13.79479
489.186,13.63764
489.411,13.37392
489.636,13.69329
489.862,13.83008
490.087,14.48421
490.312,14.81383
490.538,14.93047
490.763,15.00149
490.988,15.41725
491.213,15.53389
491.439,15.31081
491.664,14.83926
491.889,15.00158
492.114,14.98644
492.34,14.86966
492.565,14.92546
492.79,14.94065
493.015,15.34626
493.24,15.59473
493.465,16.17796
493.69,16.24372
493.915,16.49218
494.141,16.98395
494.366,17.03976
494.591,16.74578
494.816,16.64928
495.041,16.9282
495.266,16.5935
495.491,16.48187
495.716,15.90381
495.941,15.88353
496.166,16.19793
496.391,16.10665
496.616,15.69583
496.84,15.78199
497.065,15.62979
497.29,15.70078
497.515,15.93912
497.74,16.17733
497.965,15.92886
498.19,15.54329
498.414,15.33545
498.639,15.30002
498.864,15.21393
499.089,15.26456
499.314,15.58913
499.538,15.59425
499.763,15.55873
499.988,15.92373
500.212,16.10633
500.437,16.38527
500.662,16.71998
500.886,16.38532
501.111,16.54749
501.336,16.9379
501.56,16.8263
501.785,16.97852
502.01,17.41965
502.234,17.34876
502.459,16.73021
502.683,16.34474
502.908,16.30928
503.132,16.30422
503.357,16.32954
503.581,16.11657
503.806,16.01535
504.03,15.72628
504.255,15.53876
504.479,15.473
504.703,15.45288
504.928,15.29562
505.152,15.08263
505.377,14.84423
505.601,15.16368
505.825,15.49332
506.05,15.23481
506.274,15.52894
506.498,15.47818
506.723,15.00158
506.947,15.04722
507.171,15.39713
507.395,15.53411
507.62,15.41751
507.844,15.25528
508.068,15.19446
508.292,15.42272
508.516,14.75326
508.741,14.90543
508.965,14.80403
509.189,14.75824
509.413,14.46916
509.637,14.20045
509.861,14.00776
510.085,13.76435
510.309,13.97742
510.533,13.55662
510.757,13.85574
510.981,13.41467
511.205,13.47059
511.429,13.33879
511.653,13.14083
511.877,12.81625
512.101,13.21184
512.325,12.98368
512.549,12.79092
512.773,12.74015
512.997,12.73003
513.221,13.27264
513.445,13.09005
513.668,13.09519
513.892,12.79106
514.116,12.89253
514.34,13.39982
514.564,13.53674
514.787,13.36947
515.011,12.75583
515.235,12.92318
515.459,12.59365
515.682,12.40595
515.906,11.75172
516.13,11.18873
516.353,11.0316
516.577,10.87954
516.801,10.6158
517.024,10.53975
517.248,10.59047
517.472,10.52462
517.695,10.08337
517.919,9.97692
518.142,10.35227
518.366,10.05813
518.589,9.80455
518.813,9.44959
519.036,8.9119
519.26,8.88153
519.483,8.8765
519.707,9.03883
519.93,8.53676
520.154,8.51651
520.377,8.59264
520.6,8.52166
520.824,8.81581
521.047,8.55725
521.271,8.10084
521.494,7.93858
521.717,8.02483
521.941,7.84736
522.164,7.50759
522.387,7.5634
522.61,7.51273
522.834,6.99541
523.057,6.58964
523.28,6.98516
523.503,7.07137
523.726,6.9953
523.95,6.6352
524.173,6.54897
524.396,6.25984
524.619,5.87947
524.842,5.58529
525.065,5.28604
525.288,5.41283
525.511,5.78817
525.735,6.07725
525.958,6.29535
526.181,6.17874
526.404,5.98605
526.627,5.78321
526.85,6.07233
527.073,5.73758
527.296,5.50431
527.519,5.32172
527.741,5.77319
527.964,4.52553
528.187,4.33785
528.41,4.45459
528.633,4.5611
528.856,4.70822
529.079,4.88575
529.302,5.29659
529.524,5.28137
529.747,5.5502
529.97,5.60599
530.193,5.22051
530.416,4.5713
530.638,4.52059
530.861,4.40898
531.084,4.11985
531.306,4.22637
531.529,4.07419
531.752,4.38865
531.974,4.39368
532.197,4.66254
532.42,4.24151
532.642,4.63718
532.865,4.46472
533.087,4.21105
533.31,4.40381
533.533,3.68863
533.755,3.52127
533.978,3.52633
534.2,3.17633
534.423,2.77055
534.645,2.13657
534.868,2.33441
535.09,2.38006
535.312,2.32426
535.535,2.25834
535.757,2.40037
535.98,2.32429
536.202,2.35974
536.424,2.53729
536.647,2.26848
536.869,2.08585
537.091,2.39515
537.314,2.75528
537.536,2.6234
537.758,2.90746
537.981,2.48647
538.203,2.80096
538.425,3.02916
538.647,3.0241
538.869,3.31324
539.092,3.74437
539.314,4.24147
539.536,4.14508
539.758,4.52038
539.98,5.10873
540.202,4.98698
540.424,4.98189
540.647,5.18986
540.869,5.39796
541.091,4.95667
541.313,5.39284
541.535,5.5146
541.757,5.61109
541.979,5.53497
542.201,5.88494
542.423,5.78858
542.645,6.12841
542.867,6.58488
543.088,6.38711
543.31,6.55446
543.532,7.04646
543.754,7.16309
543.976,7.72603
544.198,8.06077
544.42,8.02016
544.641,8.11639
544.863,8.75025
545.085,9.13565
545.307,9.51593
545.529,9.48023
545.75,10.03816
545.972,10.76337
546.194,11.15385
546.415,11.31102
546.637,11.70151
546.859,11.96009
547.08,12.23386
547.302,12.62939
547.524,12.96402
547.745,13.5472
547.967,13.97305
548.189,14.73873
548.41,14.62203
548.632,14.71315
548.853,14.9819
549.075,15.43327
549.296,15.65128
549.518,16.2597
549.739,16.77188
549.961,16.92905
550.182,17.32947
550.403,17.79091
550.625,17.86184
550.846,18.10007
551.068,18.52589
551.289,18.58156
551.51,18.77928
551.732,19.49421
551.953,19.47377
552.174,19.92999
552.396,20.81206
552.617,21.06551
552.838,20.97396
553.059,21.79022
553.281,22.20082
553.502,22.90531
553.723,23.50818
553.944,23.78694
554.166,24.15192
554.387,25.07423
554.608,26.04755
554.829,26.88912
555.05,27.25888
555.271,27.74505
555.492,28.85521
555.713,29.62563
555.934,30.391
556.155,31.39965
556.376,32.02269
556.597,33.13792
556.818,33.84707
557.039,34.24704
557.26,35.0274
557.481,35.68136
557.702,36.38563
557.923,37.31812
558.144,37.38852
558.365,38.04703
558.586,39.20747
558.807,40.29673
559.028,40.35223
559.248,40.81299
559.469,41.54231
559.69,42.45961
559.911,43.58456
560.132,44.32893
560.352,44.97707
560.573,46.33472
560.794,47.36327
561.015,48.4679
561.235,49.90659
561.456,51.05161
561.677,52.04955
561.897,53.4628
562.118,55.00717
562.339,56.476
562.559,57.8383
562.78,59.67256
563.0,61.21738
563.221,62.18431
563.441,63.03443
563.662,64.4674
563.882,65.86998
564.103,67.14565
564.323,68.96324
564.544,70.30933
564.764,71.18974
564.985,72.62727
565.205,73.72064
565.426,75.37646
565.646,76.97577
565.866,78.09387
566.087,79.0193
566.307,80.10675
566.528,81.23018
566.748,82.06426
566.968,83.04075
567.188,83.82357
567.409,85.06239
567.629,86.06881
567.849,87.62166
568.069,88.92691
568.29,90.1162
568.51,91.51757
568.73,92.87863
568.95,94.1071
569.17,95.11308
569.39,96.72176
569.611,98.25443
569.831,100.3285
570.051,101.52556
570.271,102.59721
570.491,104.1998
570.711,106.03048
570.931,107.69431
571.151,108.75984
571.371,110.19569
571.591,111.80349
571.811,113.39195
572.031,115.01
572.251,116.61844
572.471,118.2515
572.691,119.79381
572.911,122.01945
573.131,123.65204
573.35,125.42011
573.57,126.91597
573.79,128.90225
574.01,130.65139
574.23,132.21758
574.449,133.5508
574.669,134.82924
574.889,136.46585
575.109,137.72988
575.328,139.98951
575.548,141.90475
575.768,143.88165
575.988,145.46395
576.207,147.33297
576.427,149.67765
576.647,151.40092
576.866,152.86497
577.086,154.60178
577.305,156.56115
577.525,158.06014
577.744,159.51446
577.964,160.93908
578.184,162.72323
578.403,164.12173
578.623,165.6209
578.842,167.19222
579.062,168.28248
579.281,170.22193
579.5,171.97918
579.72,173.71482
579.939,174.95628
580.159,176.25972
580.378,177.65778
580.597,179.81908
580.817,181.36898
581.036,182.57426
581.255,183.98666
581.475,185.99686
581.694,187.25928
581.913,188.20713
582.132,189.8034
582.352,191.4332
582.571,192.94316
582.79,193.83253
583.009,195.21014
583.229,196.4908
583.448,198.16562
583.667,199.80047
583.886,200.92387
584.105,202.34736
584.324,203.67512
584.543,204.85438
584.762,206.65363
584.981,208.18769
585.2,208.91133
585.419,209.99946
585.638,211.53274
585.857,212.87747
586.076,213.97004
586.295,215.45114
586.514,217.57013
586.733,218.61553
586.952,220.6181
587.171,222.30111
587.39,224.41664
587.609,225.80537
587.828,227.61043
588.047,228.72258
588.265,230.68748
588.484,232.34668
588.703,233.73494
588.922,235.291
589.141,236.71726
589.359,238.06279
589.578,239.7344
589.797,241.69167
590.015,243.84316
590.234,245.55169
590.453,247.42429
590.671,249.50119
590.89,251.22558
591.109,252.53473
591.327,254.49031
591.546,255.59638
591.764,256.7901
591.983,258.00703
592.202,259.60744
592.42,261.10423
592.639,262.70595
592.857,264.34963
593.076,266.15303
593.294,267.71109
593.513,269.01947
593.731,270.4694
593.949,271.62161
594.168,273.52344
594.386,275.01713
594.605,276.45707
594.823,277.7809
595.041,279.43065
595.26,280.98587
595.478,282.33948
595.696,284.04013
595.914,285.42879
596.133,286.92961
596.351,288.96327
596.569,290.79189
596.787,292.56339
597.006,293.98181
597.224,295.81118
597.442,297.24329
597.66,298.53147
597.878,300.09071
598.096,302.1931
598.315,303.98585
598.533,306.32744
598.751,307.94974
598.969,310.07675
599.187,311.81918
599.405,313.54792
599.623,315.66766
599.841,317.55043
600.059,319.48623
600.277,321.0913
600.495,322.70059
600.713,324.71567
600.931,326.39084
601.149,328.26704
601.366,330.2385
601.584,332.08023
601.802,333.67485
602.02,335.03879
602.238,336.80494
602.456,338.53396
602.674,340.42772
602.891,342.60965
603.109,344.59114
603.327,346.22074
603.545,347.96893
603.762,349.74292
603.98,351.90233
604.198,353.31342
604.415,354.74898
604.633,356.5345
604.851,357.72492
605.068,360.10072
605.286,361.58522
605.503,363.34355
605.721,365.44103
605.939,366.9111
606.156,369.06325
606.374,371.27238
606.591,373.64175
606.809,375.97727
607.026,378.10307
607.244,379.44195
607.461,380.89699
607.679,382.98778
607.896,385.1922
608.113,387.12337
608.331,389.11753
608.548,391.01372
608.766,392.83546
608.983,394.45781
609.2,396.60806
609.418,399.22211
609.635,400.80683
609.852,403.22202
610.069,405.5222
610.287,407.10781
610.504,409.6184
610.721,411.35263
610.938,412.96602
611.155,415.17464
611.373,417.37615
611.59,419.3717
611.807,421.69334
612.024,423.70729
612.241,425.13906
612.458,427.00872
612.675,429.15648
612.892,431.46345
613.109,433.17825
613.326,434.90362
613.543,437.39635
613.76,439.36908
613.977,440.95553
614.194,442.73788
614.411,444.11416
614.628,445.81739
614.845,447.51234
615.062,449.01067
615.279,451.56252
615.496,453.44759
615.713,455.06328
615.93,456.68041
616.146,458.25958
616.363,460.11953
616.58,461.8145
616.797,463.25519
617.014,464.87727
617.23,466.24399
617.447,467.03835
617.664,468.68416
617.88,471.03006
618.097,472.71834
618.314,474.64353
618.53,476.50977
618.747,477.94835
618.964,480.00359
619.18,481.58717
619.397,483.05572
619.613,484.45943
619.83,485.28533
620.047,486.99048
620.263,488.35491
620.48,489.42495
620.696,490.91166
620.913,492.40066
621.129,493.9806
621.345,495.51993
621.562,496.89888
621.778,498.2333
621.995,499.91571
622.211,500.9189
622.427,501.96191
622.644,502.98995
622.86,503.56042
623.076,505.25928
623.293,506.81508
623.509,507.7946
623.725,508.71417
623.942,510.08448
624.158,511.50206
624.374,513.03572
624.59,514.06426
624.806,515.15745
625.023,516.09875
625.239,517.38577
625.455,518.7897
625.671,519.97702
625.887,521.51041
626.103,522.33899
626.319,523.49009
626.535,524.30639
626.751,525.39424
626.967,525.98016
627.183,527.24238
627.399,528.15932
627.615,528.97587
627.831,529.5855
628.047,530.47084
628.263,531.56246
628.479,532.2958
628.695,532.97963
628.911,533.69776
629.127,534.15308
629.343,534.6253
629.558,535.45419
629.774,536.08226
629.99,536.29734
630.206,536.54619
630.422,537.15539
630.637,537.75917
630.853,538.26007
631.069,539.30972
631.285,539.73
631.5,540.31058
631.716,540.69022
631.932,541.62168
632.147,541.97565
632.363,542.8963
632.579,543.43707
632.794,543.93296
633.01,544.36879
633.225,544.79489
633.441,545.08817
633.656,546.0775
633.872,546.58143
634.087,547.63992
634.303,548.55317
634.518,549.38074
634.734,550.09372
634.949,550.09821
635.165,550.98709
635.38,551.51844
635.595,551.45937
635.811,552.11765
636.026,552.46248
636.241,552.76186
636.457,552.87852
636.672,552.59209
636.887,553.21219
637.103,553.87966
637.318,554.18426
637.533,555.27134
637.748,555.43172
637.964,555.86091
638.179,556.67768
638.394,557.0387
638.609,557.13457
638.824,556.90749
639.039,557.06559
639.255,557.38986
639.47,557.7117
639.685,557.88754
639.9,558.26802
640.115,558.5617
640.33,558.6209
640.545,559.62836
640.76,559.70535
640.975,560.37324
641.19,561.06718
641.405,561.12751
641.62,561.45166
641.835,561.51966
642.05,561.76471
642.264,562.70371
642.479,563.07313
642.694,562.74272
642.909,563.36879
643.124,563.54555
643.339,563.84586
643.553,563.26499
643.768,563.2322
643.983,563.69618
644.198,563.91822
644.412,564.0091
644.627,564.13865
644.842,564.51571
645.056,564.94725
645.271,565.30134
645.486,565.43705
645.7,565.92744
645.915,566.92535
646.13,566.93095
646.344,567.35541
646.559,566.31565
646.773,566.16895
646.988,566.46395
647.202,566.552
647.417,566.78717
647.631,567.4963
647.846,567.96395
648.06,569.32784
648.275,570.41368
648.489,570.6706
648.703,571.06253
648.918,571.68053
649.132,572.52171
649.347,573.11318
649.561,572.66306
649.775,573.26916
649.99,573.56829
650.204,574.31548
650.418,573.97196
650.632,574.3461
650.847,574.80793
651.061,575.73958
651.275,576.42801
651.489,576.46127
651.703,576.79488
651.917,577.18679
652.132,577.21722
652.346,577.69826
652.56,578.21056
652.774,577.85344
652.988,578.38911
653.202,578.30104
653.416,578.83465
653.63,579.58665
653.844,579.9262
654.058,580.78239
654.272,581.60519
654.486,582.22906
654.7,582.24748
654.914,582.7783
655.128,583.55985
655.342,583.89215
655.556,585.2813
655.769,585.89146
655.983,586.67813
656.197,587.43618
656.411,587.90903
656.625,588.14876
656.839,588.97957
657.052,589.09658
657.266,590.03301
657.48,590.56547
657.693,591.25182
657.907,591.20697
658.121,591.09741
658.335,591.79879
658.548,591.77707
658.762,591.54158
658.975,591.8044
659.189,591.80327
659.403,591.7856
659.616,591.81995
659.83,592.30033
660.043,592.00644
660.257,591.72144
660.47,592.19598
660.684,592.67501
660.897,592.94844
661.111,593.64625
661.324,593.33158
661.537,592.73347
661.751,592.49278
661.964,592.70179
662.178,592.90085
662.391,592.97423
662.604,593.18802
662.818,592.73535
663.031,592.98209
663.244,593.82857
663.457,593.78758
663.671,594.63443
663.884,595.50795
664.097,596.1118
664.31,596.80737
664.524,596.58408
664.737,597.63878
664.95,597.68661
665.163,597.47488
665.376,597.41734
665.589,597.28533
665.802,597.77637
666.015,599.2242
666.228,599.58188
666.442,599.64516
666.655,599.72278
666.868,600.64201
667.081,601.26566
667.293,601.60659
667.506,601.61354
667.719,600.90613
667.932,601.12608
668.145,601.10723
668.358,600.32299
668.571,599.96894
668.784,599.42173
668.997,600.36471
669.209,600.10598
669.422,600.08926
669.635,600.5259
669.848,600.86588
670.061,601.81395
670.273,602.1014
670.486,601.96068
670.699,602.31474
670.911,602.57636
671.124,603.21258
671.337,603.05732
671.549,602.30606
671.762,602.73148
671.975,601.91193
672.187,602.44551
672.4,602.33678
672.612,602.10353
672.825,602.66611
673.037,602.36235
673.25,601.67149
673.462,601.23106
673.675,600.74375
673.887,600.32365
674.1,600.21609
674.312,600.07857
674.525,599.43039
674.737,598.99721
674.949,598.71857
675.162,598.80117
675.374,598.30134
675.586,597.36569
675.799,596.27748
676.011,596.13362
676.223,595.71631
676.435,595.99975
676.648,594.89454
676.86,594.35907
677.072,594.20165
677.284,594.12762
677.496,593.82454
677.709,594.23874
677.921,593.6291
678.133,592.94978
678.345,592.41076
678.557,591.87716
678.769,590.62548
678.981,589.40525
679.193,588.60101
679.405,587.6351
679.617,586.35493
679.829,585.42306
680.041,584.94456
680.253,584.4843
680.465,583.86148
680.677,582.87659
680.889,582.18115
681.101,581.9608
681.313,581.45185
681.525,580.22273
681.736,578.3317
681.948,577.44289
682.16,576.53984
682.372,575.32901
682.584,574.72314
682.795,573.89558
683.007,572.30437
683.219,571.61298
683.43,571.75039
683.642,570.65945
683.854,569.94477
684.065,569.14261
684.277,568.11084
684.489,567.49899
684.7,566.36403
684.912,565.2828
685.123,564.07041
685.335,563.44978
685.547,562.27245
685.758,560.21637
685.97,559.18629
686.181,558.85517
686.393,557.78347
686.604,556.12392
686.815,555.47638
687.027,553.88723
687.238,552.50307
687.45,551.919
687.661,550.93356
687.872,548.81422
688.084,547.68984
688.295,546.4713
688.506,545.48222
688.718,544.56674
688.929,542.76821
689.14,541.95938
689.351,540.72819
689.563,539.76087
689.774,538.38037
689.985,537.23017
690.196,536.62483
690.407,535.34666
690.618,533.8094
690.829,532.43511
691.041,531.68392
691.252,530.276
691.463,529.07201
691.674,527.48858
691.885,525.77502
692.096,524.28406
692.307,523.05397
692.518,521.46203
692.729,519.48512
692.94,517.65246
693.151,516.10476
693.361,514.52943
693.572,512.90688
693.783,511.34681
693.994,509.46516
694.205,508.01085
694.416,506.37128
694.627,505.40901
694.837,504.31848
695.048,502.62512
695.259,500.61127
695.47,498.43269
695.68,496.9535
695.891,495.82217
696.102,494.57343
696.312,492.82563
696.523,491.34732
696.734,489.70926
696.944,488.35726
697.155,486.83124
697.366,485.30166
697.576,483.67599
697.787,482.26636
697.997,480.77062
698.208,479.40475
698.418,478.41619
698.629,476.79109
