target,center_err,fwhm_err,smsr_err,rmse,center_exp,center_th,fwhm_exp,fwhm_th,smsr_exp,smsr_th
550.0,2.7727927896394793e-08,0.36107645249683173,,0.07824931099384931,5.6917e-07,5.414420721036052e-07,86.01875660934923,85.6576801568524,,11.244971430566157
