target_nm,theta1,theta2,n1,n2,center_theory,fwhm_theory,smsr_theory,center_exp,fwhm_exp,smsr_exp,rmse,peak_err,fwhm_err,smsr_err
550.0,146,351,1,2,541.1270563528177,85.65197382038446,11.24408398727632,569.17,86.01875660934923,15.050805405404429,0.5050512399380617,28.042943647182256,0.3667827889647697,3.8067214181281095
