target,center_err,fwhm_err,smsr_err,rmse,center_exp,center_th,fwhm_exp,fwhm_th,smsr_exp,smsr_th
450.0,2.9091040352017647e-08,13.894708270522983,15.17214337961199,0.22435294321983995,4.88284e-07,4.591929596479824e-07,70.44441098903218,84.33911925955516,0.5335722499160362,15.705715629528026
