target_nm,theta1,theta2,n1,n2,center_theory,fwhm_theory,smsr_theory,center_exp,fwhm_exp,smsr_exp,rmse,peak_err,fwhm_err,smsr_err
450.0,18,174,1,0.81,458.9254462723136,84.29690444180136,15.706197335618901,467.25800000000004,75.66162633499664,0.48814941377547416,0.4938179544336471,8.332553727686445,8.63527810680472,15.218047921843427
