target,center_err,fwhm_err,smsr_err,rmse,center_exp,center_th,fwhm_exp,fwhm_th,smsr_exp,smsr_th
500.0,5.778896744837266e-09,0.06325266230737725,3.015307792782279,0.07672823922413796,5.07844e-07,5.020651032551627e-07,62.73074919905969,62.794001861367065,8.545599597614057,11.560907390396336
