target_nm,theta1,theta2,n1,n2,center_theory,fwhm_theory,smsr_theory,center_exp,fwhm_exp,smsr_exp,rmse,peak_err,fwhm_err,smsr_err
500.0,180,200,1,1.65,502.01260063003144,62.79408213094837,11.55808553802868,507.844,62.73074919905969,3.6292590401584572,0.4048152881953784,5.831399369968551,0.06333293188868083,7.928826497870222
