wavelength,Intensity
677.921,9.94416
678.133,9.74634
678.345,9.65499
678.557,8.9856
678.769,9.0008
678.981,9.2949
679.193,9.72085
679.405,9.70046
679.617,9.75613
679.829,9.63441
680.041,10.52691
680.253,10.66889
680.465,10.76532
680.677,10.90731
680.889,11.40937
681.101,11.77451
681.313,12.28661
681.525,12.72778
681.736,12.60598
681.948,12.66673
682.16,12.70737
682.372,13.12822
682.584,12.89497
682.795,13.12322
683.007,13.48326
683.219,13.71138
683.43,13.89906
683.642,13.29556
683.854,13.47823
684.065,13.67083
684.277,13.89898
684.489,13.50857
684.7,13.49833
684.912,13.55412
685.123,13.47804
685.335,13.5034
685.547,13.91403
685.758,13.42218
685.97,13.65544
686.181,14.20315
686.393,14.51744
686.604,14.59345
686.815,14.80628
687.027,15.46549
687.238,15.28798
687.45,15.44015
687.661,15.12572
687.872,14.81119
688.084,15.30306
688.295,15.45529
688.506,15.45032
688.718,15.87618
688.929,16.13979
689.14,16.59105
689.351,16.25123
689.563,16.39824
689.774,16.66195
689.985,16.63162
690.196,16.9561
690.407,16.91045
690.618,16.49962
690.829,16.28665
691.041,16.28159
691.252,16.21593
691.463,16.19559
691.674,16.21572
691.885,16.24594
692.096,16.4944
692.307,16.86961
692.518,16.94066
692.729,17.38664
692.94,17.48809
693.151,17.26001
693.361,16.99125
693.572,17.00145
693.783,17.49335
693.994,17.88382
694.205,17.8128
694.416,17.96992
694.627,18.51257
694.837,18.98918
695.048,19.38461
695.259,19.89153
695.47,20.23612
695.68,20.18516
695.891,20.58568
696.102,20.68216
696.312,20.59605
696.523,20.72787
696.734,21.02192
