target_nm,theta1,theta2,n1,n2,center_theory,fwhm_theory,smsr_theory,center_exp,fwhm_exp,smsr_exp,rmse,peak_err,fwhm_err,smsr_err
580.0,222,64,1,1.75,579.9614980749038,87.6192544722744,10.238307914870003,580.817,93.28176797555273,10.643969475725015,0.4224413405445305,0.8555019250961777,5.662513503278319,0.4056615608550125
