target,center_err,fwhm_err,smsr_err,rmse,center_exp,center_th,fwhm_exp,fwhm_th,smsr_exp,smsr_th
580.0,7.629972998651025e-10,5.665892267136087,,0.05308929253264573,5.808170000000001e-07,5.80054002700135e-07,93.28176797555273,87.61587570841664,,10.241184025764428
