lambda,0,30,60,90,120,150
530.638,82.70119,1890.08155,5479.52679,7230.73036,5314.4506,1703.34167
530.861,83.62976,1901.66726,5499.43155,7245.2494,5316.2506,1699.08929
531.084,84.24405,1914.16726,5519.7744,7261.8875,5320.12679,1695.15595
531.306,85.18214,1926.97202,5538.98869,7276.01607,5323.03631,1690.19405
531.529,85.81548,1938.41012,5559.26964,7291.26845,5324.30298,1685.96548
531.752,86.64405,1950.91012,5577.38869,7304.39226,5325.2125,1681.43214
531.974,87.48214,1962.91488,5594.98869,7316.9875,5326.40298,1676.79881
532.197,87.94881,1973.1244,5610.04583,7326.56369,5325.90298,1670.675
532.42,88.69643,1983.92917,5625.15536,7335.32083,5324.31726,1665.67024
532.642,90.12976,1994.35298,5639.67917,7343.47321,5321.36964,1660.10833
532.865,90.95833,2005.68155,5654.78393,7353.55893,5321.63155,1655.17024
533.087,91.725,2015.81964,5667.45536,7357.81607,5316.25536,1649.1131
533.31,92.06786,2026.39583,5680.85536,7365.48274,5313.2506,1643.61786
533.533,93.13929,2037.54821,5699.90774,7378.59226,5312.59345,1638.4131
533.755,94.34881,2047.8625,5714.13155,7385.70179,5309.66012,1633.62738
533.978,95.21071,2058.43869,5726.96488,7393.13036,5304.89345,1628.19405
534.2,95.55357,2067.39107,5736.81726,7396.80179,5297.94583,1621.33214
534.423,96.54881,2076.1006,5750.14107,7401.2256,5293.5125,1614.72262
534.645,97.15357,2085.88631,5761.29345,7407.0875,5288.81726,1608.10357
534.868,98.14405,2096.53393,5772.50298,7412.21607,5283.09821,1601.5131
535.09,99.4631,2106.04821,5781.95536,7414.73988,5276.43631,1594.94643
535.312,100.24881,2116.07679,5792.83631,7418.46369,5271.59345,1588.075
535.535,101.11548,2125.87202,5802.19345,7421.20655,5265.96964,1581.06548
535.757,102.44881,2134.92917,5812.26488,7419.87798,5257.86964,1574.58929
535.98,103.75357,2144.86726,5825.50774,7424.39226,5253.36964,1568.37976
536.202,104.91071,2153.69583,5834.3744,7424.93036,5246.99345,1561.62262
536.424,106.17262,2162.51488,5844.6744,7427.84464,5240.42202,1555.26071
536.647,107.02976,2171.07202,5852.95536,7428.29702,5232.7744,1548.40357
536.869,108.71548,2180.36726,5862.14583,7430.21607,5225.73631,1541.96071
537.091,109.85833,2189.75298,5872.5506,7432.77321,5220.33631,1535.19881
537.314,110.11071,2197.31964,5881.26488,7432.73512,5212.46964,1528.09881
537.536,111.30119,2204.98631,5888.06488,7432.49226,5201.10298,1521.17976
537.758,112.29643,2214.70536,5899.44107,7436.95893,5196.78393,1515.19881
537.981,113.95357,2224.42917,5910.89345,7439.86845,5190.57917,1509.28452
538.203,114.99167,2231.66726,5916.93155,7436.41131,5182.1125,1502.12262
538.425,116.22976,2241.1625,5927.87917,7437.85893,5174.23631,1494.92738
538.647,117.65833,2249.08631,5935.93631,7436.92083,5165.66488,1488.15119
538.869,119.24405,2259.24345,5946.64583,7438.85893,5161.35536,1481.875
539.092,120.36786,2268.0625,5952.46488,7436.1494,5152.44107,1474.50357
539.314,122.13929,2276.68631,5960.17917,7433.16369,5143.00298,1467.97024
539.536,123.45357,2284.53869,5967.74583,7431.94464,5135.34107,1460.91786
539.758,124.425,2292.62917,5978.25536,7433.7256,5129.03631,1454.18452
539.98,126.20595,2300.92917,5985.3744,7433.33036,5121.68869,1447.16548
540.202,127.71071,2308.51012,5994.10298,7433.91607,5114.66964,1441.22738
540.424,129.12976,2317.03393,6002.59821,7437.98274,5108.16488,1434.08929
540.647,130.325,2324.3006,6005.91726,7435.46369,5098.26964,1427.46071
540.869,131.85357,2333.14821,6012.96964,7435.41131,5090.66488,1420.39881
541.091,132.82976,2340.7244,6020.92202,7434.62083,5084.06488,1414.075
541.313,134.57738,2349.18631,6027.5125,7433.83988,5075.94583,1407.49881
541.535,135.49167,2357.95774,6036.6744,7434.23988,5068.54583,1401.48452
541.757,136.87262,2365.91964,6042.32679,7430.24464,5058.64583,1394.075
541.979,138.99643,2375.5244,6050.1506,7432.07321,5051.8506,1387.84167
542.201,140.6631,2385.3244,6061.56012,7433.20655,5047.09345,1381.85595
542.423,142.07738,2392.1625,6066.5125,7429.53036,5036.66964,1374.79405
542.645,143.51548,2400.80536,6075.67917,7429.47798,5029.63155,1368.15595
542.867,145.53929,2410.76726,6084.62202,7432.71607,5022.79345,1362.68929
543.088,147.49167,2419.15774,6092.65536,7434.68274,5017.20298,1357.36548
543.31,149.42024,2427.68631,6100.4506,7435.4875,5010.16964,1351.37024
543.532,151.02024,2434.44821,6106.73631,7432.8494,5000.55536,1345.57024
543.754,152.71548,2443.21964,6117.79821,7434.71131,4995.64583,1340.0369
543.976,154.25357,2452.0006,6126.58393,7437.22083,4990.19821,1334.45595
544.198,155.97262,2460.57202,6133.97917,7435.97798,4981.59821,1328.52262
544.42,158.17262,2469.54345,6140.13155,7434.31607,4973.40298,1322.64643
544.641,159.77262,2478.5006,6150.11726,7435.33512,4965.73155,1317.11786
544.863,161.74405,2488.67679,6160.5506,7435.5494,4958.56964,1311.48929
545.085,163.70119,2498.49107,6169.79345,7437.69702,4953.6506,1306.20357
545.307,165.49167,2509.03869,6180.48393,7439.95893,4948.33631,1300.63214
545.529,167.90119,2519.34345,6194.50774,7442.91607,4943.93155,1296.23214
545.75,170.14405,2529.39107,6205.76488,7445.13036,4936.78393,1290.70833
545.972,171.9869,2539.45298,6216.96488,7447.75893,4932.2125,1285.83214
546.194,174.425,2548.74345,6227.12679,7449.54464,4925.74107,1279.99405
546.415,176.82024,2560.13393,6240.4125,7455.7875,4923.17917,1275.03214
546.637,178.75833,2570.75774,6253.16488,7459.4256,4920.64583,1269.575
546.859,181.2631,2581.41488,6264.73631,7465.02083,4917.74107,1264.86071
547.08,184.01071,2592.91012,6276.2744,7469.83988,4914.3125,1259.77976
547.302,186.38214,2603.07202,6286.65536,7473.30179,4910.0506,1255.19405
547.524,188.12024,2612.95774,6298.07917,7474.03512,4905.18393,1249.24167
547.745,190.40119,2623.69107,6310.58869,7477.33036,4900.7125,1243.68452
547.967,192.53929,2635.4625,6323.79821,7481.80655,4897.7125,1238.49881
548.189,194.84405,2647.8006,6340.63631,7490.50179,4896.14583,1233.45595
548.41,197.2869,2659.49107,6356.3125,7499.42083,4892.01726,1228.775
548.632,199.93929,2671.89583,6370.27917,7507.12083,4889.66964,1223.62738
548.853,202.68214,2685.00536,6389.43631,7519.54464,4890.89821,1219.5369
549.075,204.77738,2697.24345,6404.89821,7529.13036,4889.56012,1214.85119
549.296,207.79167,2709.8244,6421.0744,7537.81131,4888.38869,1210.24167
549.518,210.0869,2722.26726,6436.17917,7547.60179,4886.86964,1205.27024
549.739,212.66786,2733.21488,6450.11726,7551.63036,4882.64107,1200.39881
549.961,215.44405,2744.30536,6466.42679,7560.67321,4879.97917,1195.95119
550.182,217.59167,2755.45774,6476.98393,7565.33512,4875.15536,1190.63214
550.403,220.27738,2768.04345,6491.38393,7574.2256,4873.88869,1186.7369
550.625,223.00595,2780.0006,6508.6506,7582.30179,4872.50298,1181.975
550.846,225.45833,2792.76726,6525.96012,7592.65893,4872.9506,1177.97024
551.068,227.83452,2803.71964,6541.36964,7600.14464,4870.6744,1174.20833
551.289,231.1631,2816.14345,6558.82679,7610.53512,4869.76488,1170.62738
551.51,233.13929,2827.07202,6570.31726,7614.83036,4865.46964,1165.47976
551.732,235.55357,2839.0625,6585.48393,7622.07321,4862.69821,1161.1131
551.953,238.21071,2852.89583,6604.26012,7635.10655,4862.74107,1157.02738
552.174,241.23452,2865.97679,6621.39821,7647.23512,4862.77917,1153.52262
552.396,244.03452,2879.34345,6638.35536,7658.35893,4862.36488,1149.72262
552.617,246.82024,2893.36726,6659.0744,7670.56845,4863.18869,1146.54167
552.838,249.73929,2907.33393,6675.51726,7679.59226,4862.29821,1142.38452
553.059,252.425,2922.01488,6693.23631,7690.39702,4863.83155,1138.52262
553.281,255.6631,2935.89583,6714.3506,7705.09702,4865.56488,1134.94167
553.502,258.41071,2949.53869,6729.70774,7713.73988,4863.47917,1130.70357
553.723,261.34405,2963.65774,6751.2744,7725.3875,4864.64107,1127.28452
553.944,264.13929,2976.72917,6768.35536,7736.63988,4862.74583,1123.81786
554.166,267.025,2989.31964,6784.77917,7745.33988,4861.50298,1120.55595
554.387,269.82024,3003.61012,6806.60298,7760.42083,4864.1506,1117.38452
554.608,273.29167,3019.61488,6828.82679,7774.78274,4867.00298,1114.50833
554.829,276.40119,3035.51964,6853.46012,7792.86369,4871.19345,1110.88452
555.05,279.24405,3050.4006,6874.48393,7805.9875,4873.27917,1106.77024
555.271,282.59643,3066.49107,6895.29345,7822.36845,4875.25536,1103.10357
555.492,286.32024,3082.03869,6915.64583,7836.15893,4876.5506,1099.86071
555.713,289.74405,3099.23869,6939.83631,7854.35417,4880.4125,1096.86071
555.934,292.56786,3114.28155,6959.04107,7868.98274,4881.2125,1093.58929
556.155,296.50119,3131.00536,6983.93155,7887.21131,4885.91726,1090.99405
556.376,300.06786,3146.93869,7008.38869,7905.31607,4891.59345,1087.77024
556.597,303.84405,3163.2244,7030.14583,7919.81607,4894.43155,1084.18929
556.818,307.31071,3179.41488,7053.31726,7935.5256,4898.18869,1081.19881
557.039,310.75357,3195.03869,7075.03631,7949.6256,4900.85536,1077.99405
557.26,314.70595,3211.85774,7095.97917,7966.83036,4904.20774,1075.15119
557.481,318.81071,3228.2625,7119.8744,7985.31607,4908.02202,1072.36071
557.702,322.53929,3243.95774,7140.89345,8000.23512,4910.11726,1069.07024
557.923,325.88214,3260.69107,7163.55536,8015.97798,4913.91726,1065.77024
558.144,329.8869,3277.02917,7188.46488,8033.04464,4917.68869,1063.00357
558.365,334.01071,3294.51012,7213.13155,8051.66369,4922.85536,1060.75595
558.586,337.69643,3311.98631,7236.86488,8067.79702,4927.23631,1057.82738
558.807,341.72024,3331.20536,7266.11726,8089.59226,4933.60298,1054.77024
559.028,346.14881,3350.34821,7292.89821,8109.0875,4938.89345,1052.07024
559.248,349.38214,3368.17202,7318.91726,8126.86369,4943.06012,1048.56071
559.469,353.37738,3384.53393,7341.8506,8143.39702,4945.2506,1045.7131
559.69,357.84405,3402.71012,7367.88393,8162.5494,4948.82202,1043.62262
559.911,362.10119,3421.04821,7394.17917,8180.94464,4953.6125,1041.29405
560.132,365.91548,3440.17679,7422.02679,8203.63036,4959.43631,1038.70833
560.352,369.90595,3457.8625,7446.49821,8220.85417,4963.5744,1035.73214
560.573,373.99167,3476.94345,7474.84583,8240.4494,4970.18869,1033.38929
560.794,378.27738,3497.45298,7505.54583,8263.85417,4977.5744,1030.67024
561.015,382.27262,3518.07202,7535.24107,8288.0494,4983.88393,1027.97024
561.235,386.21548,3536.79107,7564.29345,8307.75893,4989.51726,1025.75119
561.456,390.64405,3556.63869,7594.80774,8331.43988,4996.65536,1023.14643
561.677,394.76786,3577.07202,7624.88869,8353.73036,5003.35536,1020.73214
561.897,399.23452,3597.2006,7657.04583,8378.28274,5012.56012,1018.63214
562.118,403.47262,3616.7625,7684.40298,8398.85417,5018.60774,1015.93214
562.339,408.125,3637.4244,7715.78393,8421.62083,5026.19345,1013.76071
562.559,413.00595,3657.57202,7747.24583,8442.89226,5031.50298,1011.59405
562.78,417.20595,3678.48155,7777.92679,8465.6256,5038.45536,1009.19881
563.0,421.74405,3697.98631,7804.3506,8484.71131,5041.16488,1005.57976
563.221,426.44405,3719.2006,7836.74583,8509.66845,5049.16012,1002.76071
563.441,430.9869,3738.59107,7862.26488,8528.25417,5053.12679,1000.21786
563.662,435.77738,3759.21964,7889.60298,8547.85417,5059.06012,998.0369
563.882,441.58214,3779.51964,7915.67917,8569.3875,5064.86012,995.69405
564.103,446.50595,3800.94821,7943.58869,8590.60179,5070.99345,993.28929
564.323,450.87738,3820.11488,7971.2125,8611.81131,5077.88869,990.75595
564.544,455.725,3840.10536,8000.89821,8633.55893,5085.44583,988.41786
564.764,460.7631,3861.18155,8031.19345,8656.34464,5092.31726,985.99405
564.985,466.125,3882.08155,8061.38393,8679.77321,5098.40298,983.95119
565.205,471.725,3902.37202,8089.6506,8701.19226,5103.50298,980.84167
565.426,477.02976,3922.08155,8116.05536,8719.81607,5108.02202,978.32738
565.646,482.71071,3941.93393,8143.52679,8739.39702,5112.59821,976.46548
565.866,487.9631,3961.61964,8169.46012,8759.47798,5118.34583,973.74167
566.087,493.11548,3982.73393,8197.7125,8777.83512,5123.89345,971.29405
566.307,498.70119,4003.88155,8225.33631,8798.19226,5128.30774,968.24167
566.528,504.22024,4024.79107,8250.85536,8816.61131,5131.62202,964.68452
566.748,509.12024,4045.07202,8279.15536,8834.68274,5135.93631,962.10357
566.968,514.73929,4064.60536,8303.80774,8852.44464,5139.14583,959.16548
567.188,520.02024,4085.18155,8329.52202,8870.15417,5143.2744,955.84167
567.409,525.61071,4107.06726,8356.90298,8888.4256,5148.42679,953.69405
567.629,531.43452,4128.8244,8387.29345,8912.39226,5156.20774,951.67976
567.849,537.04405,4149.67202,8415.20774,8931.9494,5161.40774,950.02262
568.069,542.73929,4168.91012,8441.07917,8948.05893,5165.82202,947.65119
568.29,547.32976,4190.51964,8467.29821,8967.41607,5169.40774,944.42738
568.51,551.62976,4210.4006,8493.28869,8983.87798,5173.02679,941.66071
568.73,557.725,4232.50536,8523.27917,9003.5494,5178.1744,939.50357
568.95,563.125,4253.3006,8549.67917,9020.65417,5180.88869,936.175
569.17,568.69167,4273.27202,8575.32679,9038.99702,5182.73155,932.99881
569.39,574.17262,4291.78631,8601.5125,9054.61607,5185.77917,930.10833
569.611,579.12976,4311.55298,8627.86964,9071.26369,5189.41726,926.58452
569.831,584.56786,4334.23869,8656.34583,9090.21131,5193.62202,924.0369
570.051,589.31548,4351.71012,8681.67917,9104.45893,5194.22679,920.42738
570.271,594.77262,4371.9625,8707.04583,9119.52083,5196.89821,917.39405
570.491,599.55833,4389.64345,8727.80298,9131.19226,5194.45536,914.11786
570.711,605.20119,4407.8625,8748.8125,9144.01131,5192.94583,910.74167
570.931,610.67262,4427.21012,8771.59345,9160.56845,5194.96488,907.36548
571.151,616.12024,4445.3625,8793.66964,9173.99226,5194.68869,904.05595
571.371,622.13929,4463.71012,8815.7125,9188.02083,5194.75536,901.07024
571.591,626.89167,4482.13393,8837.58869,9201.4256,5195.09345,897.32262
571.811,631.67738,4498.0006,8852.2506,9208.32083,5191.15536,894.19405
572.031,637.21071,4515.11964,8870.62202,9219.01131,5188.70298,890.52738
572.251,642.35357,4531.83869,8887.16012,9224.95417,5184.70298,887.00833
572.471,647.41548,4546.8244,8902.13631,9230.22083,5180.56012,882.65595
572.691,652.68214,4564.2006,8923.30774,9242.7256,5179.0125,878.57024
572.911,658.225,4578.43869,8940.23631,9247.90179,5174.05536,874.64643
573.131,663.84881,4594.41488,8957.27917,9253.45893,5168.66012,870.69881
573.35,667.9869,4607.0625,8970.26964,9256.33512,5163.49345,866.16548
573.57,673.8631,4622.51488,8985.18393,9260.45417,5159.29345,862.07024
573.79,678.8869,4637.74345,8998.73155,9265.56845,5155.19345,858.24643
574.01,683.95357,4655.06726,9010.63155,9269.93036,5149.96012,853.975
574.23,689.64405,4670.3006,9022.86012,9274.40179,5144.23155,850.5369
574.449,694.13452,4681.74821,9033.6125,9273.61131,5135.56012,845.70357
574.669,699.52024,4696.81964,9044.4506,9275.84464,5128.48393,842.33214
574.889,704.30119,4708.65774,9053.70298,9274.2494,5119.93155,837.95595
575.109,709.82976,4722.35298,9065.78393,9275.13512,5114.6506,833.22262
575.328,714.27738,4734.28631,9074.17917,9276.63988,5106.84107,828.74167
575.548,718.78214,4743.72917,9080.92679,9271.73036,5096.52202,824.90357
575.768,723.33452,4755.28631,9090.6744,9268.1875,5087.77917,820.16071
575.988,727.85357,4766.3244,9096.64107,9264.90179,5078.40774,814.68452
576.207,733.13452,4775.88155,9102.06964,9258.54464,5067.79821,810.14167
576.427,737.69643,4785.29107,9108.84107,9255.63988,5060.33631,804.96548
576.647,742.16786,4794.52917,9116.04583,9254.19702,5052.45536,799.92262
576.866,746.35357,4803.89583,9120.7506,9249.8875,5043.76488,795.03214
577.086,751.51071,4817.49583,9132.85536,9251.13512,5038.18393,790.89405
577.305,756.5869,4828.59583,9138.8125,9248.05417,5029.59821,786.59405
577.525,761.27738,4836.63869,9141.78393,9244.77798,5019.78869,781.88452
577.744,765.80119,4846.12917,9145.94107,9239.46369,5011.34583,777.48929
577.964,770.69643,4855.13393,9147.82202,9231.47798,5000.87917,772.38929
578.184,774.67262,4862.91488,9150.18393,9226.88274,4990.42202,767.5131
578.403,778.92024,4870.07679,9151.04583,9216.11131,4978.20774,762.50357
578.623,782.89643,4874.24821,9150.41726,9202.92083,4964.60774,757.65595
578.842,786.95833,4881.67679,9150.70298,9191.56369,4951.64107,751.67024
579.062,792.14405,4889.61964,9150.84107,9182.23036,4940.87917,747.10833
579.281,796.66786,4896.98155,9150.92202,9173.82083,4929.03155,741.87024
579.5,800.49643,4903.34821,9150.96964,9164.19702,4916.62679,736.7369
579.72,804.5869,4910.97679,9152.5744,9157.83512,4904.8125,732.46548
579.939,808.94405,4918.83869,9154.34583,9148.2256,4893.73155,727.76548
580.159,812.38214,4923.87679,9151.36488,9133.87798,4880.30298,722.675
580.378,816.51071,4930.99107,9150.72202,9126.07798,4867.97917,718.17024
580.597,820.52976,4937.48631,9150.77917,9116.14464,4855.74583,713.73214
580.817,824.25833,4942.68155,9147.69345,9105.35417,4843.43155,709.09405
581.036,828.725,4950.62917,9148.04107,9095.54464,4831.2744,705.06071
581.255,833.14881,4955.7625,9143.00298,9080.65417,4815.56964,699.69405
581.475,837.47262,4961.2625,9139.14107,9066.82083,4800.46488,694.25595
581.694,841.2869,4963.5244,9129.35536,9049.13512,4783.0125,688.93214
581.913,844.72976,4967.32917,9121.67917,9033.8875,4766.96964,684.00833
582.132,848.34881,4972.41964,9117.36012,9018.67798,4752.69821,679.30357
582.352,852.44881,4975.67202,9112.95536,9005.05417,4737.81726,673.9131
582.571,856.19643,4980.09583,9107.26012,8992.05893,4721.54583,669.38929
582.79,859.82024,4984.85774,9101.04583,8975.40655,4705.40774,664.72262
583.009,863.9869,4989.38155,9096.64583,8962.37321,4691.24107,660.47976
583.229,868.31548,4994.90536,9090.4744,8949.1875,4676.26488,655.60357
583.448,872.225,4997.23393,9082.92202,8933.70655,4660.92679,651.375
583.667,875.6631,5001.2244,9075.90774,8918.0875,4646.31726,646.99881
583.886,879.81071,5006.43393,9072.33631,8903.4875,4633.19345,642.74643
584.105,884.20595,5011.23393,9064.89821,8887.39702,4618.3125,638.37976
584.324,888.31071,5014.88155,9056.63631,8870.79702,4603.82679,633.45595
584.543,892.05357,5017.0006,9047.16964,8852.59702,4588.23155,628.78929
584.762,896.9631,5022.53869,9040.84583,8840.2494,4575.37917,624.2131
584.981,900.53929,5024.01012,9030.78869,8820.29702,4558.96964,619.73214
585.2,904.50119,5026.42917,9022.19345,8804.40179,4543.10774,615.64167
585.419,908.7631,5032.39583,9019.34107,8792.15893,4528.6744,611.37976
585.638,912.82976,5036.1244,9014.7125,8778.00655,4513.86488,607.02262
585.857,916.0869,5040.21964,9009.60774,8764.69702,4501.98393,603.375
586.076,920.27262,5043.25774,9003.49821,8749.71131,4488.54583,599.60357
586.295,924.03452,5045.9006,8997.77917,8735.53036,4473.57917,595.6131
586.514,927.95833,5051.03393,8997.98869,8722.53036,4461.80298,591.44643
586.733,932.40119,5055.14345,8995.02202,8711.96369,4449.83631,587.24643
586.952,936.20119,5058.11964,8987.66488,8696.1256,4436.36488,583.08452
587.171,940.32976,5061.87202,8982.22679,8681.37798,4424.04107,579.19881
587.39,944.47262,5066.21964,8980.2125,8669.3875,4411.94583,575.25119
587.609,947.99643,5069.84821,8975.28869,8655.44464,4398.9125,570.95119
587.828,952.22024,5073.08155,8969.99345,8642.43512,4386.1744,567.27024
588.047,955.81548,5076.35774,8963.93155,8627.73988,4373.68869,563.2131
588.265,958.69167,5079.21012,8957.6744,8614.4875,4360.17917,558.66071
588.484,961.91548,5080.24345,8947.74583,8600.28274,4346.37917,554.02262
588.703,965.00119,5082.93393,8941.66012,8587.37321,4333.86488,550.19405
588.922,968.35357,5086.38155,8938.53631,8574.76369,4321.46488,546.06071
589.141,972.53929,5089.37679,8933.0506,8561.53036,4309.00298,542.32738
589.359,976.09643,5094.19583,8930.9744,8551.0875,4297.10774,538.46071
589.578,979.67262,5097.23869,8926.21726,8538.49702,4285.23631,534.09881
589.797,984.01071,5101.33393,8921.8744,8525.54464,4273.8744,530.64167
590.015,987.87262,5105.35298,8916.74107,8512.07321,4262.60298,526.79405
590.234,991.75833,5108.4244,8912.0506,8499.98274,4251.36488,523.34643
590.453,996.17738,5111.33393,8906.99821,8484.86369,4237.57917,519.51786
590.671,1000.11548,5116.19583,8905.14583,8475.28274,4226.77917,515.76071
590.89,1003.80119,5119.7625,8900.48869,8462.81607,4214.3506,511.77024
591.109,1007.84881,5120.68155,8890.64107,8448.06369,4200.76012,507.72738
591.327,1011.80119,5125.70536,8887.04583,8435.14464,4188.93155,504.18929
591.546,1015.76786,5132.19107,8885.91726,8427.56845,4178.2125,501.08929
591.764,1019.70119,5136.28155,8883.69821,8418.99226,4167.18393,497.41786
591.983,1023.77262,5139.27679,8878.49821,8408.26845,4155.84107,493.55119
592.202,1027.79167,5144.51964,8875.43155,8397.97321,4145.10298,490.06071
592.42,1031.50119,5150.31964,8876.03631,8389.16369,4135.88393,486.975
592.639,1035.73929,5156.18155,8878.12202,8381.30655,4125.99345,483.375
592.857,1040.70595,5160.97679,8877.53155,8372.21607,4115.46964,480.2369
593.076,1045.42976,5168.43869,8879.5125,8364.40179,4105.39821,477.0369
593.294,1050.35833,5173.45774,8879.09821,8356.00655,4095.36964,473.15595
593.513,1055.35357,5179.35298,8879.17917,8348.42083,4086.69821,470.31786
593.731,1059.44881,5188.08155,8881.23631,8343.06369,4076.72202,467.23214
593.949,1063.87738,5194.26726,8880.30298,8334.09226,4067.02202,464.74167
594.168,1068.85833,5200.7006,8879.82202,8325.31131,4057.39345,462.275
594.386,1073.52976,5207.65298,8879.18393,8318.61607,4047.66012,458.37976
594.605,1078.23929,5215.16726,8882.34583,8313.93512,4038.30774,455.20833
594.823,1082.97262,5223.67679,8884.26964,8308.96845,4030.83631,451.87024
595.041,1087.59167,5231.71964,8886.34107,8304.43036,4022.7125,448.60833
595.26,1091.325,5238.27679,8886.3125,8296.4875,4012.56488,445.79881
595.478,1096.64881,5248.03393,8889.50774,8292.51131,4005.76012,442.51786
595.696,1100.90119,5256.46726,8891.66012,8285.85417,3996.86012,439.72262
595.914,1105.87738,5262.24821,8890.7125,8275.47798,3986.79345,437.17976
596.133,1110.1869,5265.84821,8887.99821,8263.75417,3976.6744,433.95119
596.351,1114.92976,5275.59107,8892.31726,8258.43988,3969.12202,431.04167
596.569,1119.97262,5285.59583,8894.9744,8252.77798,3961.66964,428.875
596.787,1125.54881,5292.5006,8895.56488,8245.91607,3952.52202,426.09881
597.006,1130.73929,5298.51964,8896.45536,8236.64464,3943.4506,422.9131
597.224,1135.74881,5305.63869,8895.76964,8229.5494,3933.69345,420.51786
597.442,1140.68214,5314.92917,8898.1506,8223.3494,3925.60298,417.90357
597.66,1145.34881,5322.10536,8897.96964,8215.86845,3917.20774,415.9369
597.878,1149.49167,5329.14345,8898.04583,8206.82083,3907.9125,413.62738
598.096,1153.99167,5336.91012,8895.84583,8198.26845,3897.60298,410.94167
598.315,1159.04881,5342.49583,8896.88869,8190.94464,3890.42679,407.78929
598.533,1164.8631,5349.2244,8901.00774,8186.11131,3882.02679,405.14643
598.751,1170.19167,5358.87202,8905.22679,8182.33512,3875.22679,402.37976
598.969,1175.24405,5365.6244,8906.9506,8174.49226,3867.9125,400.08452
599.187,1179.84405,5371.11488,8904.12202,8166.83036,3859.93631,397.81786
599.405,1184.12024,5378.13393,8903.42679,8158.03036,3850.11726,395.1131
599.623,1189.0631,5385.55298,8904.7506,8152.60655,3843.09345,393.175
599.841,1194.61071,5393.44821,8906.24583,8146.56369,3835.63631,391.12738
600.059,1198.93929,5401.11488,8906.6506,8138.24464,3826.96488,388.46071
600.277,1204.3631,5410.6625,8910.2744,8134.77321,3820.79821,386.64167
600.495,1209.15357,5421.85298,8917.13631,8135.60655,3815.59345,384.10833
600.713,1215.1631,5433.51488,8924.79345,8134.28274,3810.44583,382.17024
600.931,1220.74405,5439.71964,8923.19821,8125.7256,3802.26964,379.67024
601.149,1226.2869,5447.6625,8926.86012,8122.9494,3795.00298,377.42738
601.366,1231.63452,5459.09583,8934.65536,8122.81607,3789.49345,375.075
601.584,1236.23452,5467.9244,8936.82202,8119.76845,3781.63155,372.00357
601.802,1242.00595,5476.18155,8939.1125,8113.93036,3774.33631,369.675
602.02,1247.14405,5483.53869,8942.83631,8109.33036,3766.62679,367.85595
602.238,1252.77262,5494.58631,8950.00774,8108.65893,3760.39345,365.05595
602.456,1259.18214,5506.3244,8958.34583,8108.53036,3754.20298,362.72262
602.674,1264.55357,5517.45298,8967.42202,8107.0875,3748.93631,360.42738
602.891,1269.95833,5526.74821,8972.18869,8102.19702,3740.48393,358.21786
603.109,1274.86786,5536.97679,8977.7506,8099.21607,3733.84107,355.64167
603.327,1280.31548,5544.49107,8982.95536,8094.65893,3726.44583,353.4369
603.545,1285.97738,5556.81964,8994.22679,8096.05417,3721.6125,351.73214
603.762,1292.10119,5569.41488,9004.04583,8094.71607,3716.98869,349.39881
603.98,1298.55357,5580.34345,9013.24583,8093.88274,3711.1744,347.35119
604.198,1303.28214,5589.15298,9017.7506,8088.35417,3702.56488,344.83214
604.415,1309.54881,5600.89583,9025.74107,8087.43036,3697.1744,342.16548
604.633,1315.85357,5612.37679,9034.91726,8088.47798,3692.70298,340.64643
604.851,1321.95833,5622.7006,9041.83631,8085.7256,3686.40298,338.31786
605.068,1327.58214,5628.69583,9042.08393,8079.03988,3678.13631,335.74167
605.286,1333.4631,5638.59583,9046.84583,8077.86845,3670.92679,333.95119
605.503,1339.05833,5649.07202,9056.60774,8079.3256,3665.94107,332.075
605.721,1344.96786,5661.78155,9066.69821,8080.09226,3662.18393,329.87024
605.939,1350.53929,5668.97679,9068.94583,8074.08274,3655.34107,327.85595
606.156,1356.62976,5679.48631,9075.82202,8072.25893,3649.90774,326.28452
606.374,1361.88214,5690.22917,9085.18869,8072.4256,3644.79345,324.48929
606.591,1368.49167,5702.13869,9092.62679,8074.48274,3640.94107,322.575
606.809,1373.90119,5710.6006,9097.89345,8071.93036,3634.93631,320.4131
607.026,1380.13452,5720.07679,9103.33631,8070.99702,3631.1506,318.96548
607.244,1386.625,5731.85774,9111.78869,8072.41607,3626.5744,317.56548
607.461,1393.16786,5743.75298,9117.76488,8071.53988,3622.36964,316.19881
607.679,1399.67738,5756.72917,9126.29345,8071.49702,3617.66964,314.89405
607.896,1405.81071,5769.61488,9136.26964,8074.16369,3613.77917,313.38452
608.113,1410.57738,5778.45298,9138.08393,8070.40655,3607.30298,311.11786
608.331,1416.75357,5788.3625,9145.74107,8069.80655,3600.90298,309.60357
608.548,1422.75833,5800.09583,9153.28393,8069.70179,3595.99821,308.26548
608.766,1430.025,5812.36726,9163.08869,8071.83988,3591.99821,306.52262
608.983,1436.80119,5823.17202,9172.67917,8071.87798,3586.68393,304.81786
609.2,1441.94405,5831.95774,9175.9125,8069.34464,3580.56964,303.03214
609.418,1448.29167,5843.73393,9184.63631,8071.2875,3576.10774,301.23214
609.635,1454.32024,5856.55774,9194.13155,8071.90179,3571.04583,300.04167
609.852,1460.00119,5868.74345,9204.42202,8073.4875,3567.2744,297.90833
610.069,1466.75357,5881.19583,9211.57917,8072.79702,3561.82679,296.06071
