lambda,0,30,60,90,120,150
445.429,186.85833,13.2006,86.58869,348.66369,531.6744,455.56071
445.657,187.71071,13.03393,88.58869,353.3875,537.53155,459.29405
445.885,188.67738,12.94821,90.83631,358.26845,543.4506,463.02738
446.113,189.15357,12.81964,93.15536,363.6256,549.63631,467.14167
446.341,189.35357,12.59107,94.93631,368.75893,555.27917,470.90833
446.569,189.33929,12.48631,96.86012,373.87798,561.42202,475.08929
446.797,189.92976,11.97202,98.28869,378.39702,566.93631,478.7369
447.025,190.72024,12.09107,100.0744,383.1494,573.32202,482.56548
447.253,191.91071,11.73393,102.08869,388.53036,580.39345,487.68452
447.481,192.97262,11.35298,104.3125,393.82083,586.50774,491.72262
447.708,194.37262,11.68155,106.65536,399.5875,593.49345,496.4131
447.936,195.40595,11.80536,108.60774,405.59226,600.06964,501.22262
448.164,196.58214,11.96726,110.83155,411.20179,606.5125,505.57976
448.392,197.73452,11.78155,112.7744,416.55893,613.02679,509.86071
448.62,198.28214,11.50536,114.51726,421.91131,619.3125,513.79405
448.848,199.20119,11.35774,117.14107,427.49226,626.34107,518.77976
449.076,200.09643,10.91012,119.4125,433.9256,634.22679,524.56548
449.303,201.04405,10.93869,121.76012,440.14464,641.99345,529.23214
449.531,201.825,11.14821,124.6506,446.5256,649.86012,534.32738
449.759,202.825,11.01964,127.98869,453.71131,657.44107,539.48452
449.987,203.47262,11.23869,130.72202,459.87798,664.56964,544.01786
450.214,204.61071,11.09583,133.38393,466.38274,672.54107,548.84167
450.442,205.10119,10.90536,135.90774,472.40179,679.56012,553.475
450.67,206.09643,11.23393,138.80774,479.26845,687.53631,558.775
450.898,207.425,11.33869,141.02202,485.32083,694.69345,562.56548
451.125,208.70119,10.99107,143.96012,491.93988,702.64107,567.85595
451.353,209.97262,10.55774,146.66964,498.40179,709.91726,572.375
451.581,210.96786,10.67202,150.14583,505.5256,717.6744,577.22738
451.808,211.59167,10.3244,152.83631,513.2494,725.51726,582.47976
452.036,212.53929,10.43869,155.90774,520.53988,734.13631,587.77976
452.264,213.61548,10.34345,158.27917,528.21131,742.86012,593.46071
452.491,214.67262,10.26726,161.06488,535.26369,751.23155,598.16071
452.719,216.01548,10.23869,164.70298,542.9875,760.36012,603.78452
452.947,216.62976,10.21012,167.6125,550.02083,768.27917,608.84643
453.174,217.425,10.2244,171.00298,558.41607,777.8506,614.89881
453.402,218.71071,9.91488,174.22202,566.20179,787.46012,620.38452
453.629,219.225,9.92917,177.12679,573.32083,795.46012,624.60357
453.857,219.99167,9.96726,180.07917,580.50655,803.33155,629.10357
454.084,220.9631,10.11488,183.86488,588.8875,812.54583,635.05595
454.312,222.14881,9.83393,186.90298,596.83988,822.00298,640.05595
454.539,223.02976,9.69583,189.81726,604.05417,830.66488,644.94643
454.767,224.24881,9.41964,193.59345,612.79226,840.22679,651.02738
454.994,224.97262,9.41488,196.98393,620.00179,848.36964,656.0131
455.222,226.2869,9.74345,200.73631,627.46369,856.83155,660.71786
455.449,226.67738,9.4006,204.05536,635.19226,865.43631,665.80833
455.677,227.64881,8.94821,208.3506,644.08274,875.36488,672.54167
455.904,228.54881,8.96726,212.20298,653.81131,886.19345,679.29881
456.131,229.3869,9.2625,216.3506,663.20655,897.33155,685.89881
456.359,230.2869,9.19583,219.91726,672.83036,908.02679,692.73214
456.586,232.12976,9.49583,224.62679,682.66369,919.26964,699.59881
456.814,233.07262,9.15298,229.00774,692.53036,930.71726,705.91786
457.041,233.43452,9.55298,233.13631,700.20179,939.14107,710.76071
457.268,233.14405,9.43869,236.88869,707.70179,946.46964,715.55595
457.496,233.4631,9.43869,240.72202,716.10179,955.74583,720.63214
457.723,234.37738,9.65774,245.53631,725.64464,966.45536,726.38929
457.95,235.17262,9.85298,249.40774,733.46845,974.60298,730.83214
458.178,235.79167,10.07679,254.10298,742.20179,983.1744,735.92262
458.405,237.16786,10.3244,258.79345,752.4494,993.36964,742.41786
458.632,237.42024,10.36726,263.5506,761.02083,1002.66964,747.56548
458.859,237.74881,10.03869,267.75536,769.51131,1011.23155,751.98929
459.087,237.75357,10.23393,272.26964,777.13512,1018.53155,756.54167
459.314,237.84881,10.83393,276.28393,784.88274,1026.02202,760.44167
459.541,237.84881,10.78631,280.13631,792.00179,1034.14583,764.575
459.768,238.52024,11.0244,284.45536,801.43512,1043.62679,769.38452
459.995,238.50119,11.34821,288.9506,809.95893,1052.16012,773.79405
460.222,238.9631,11.53869,293.73155,818.87321,1061.44583,778.34643
460.45,239.32024,12.05774,298.5125,828.31131,1071.10298,783.52262
460.677,238.49167,12.01488,302.03155,833.9875,1075.95536,785.61786
460.904,238.8869,12.19583,306.10298,841.10655,1082.65536,788.92738
461.131,238.4869,12.19107,310.08393,847.09226,1088.15536,790.95119
461.358,237.49167,11.88155,313.7125,853.70655,1094.15536,793.25595
461.585,236.12976,12.39107,317.11726,857.9256,1096.82202,793.7369
461.812,235.7631,12.49107,321.60298,865.1256,1104.12202,796.64643
462.039,236.19167,12.52917,326.36488,874.85893,1113.61726,800.72262
462.266,235.94405,12.91012,330.71726,881.8875,1119.5125,803.175
462.493,235.45357,13.15774,334.58869,888.31607,1124.59345,805.49881
462.72,234.59643,13.32917,338.26488,894.13988,1129.30298,806.91786
462.947,234.02976,13.49107,341.64583,900.90655,1135.06012,809.05119
463.174,233.17262,13.71964,345.68393,907.7494,1141.38393,811.26071
463.401,233.01071,14.21964,349.92679,915.49226,1148.99821,814.2369
463.628,232.72024,14.49583,354.1744,922.57798,1154.88869,816.275
463.855,232.04405,14.64345,358.10774,929.74464,1160.5125,818.20833
464.082,231.5869,14.75774,362.72202,938.20655,1168.33631,821.875
464.309,231.16786,15.14345,367.58869,946.21607,1175.26012,824.83214
464.536,230.23452,15.36726,371.72202,952.10179,1180.20774,826.08452
464.763,229.95357,15.54821,376.68869,960.56845,1187.69345,829.71786
464.99,229.73929,15.91012,380.78393,967.11131,1193.12679,831.33214
465.217,228.7869,16.17202,384.05536,973.2256,1197.20774,832.05119
465.443,228.79643,16.5244,388.94107,981.12083,1204.68393,834.61786
465.67,227.29167,16.5244,392.86012,987.16845,1209.34107,835.6369
465.897,226.59167,16.91012,396.64583,994.31607,1214.88869,837.36071
466.124,225.49643,17.28155,400.60298,1000.04464,1219.46012,838.06548
466.351,225.7631,17.79107,405.48869,1009.70655,1228.42679,842.58929
466.577,224.9869,17.8244,410.06964,1018.49226,1235.26964,845.23214
466.804,224.43452,18.54821,415.10298,1026.09702,1242.14583,848.24643
467.031,223.58214,18.94345,419.63631,1034.66845,1249.62679,850.95595
467.258,222.98214,19.60536,424.89345,1042.96845,1257.33155,853.66071
467.484,222.61071,19.9006,430.16488,1052.22083,1266.36964,857.07976
467.711,221.80119,20.64821,435.25536,1060.12083,1273.64107,859.8131
467.938,220.63929,21.51012,440.05536,1066.77321,1278.89345,861.24643
468.165,219.74881,22.01488,444.81726,1073.94464,1284.27917,863.09405
468.391,219.13452,23.09107,449.77917,1082.21607,1292.11726,866.23214
468.618,218.85833,24.18631,455.26964,1091.70179,1300.83155,869.89881
468.844,218.35833,25.00536,460.93631,1100.65893,1308.19345,872.69405
469.071,217.525,25.69107,465.70774,1108.77321,1314.16012,874.65119
469.298,217.23452,26.44345,471.28869,1118.4256,1322.72679,878.30833
469.524,216.93452,27.1244,476.26964,1127.35893,1331.12202,881.67976
469.751,216.17262,27.91964,481.69345,1137.1256,1339.48869,885.40833
469.977,216.04405,28.8006,488.09345,1147.51131,1349.36488,889.36548
470.204,215.44405,29.74821,493.69821,1157.55893,1358.53631,893.16548
470.431,215.39643,30.4244,500.0744,1169.08274,1369.0125,898.02738
470.657,215.2869,31.53393,506.99821,1180.0494,1379.8125,902.81786
470.884,215.68214,32.70536,513.58869,1191.35417,1390.62679,907.86071
471.11,215.125,33.1625,519.76488,1201.95417,1399.20298,910.77024
471.337,215.14405,34.31488,525.8506,1212.28274,1408.76012,914.37976
471.563,214.81071,34.74345,531.79821,1221.69226,1417.36964,917.1131
471.79,214.62976,35.81012,538.6506,1232.33036,1427.33155,921.46071
472.016,214.69167,36.30536,545.22202,1244.91607,1438.86488,927.1369
472.242,214.80595,37.67679,553.05536,1258.8494,1450.50774,933.49405
472.469,214.825,38.63393,561.2125,1272.31131,1462.59821,939.55595
472.695,215.37738,39.55774,569.03155,1286.08274,1476.24583,945.87024
472.922,215.99643,41.01488,576.92202,1300.22083,1489.33155,952.16071
473.148,215.89167,41.62917,584.4125,1313.43036,1501.04107,957.60357
473.374,215.81548,42.13393,592.4125,1327.6875,1514.03155,962.96548
473.601,215.95833,43.29583,600.47917,1342.4875,1528.0125,969.57024
473.827,216.87262,44.7244,610.19821,1360.20655,1543.76012,977.15595
474.053,216.63929,45.72917,617.83155,1373.30655,1554.96964,982.07024
474.28,216.11071,47.08155,626.37917,1388.7256,1568.65536,987.71786
474.506,216.12024,48.21012,635.59821,1404.0494,1582.86964,993.82738
474.732,215.82976,49.59583,644.1125,1418.92083,1595.92679,1000.24643
474.959,215.91071,50.98155,653.86488,1435.73988,1611.0506,1007.22738
475.185,216.21548,52.85774,663.33631,1451.92083,1626.02679,1014.22262
475.411,216.2631,54.11012,673.02202,1468.85417,1641.22202,1021.29881
475.637,216.32976,55.32917,683.53631,1487.33512,1658.54583,1028.72738
475.864,216.49643,56.84821,693.81726,1505.26845,1675.67917,1036.36548
476.09,216.35833,58.29107,704.43155,1522.48274,1691.87917,1044.18452
476.316,216.41071,60.49583,714.3506,1540.68274,1707.16964,1051.84167
476.542,216.93929,62.11488,724.6125,1559.3256,1723.64107,1059.7131
476.768,216.61071,64.09107,735.09821,1576.63988,1739.85536,1066.04643
476.994,216.67738,65.52917,746.23155,1596.60655,1758.66012,1074.21786
477.221,216.89167,67.48631,757.75536,1616.95417,1777.64107,1082.67976
477.447,216.72976,69.23393,768.26488,1635.60179,1794.43631,1089.9369
477.673,216.34881,70.83393,779.65536,1654.71607,1812.39345,1097.74643
477.899,216.75357,73.25298,791.43155,1675.17798,1832.16012,1106.05119
478.125,217.49167,75.37202,803.78869,1696.54464,1852.0506,1115.27024
478.351,217.81548,77.14345,815.42202,1716.7256,1870.14583,1122.53214
478.577,217.28214,79.31964,826.29821,1734.95893,1887.54583,1130.3131
478.803,217.71071,81.58155,839.33155,1757.17798,1908.33631,1140.06548
479.029,218.59643,83.84345,852.7506,1779.13036,1929.47917,1149.40833
479.255,218.4631,85.91012,864.66964,1799.47798,1948.35536,1158.02262
479.481,219.33929,88.3244,878.37917,1823.0494,1970.78393,1168.30833
479.707,220.53452,90.9006,892.11726,1847.49226,1993.56012,1179.69881
479.933,220.53452,93.0244,905.7744,1870.69702,2014.44583,1188.70357
480.159,220.73929,95.91488,919.28869,1894.04464,2037.36964,1198.3131
480.385,220.75357,98.81012,933.09821,1917.36845,2059.14583,1208.30833
480.611,221.13452,101.70536,947.69345,1941.9875,2081.07917,1218.64167
480.837,221.99643,104.6006,961.83631,1966.16369,2103.3125,1228.78929
481.063,222.21548,107.35298,977.56012,1991.51131,2128.13631,1239.86548
481.288,222.21548,109.70536,991.86964,2015.82083,2149.98869,1249.27976
481.514,222.63452,112.34345,1006.80774,2041.46845,2172.58393,1259.40833
481.74,222.51071,115.07202,1020.75536,2064.22083,2192.65536,1268.06071
481.966,222.87738,117.91012,1035.99345,2089.88274,2216.1744,1277.575
482.192,223.31071,120.7625,1051.94107,2116.73988,2239.60298,1288.26548
482.418,223.5869,123.80536,1068.31726,2144.3494,2263.65536,1298.57024
482.643,223.62024,127.11488,1085.47917,2171.87798,2287.46012,1308.81786
482.869,223.33452,130.70536,1101.09821,2196.96369,2309.04107,1317.8131
483.095,222.80595,133.56726,1116.08393,2221.46845,2331.25536,1327.73214
483.321,223.52024,136.54821,1133.26964,2250.45893,2357.3744,1338.8369
483.547,223.51548,139.84821,1150.63631,2280.11607,2383.81726,1350.64167
483.772,223.02976,143.13393,1167.88393,2309.47321,2407.95536,1360.9369
483.998,223.85357,147.09107,1186.57917,2339.53512,2434.38869,1372.675
484.224,223.425,150.47679,1203.3744,2367.1494,2457.94583,1381.77024
484.449,223.01548,154.20536,1220.74107,2395.76845,2482.05536,1390.82738
484.675,223.14405,157.98155,1238.8125,2425.60179,2508.10298,1401.66071
484.901,223.38214,161.91488,1256.86012,2456.43988,2534.42679,1412.99405
485.126,223.58214,166.01012,1275.48393,2486.16369,2559.44583,1424.32738
485.352,223.81548,170.17202,1292.98393,2512.98274,2582.06012,1433.46071
485.578,223.19167,173.91488,1310.39821,2541.91131,2606.53631,1442.74167
485.803,223.16786,177.86726,1327.29821,2570.0494,2628.99345,1450.96071
486.029,222.56786,182.04821,1345.78393,2599.38274,2654.96488,1460.55119
486.254,222.82024,186.63869,1365.86012,2630.74464,2682.06488,1472.02262
486.48,223.21071,191.21964,1385.86964,2663.62083,2710.06012,1482.69405
486.705,222.92024,195.54821,1404.5506,2693.43036,2734.22202,1492.6369
486.931,222.85357,200.11964,1425.00298,2723.9494,2761.76964,1503.875
487.156,223.04881,204.7006,1444.06012,2752.93512,2787.43155,1514.11786
487.382,222.92024,208.74345,1460.16488,2779.7256,2808.77917,1522.53214
487.607,222.99167,213.61012,1479.93155,2811.55417,2836.22679,1533.57024
487.833,223.17262,218.49107,1501.0125,2843.8875,2864.23155,1544.57024
488.058,222.46786,223.56726,1520.03155,2873.13512,2888.26488,1553.29405
488.284,222.3869,228.40536,1539.58393,2902.60179,2913.8125,1561.58929
488.509,222.54405,233.13393,1559.71726,2933.35417,2938.86012,1571.49881
488.735,221.64405,237.69107,1577.0506,2961.4494,2960.32202,1578.22262
488.96,220.96786,242.59583,1596.5125,2989.83036,2983.02202,1587.30833
489.186,220.05357,247.47202,1615.76012,3017.78274,3006.06488,1595.44167
489.411,219.59643,252.13869,1634.22679,3044.69226,3027.9744,1603.16548
489.636,218.60119,256.59107,1653.84583,3072.53988,3050.0506,1611.1369
489.862,218.07262,261.22917,1671.90298,3099.17798,3070.87917,1617.05119
490.087,217.01071,265.73869,1690.57917,3128.50179,3094.96964,1624.99881
490.312,216.69643,270.63393,1710.4506,3157.88274,3117.66012,1633.71786
490.538,215.89643,274.98155,1731.24583,3188.7875,3143.40774,1643.78929
490.763,215.69167,279.97679,1751.32679,3218.50655,3166.22202,1651.96071
490.988,214.10595,284.2625,1769.28393,3243.3875,3185.79345,1658.30357
491.213,213.04881,289.29583,1787.70774,3268.71131,3207.29345,1665.27024
491.439,212.05357,294.35298,1805.32202,3293.74464,3226.44107,1670.59881
491.664,210.60119,299.03393,1821.4506,3318.4875,3242.62202,1674.22262
491.889,209.27262,303.9244,1837.95536,3343.72083,3260.83155,1678.85119
492.114,207.825,308.93869,1856.95536,3368.7256,3281.6125,1685.19881
492.34,206.25357,313.63393,1874.48393,3393.16369,3299.8125,1689.59405
492.565,205.22976,318.43869,1891.9125,3415.8256,3316.2506,1693.42738
492.79,204.57262,322.94821,1910.68393,3439.01607,3333.79345,1697.48452
493.015,203.04405,327.83393,1927.2744,3461.41607,3349.27917,1700.98452
493.24,201.05357,332.7006,1942.38393,3481.70179,3363.68393,1703.43214
493.465,199.59643,337.74345,1960.58869,3506.11607,3381.76964,1708.57976
493.69,198.05357,342.99107,1978.20298,3528.68274,3397.74107,1712.13214
493.915,196.90119,347.93393,1994.0506,3549.05893,3411.23155,1714.57024
494.141,195.48214,353.38631,2011.16964,3573.13036,3427.39345,1717.49881
494.366,194.13452,358.5006,2026.98393,3593.0256,3440.3744,1718.97024
494.591,192.21071,363.67679,2043.65536,3614.1875,3454.35536,1722.10833
494.816,190.7869,369.63393,2059.40298,3634.47321,3468.12202,1724.92262
495.041,189.37738,375.23869,2074.48393,3653.30655,3480.6744,1726.43214
495.266,187.75833,380.96726,2088.47917,3670.30179,3490.42679,1726.9369
495.491,186.24881,386.21012,2103.38869,3687.81131,3501.08869,1727.58452
495.716,184.97738,391.87202,2117.86964,3705.41131,3511.69345,1727.76548
495.941,183.53452,397.25298,2132.61726,3722.1256,3520.13155,1727.90357
496.166,181.6869,402.63869,2148.39821,3740.93988,3530.8125,1728.85595
496.391,180.4869,408.25298,2163.48393,3758.37798,3542.21726,1729.775
496.616,178.94405,413.55774,2179.4506,3776.0494,3552.46012,1730.52262
496.84,177.6631,419.03869,2195.84107,3796.25893,3564.3744,1731.89405
497.065,176.225,424.31964,2210.26012,3812.00179,3572.88393,1731.96548
497.29,174.18214,430.39107,2224.71726,3831.0494,3582.71726,1732.70833
497.515,171.92976,435.80536,2237.29345,3846.84464,3591.76964,1732.83214
497.74,170.45357,441.67202,2252.16012,3863.88274,3601.92679,1733.97976
497.965,168.89167,447.2244,2265.96964,3879.33512,3610.04583,1733.40833
498.19,167.60595,452.95774,2279.47917,3894.18274,3618.43631,1733.13214
498.414,166.63929,457.89107,2292.32679,3909.83988,3627.00774,1731.94167
498.639,164.90119,463.17679,2306.86964,3926.98274,3636.37917,1731.98452
498.864,163.03452,468.61488,2320.09345,3940.8875,3643.54583,1731.2369
499.089,161.90119,473.94345,2334.06488,3956.36369,3651.36488,1730.50357
499.314,160.5631,479.35298,2348.22679,3972.13988,3659.72679,1729.6369
499.538,158.62024,483.97202,2363.22679,3987.67321,3667.98869,1728.49405
499.763,156.82024,489.53869,2378.04583,4002.29226,3676.3506,1727.99881
499.988,155.73452,494.84345,2393.18869,4018.07798,3684.80298,1726.56548
500.212,154.1869,501.04345,2407.94107,4034.43036,3693.91726,1727.54643
500.437,152.55833,507.2006,2423.84583,4053.35893,3704.88869,1728.30833
500.662,150.6631,512.54821,2438.5744,4069.71131,3713.8506,1728.25595
500.886,149.22976,518.41488,2452.66012,4085.27321,3723.58869,1727.70357
501.111,147.39643,524.15774,2467.69345,4101.66369,3731.89345,1727.22262
501.336,145.91548,530.00536,2482.81726,4119.00655,3740.96964,1727.23214
501.56,144.35357,535.4006,2495.57917,4132.56845,3746.3506,1724.82262
501.785,142.74405,541.11012,2510.22679,4150.23988,3754.60774,1724.77024
502.01,141.525,546.85298,2524.22202,4164.43036,3761.75536,1723.23214
502.234,139.78214,552.99583,2538.49821,4179.36369,3768.21726,1722.15595
502.459,138.125,558.26726,2553.26964,4194.74464,3775.5125,1720.99881
502.683,136.6869,564.05774,2568.43631,4210.7494,3783.27917,1720.67976
502.908,135.23452,570.41488,2584.76964,4227.7875,3790.82679,1719.98929
503.132,133.39167,577.39107,2602.0125,4246.75417,3802.22679,1720.57024
503.357,131.625,583.28631,2617.2744,4262.00655,3808.82679,1719.2131
503.581,130.71071,589.31964,2633.51726,4279.59226,3817.82202,1719.175
503.806,129.45357,596.3625,2649.04107,4297.1256,3827.85536,1719.75119
504.03,128.06786,602.64821,2664.94583,4314.85893,3837.6125,1719.30357
504.255,127.02976,609.96726,2680.22679,4330.89226,3844.4744,1718.37024
504.479,125.51548,616.61964,2697.73155,4351.21607,3854.63155,1717.675
504.703,123.82024,624.13869,2713.7506,4369.58274,3864.04107,1716.95119
504.928,122.6869,631.2006,2730.63631,4387.11607,3872.70298,1716.83214
505.152,121.42024,637.71012,2746.4744,4405.16845,3880.93631,1716.04167
505.377,119.92976,644.58631,2762.52202,4422.36369,3889.42202,1715.33214
505.601,118.53452,651.04345,2778.37917,4437.82083,3896.33155,1714.37976
505.825,117.38214,658.24345,2795.68393,4456.59702,3906.23631,1714.775
506.05,116.17738,665.62917,2812.60298,4473.24464,3914.68393,1713.37024
506.274,115.125,673.24345,2829.36012,4492.91607,3924.82202,1714.3131
506.498,114.04405,680.41012,2846.25536,4508.95417,3933.4506,1712.775
506.723,112.9869,687.2625,2864.5125,4528.69702,3943.85536,1713.37024
506.947,112.10119,694.79107,2884.18869,4551.07321,3955.62202,1713.69405
507.171,111.025,702.64345,2902.13155,4570.51131,3965.09821,1713.62738
507.395,110.61071,710.79583,2921.54107,4592.1256,3978.16012,1714.66548
507.62,109.5869,718.06726,2938.78393,4611.89226,3990.24107,1714.7131
507.844,108.725,725.23393,2956.14583,4631.57321,3999.52202,1714.55119
508.068,108.01548,733.5244,2975.62202,4653.15893,4012.06012,1715.34643
508.292,106.725,741.98631,2995.86012,4675.80179,4025.12202,1715.81786
508.516,105.58214,749.69107,3015.37917,4696.26845,4033.49345,1715.02738
508.741,104.93452,758.34345,3035.10774,4718.59226,4044.26488,1715.88452
508.965,103.8869,766.27202,3055.70298,4742.23512,4058.09345,1716.86071
509.189,102.9869,774.64821,3075.36012,4763.40655,4070.8125,1718.06548
509.413,102.04405,783.19107,3097.04107,4788.5494,4085.37917,1720.05595
509.637,100.63929,791.2625,3116.2744,4811.14464,4097.3744,1719.13214
509.861,99.65833,799.68155,3136.79821,4833.27798,4109.26012,1719.4131
510.085,98.90595,808.1625,3156.98869,4855.96845,4119.98393,1719.70833
510.309,98.20595,816.61012,3177.29345,4880.08274,4132.81726,1719.97976
510.533,97.46786,825.18631,3198.92202,4904.7494,4147.20774,1721.59881
510.757,96.83452,833.61488,3218.58393,4928.73512,4159.3744,1722.39881
510.981,95.70119,842.19107,3240.23155,4950.69702,4171.28869,1722.60357
511.205,95.02024,850.94345,3263.52679,4976.97321,4186.04107,1724.26548
511.429,93.99643,860.15774,3286.06964,5001.71607,4200.66488,1724.57024
511.653,93.1631,869.44821,3308.66964,5025.57798,4214.54583,1725.075
511.877,92.23929,878.73393,3330.96488,5049.79226,4228.74583,1725.55119
512.101,90.91548,888.03393,3352.72202,5073.20179,4241.73155,1726.14167
512.325,89.73452,897.24345,3375.76964,5098.35417,4254.92202,1727.20833
512.549,88.70119,907.05298,3399.8125,5123.43512,4269.33631,1728.63214
512.773,87.98214,916.84821,3423.46964,5149.56845,4283.98393,1729.36071
512.997,86.925,926.18631,3444.78869,5171.01607,4295.54107,1729.57024
513.221,85.61548,935.67202,3467.9506,5197.63036,4312.29345,1730.81786
513.445,84.36786,944.31488,3488.66012,5220.17321,4325.20774,1730.3131
513.668,83.35833,953.79107,3510.79345,5244.4875,4337.70774,1731.15595
513.892,82.52976,963.3006,3533.96964,5269.86845,4349.20774,1731.26071
514.116,81.40595,972.51964,3556.26012,5293.67798,4360.03155,1731.35119
514.34,80.72024,982.7006,3580.56012,5321.70655,4375.06012,1732.29881
514.564,79.925,992.55298,3603.90298,5346.93988,4388.63631,1732.69881
514.787,79.11548,1003.21012,3628.72202,5374.45417,4404.52202,1733.10357
515.011,78.32024,1013.48631,3654.12679,5402.51131,4418.9744,1734.875
515.235,77.52976,1023.75298,3678.29345,5428.06845,4432.08869,1734.44167
515.459,76.5631,1034.35298,3703.59345,5456.11131,4448.3125,1735.1369
515.682,76.1631,1045.51488,3728.86964,5485.5256,4464.49345,1736.77024
515.906,75.27738,1056.10536,3751.80298,5510.6494,4478.18869,1736.98929
516.13,74.93929,1067.01488,3777.31726,5539.44464,4492.72202,1738.10833
516.353,74.49167,1077.19107,3799.31726,5565.57321,4506.58869,1738.56548
516.577,74.2631,1088.01012,3825.10774,5594.73988,4521.75536,1739.84167
516.801,74.2869,1099.32917,3851.38869,5624.41131,4538.33155,1740.6131
517.024,73.84881,1110.4244,3877.16488,5653.59702,4553.4125,1741.37024
517.248,73.32024,1120.8006,3901.00298,5680.09702,4566.78869,1740.74643
517.472,72.66786,1131.58155,3924.93155,5707.7494,4581.84583,1741.59881
517.695,72.79167,1142.73869,3951.78869,5738.90655,4598.13155,1743.26071
517.919,72.73929,1154.37679,3977.88869,5766.59226,4611.96488,1744.875
518.142,72.325,1166.78631,4006.54107,5797.23036,4628.25536,1746.4131
518.366,72.43452,1178.2625,4033.34107,5826.84464,4645.22679,1747.11786
518.589,72.18214,1190.08155,4059.48869,5857.29226,4662.50774,1748.48929
518.813,72.08214,1202.05298,4086.03155,5885.00179,4678.75536,1749.30833
519.036,71.76786,1213.93869,4112.06012,5911.07798,4693.36488,1749.87024
519.26,71.55357,1226.65774,4139.72679,5939.95417,4709.37917,1751.17024
519.483,71.51548,1238.7244,4166.23155,5969.1875,4727.55536,1753.05119
519.707,71.61071,1252.11488,4195.94583,6001.88274,4746.62679,1754.79881
519.93,71.79167,1264.94821,4221.69345,6030.10179,4761.90298,1755.75595
520.154,71.53452,1277.82917,4250.17917,6058.97321,4777.46488,1758.04643
520.377,71.48214,1290.47679,4280.2506,6091.40655,4795.11726,1759.05119
520.6,71.64405,1303.68155,4308.1506,6120.95417,4810.6744,1760.4369
520.824,71.45833,1316.58631,4335.17917,6149.65417,4827.49821,1760.9369
521.047,71.71548,1330.37202,4366.96488,6181.69702,4845.27917,1762.3369
521.271,71.57262,1343.22917,4393.80774,6210.31607,4860.1506,1762.22262
521.494,70.85357,1355.38155,4420.0744,6237.85417,4873.8506,1761.85595
521.717,71.32976,1368.02917,4447.46488,6265.90179,4889.04583,1762.42262
521.941,71.525,1381.21488,4475.5125,6295.00655,4904.20298,1762.85595
522.164,71.48214,1394.54821,4503.3506,6323.6256,4920.01726,1763.40833
522.387,71.40119,1407.91964,4532.08393,6352.39702,4937.02679,1763.54643
522.61,71.53929,1420.5625,4559.51726,6381.10655,4952.34583,1763.00833
522.834,72.00119,1433.57679,4588.33631,6411.96845,4969.0125,1764.04643
523.057,71.82976,1447.44345,4617.49821,6442.0875,4983.19345,1764.30357
523.28,72.04405,1460.38155,4644.29345,6467.07321,4996.38869,1763.32262
523.503,72.37738,1474.01964,4673.83155,6497.36845,5012.29821,1763.82262
523.726,72.98214,1487.32917,4704.15536,6528.3494,5028.32679,1764.48929
523.95,72.78214,1500.3006,4732.10298,6556.60179,5043.10298,1764.47024
524.173,73.10119,1513.87679,4762.65536,6585.51607,5055.68869,1763.88452
524.396,73.07262,1526.77202,4789.67917,6611.10655,5067.28869,1763.19405
524.619,72.82024,1539.91964,4819.02679,6639.57321,5081.52679,1762.96548
524.842,72.92024,1552.86726,4847.38393,6668.44464,5096.81726,1762.06071
525.065,72.67738,1565.65774,4872.8125,6692.31607,5110.04107,1761.13214
525.288,72.80119,1578.42917,4899.94583,6721.3875,5124.37917,1759.8131
525.511,73.09167,1592.27679,4929.22679,6747.6494,5136.52679,1759.10357
525.735,73.025,1603.73869,4954.76964,6771.9875,5147.04583,1758.12262
525.958,73.24881,1617.7625,4982.86488,6800.81607,5161.32202,1758.3131
526.181,73.625,1631.69107,5010.63631,6827.63512,5174.02679,1757.7369
526.404,73.4631,1645.17202,5036.70298,6851.7256,5184.96488,1756.26548
526.627,73.70119,1658.1006,5063.24107,6877.54464,5195.9125,1755.64643
526.85,74.1631,1671.6006,5090.04107,6901.86845,5206.29821,1753.975
527.073,74.40119,1684.37679,5114.06964,6923.09702,5213.8125,1751.25119
527.296,74.54405,1697.70536,5141.4506,6946.97321,5223.63631,1749.44643
527.519,74.89643,1711.89107,5166.82679,6968.40179,5232.0506,1747.49405
527.741,75.53929,1724.51964,5191.24583,6991.01131,5241.26964,1745.57024
527.964,75.63929,1738.54821,5217.78393,7016.35417,5251.41726,1744.25595
528.187,75.97738,1750.99107,5241.32202,7035.2256,5258.23155,1740.84643
528.41,76.47738,1764.3625,5266.03155,7057.73512,5267.26012,1738.38929
528.633,77.84405,1776.47679,5287.97917,7076.67798,5273.09821,1734.52738
528.856,78.32024,1789.33393,5307.17917,7093.1256,5277.99821,1731.3131
529.079,78.45357,1801.81012,5327.99345,7110.55417,5283.80774,1726.99881
529.302,78.79643,1813.68155,5350.06488,7128.15417,5290.09345,1722.89881
529.524,79.725,1827.09583,5372.89345,7146.8875,5295.31726,1719.9131
529.747,80.60595,1840.86726,5395.18393,7166.89702,5299.46012,1717.02738
529.97,81.15833,1853.66726,5418.71726,7183.16845,5303.69345,1714.4131
530.193,81.67738,1864.92917,5438.24107,7199.97798,5307.82679,1711.22738
530.416,82.13929,1878.68155,5459.28393,7217.21607,5312.29345,1707.57976
