lambda,0,30,60,90,120,150
363.421,0.361309999999989,1.27023999999999,0.653269999999992,1.69524,-1.50149,-103.56637
363.654,0.332740000000001,1.48453000000001,0.834230000000005,2.23333,-1.33958,-104.13303
363.886,0.0565400000000125,1.44642,0.867560000000012,2.23809,-1.18244,-104.65685
364.119,0.337500000000006,1.32262,1.11994,2.23334,-1.05862999999999,-104.51398
364.352,-0.119640000000004,1.01309000000001,0.881839999999997,1.59524,-1.21576999999999,-104.76637
364.584,-0.0815499999999929,0.994050000000001,1.25804000000001,2.13810000000001,-1.04433999999999,-104.69018
364.817,-0.329170000000005,0.584519999999998,0.943749999999994,1.88095,-1.33482000000001,-104.97113
365.049,-0.152979999999999,0.955950000000001,1.17708,2.02857,-1.01577999999999,-105.08066
365.282,0.332730000000012,1.05119000000001,1.18660000000001,1.77619,-1.03483,-104.4759
365.514,0.442260000000005,0.894050000000007,1.23899,1.90953,-1.22529999999999,-104.61399
365.747,0.266069999999999,0.632139999999993,1.27708,1.84285,-1.36816,-104.34733
365.979,0.594640000000012,0.898810000000012,1.46756000000001,2.00476,-0.996729999999999,-103.68542
366.212,0.594639999999998,0.922620000000009,1.69613000000001,1.6619,-1.13481999999999,-103.7378
366.444,0.270830000000004,0.884520000000009,1.56279000000001,1.37619000000001,-1.29673,-103.68542
366.677,0.151780000000002,1.17023,1.75803000000001,1.31904,-1.22529999999999,-103.29971
366.909,-0.143450000000001,1.08452999999999,1.47708999999999,0.77619,-1.35387,-103.28541
367.141,-0.133929999999992,1.07024,1.25804000000001,0.623810000000006,-1.46339,-102.37113
367.374,-0.138689999999997,0.670240000000007,1.11518,0.600000000000009,-1.38719999999999,-101.98065
367.606,-0.000589999999988322,0.927379999999999,1.60566,0.40476000000001,-1.12053999999999,-100.97113
367.839,-0.400589999999994,0.465479999999999,1.18661,0.376189999999994,-1.28243999999999,-99.56161
368.071,-0.552980000000005,0.0321399999999983,1.09613,-0.166669999999996,-1.43483000000001,-99.52352
368.303,-0.372029999999995,0.413089999999997,1.16279,0.195239999999998,-1.50149,-99.39018
368.536,-0.543449999999993,0.141670000000005,1.1247,0.0857100000000059,-1.79673,-98.90923
368.768,-0.476779999999991,0.15119,1.36280000000001,0.433340000000001,-1.63958,-97.8616
369.0,-0.448209999999989,0.37024000000001,1.21518,0.485720000000001,-1.47767999999999,-97.53303
369.233,-0.229169999999996,0.432140000000004,1.13422,0.666660000000007,-1.43483000000001,-97.64256
369.465,-0.262499999999989,0.575000000000003,0.967560000000006,0.804770000000005,-1.33481999999999,-97.54732
369.697,-0.424399999999991,0.975000000000009,0.953280000000007,1.32857,-0.996719999999996,-97.53303
369.93,-0.538699999999992,0.717850000000013,0.519940000000005,1.07619000000001,-1.6634,-96.90923
370.162,-0.733930000000001,0.665469999999999,0.786600000000007,1.62857,-1.42529999999999,-96.63304
370.394,-0.810119999999998,0.522620000000003,0.548509999999993,1.50476,-1.55387,-96.38066
370.626,-1.18154999999999,0.246430000000004,0.305650000000014,1.35714,-1.98244,-96.48066
370.859,-1.42916,0.213100000000011,0.210419999999999,1.18572,-2.02052999999999,-96.63779
371.091,-1.38154,-0.096429999999998,-0.0229100000000102,1.47143,-2.19672,-96.81875
371.323,-1.16249999999999,-0.0630999999999915,-0.00386999999999205,1.54286,-2.11578,-96.86637
371.555,-1.31963999999999,-0.144040000000004,-0.00862999999999658,1.58572000000001,-2.14434,-96.50446
371.787,-1.62441,-0.110719999999986,-0.0800599999999889,1.97619,-2.13481999999999,-96.48066
372.02,-1.82441,-0.129760000000005,0.0580300000000022,2.29524000000001,-2.21578,-96.49018
372.252,-1.99106999999999,-0.0678499999999929,-0.032439999999994,2.39048,-2.10625,-96.48065
372.484,-1.95774,-0.110720000000001,-0.280060000000006,2.65237999999999,-2.06816000000001,-96.87113
372.716,-2.15773999999999,0.208330000000004,-0.0514900000000011,2.67143,-2.19195999999999,-96.51875
372.948,-2.1006,0.284520000000001,-0.0467299999999966,2.60952,-2.17768,-96.26161
373.18,-2.21488000000001,0.274999999999991,-0.0705300000000051,2.56666999999999,-1.90148000000001,-96.48065
373.412,-2.12916999999999,0.15119,-0.427679999999995,2.41905000000001,-1.73957999999999,-96.9378
373.644,-1.77203,0.222620000000006,-0.799109999999999,2.2,-1.86339,-97.31875
373.876,-2.0244,0.0654799999999938,-1.00863,1.95238999999999,-2.43958000000001,-97.47589
374.108,-2.06726999999999,-0.0535799999999966,-1.19911,1.7,-2.83483,-97.20447
374.34,-1.78155,-0.096429999999998,-1.08482000000001,2.0381,-2.79672000000001,-96.74732
374.573,-1.61012000000001,-0.515479999999997,-1.35149,1.49047999999999,-3.1872,-96.77113
374.805,-1.73393,-0.334520000000012,-0.994350000000011,1.44286,-2.36816,-96.78542
375.037,-2.20535000000001,-0.277380000000008,-1.33720000000001,0.985720000000001,-2.55863000000001,-97.44256
375.269,-2.49106999999999,-0.248809999999992,-1.07053999999999,1.24285,-2.29196999999999,-97.51399
375.501,-1.93868999999999,-0.0773799999999909,-0.856250000000003,1.42857000000001,-1.85387,-96.89494
375.732,-2.01965,-0.239290000000011,-0.994350000000011,1.37618999999999,-2.41102000000001,-96.70923
375.964,-2.10536,-0.0154699999999934,-0.870530000000002,0.985720000000001,-2.39196,-96.57113
376.196,-1.97202,0.136899999999997,-0.441969999999998,0.971429999999998,-1.90625,-96.0997
376.428,-1.67677999999999,0.0559599999999989,-0.461010000000002,1.21429000000001,-1.75386,-96.31398
376.66,-1.61488,-0.258340000000004,-0.527680000000004,0.761899999999997,-1.8634,-96.39018
376.892,-1.07203,0.355950000000007,-0.137209999999996,0.9619,-1.51102,-96.08542
377.124,-1.08631,0.484520000000003,-0.132440000000003,0.838090000000008,-1.73958999999999,-96.16637
377.356,-1.15774,0.841669999999993,-0.313389999999998,0.704759999999993,-1.50149,-96.08065
377.588,-0.729169999999996,0.741669999999999,-0.399110000000007,0.619050000000001,-1.27292,-96.19494
377.82,-0.429169999999999,1.29405,-0.11339000000001,1.31429,-1.03958,-96.07113
378.051,-0.533929999999998,0.8369,-0.594349999999991,1.13333,-1.41576999999999,-95.61875
378.283,-0.772019999999998,0.855959999999996,-0.713390000000004,0.852379999999997,-1.6491,-95.56637
378.515,-1.17202,0.903579999999991,-0.108630000000005,1.12858,-1.38244,-95.13303
378.747,-1.20060000000001,0.8369,0.0389899999999983,1.06666999999999,-1.06339000000001,-95.38066
378.979,-1.04821000000001,1.29405,0.724699999999999,1.63809999999999,-0.453870000000009,-95.02827
379.21,-1.42917,1.11309,0.558030000000002,0.852379999999997,-0.701489999999993,-95.61399
379.442,-1.34345,1.62262,1.21517999999999,1.12380999999999,-0.334820000000008,-95.67589
379.674,-1.08631,1.91309000000001,0.977080000000001,1.28571000000001,-0.839579999999998,-96.20446
379.906,-1.31012,1.70833999999999,0.624700000000004,1.2,-1.01577,-96.30446
380.137,-1.24345,1.40833000000001,0.496130000000008,0.933329999999998,-1.31577,-96.40446
380.369,-1.34820999999999,1.46071000000001,0.515180000000001,1.13333,-1.42529999999999,-97.32351
380.601,-0.733930000000001,1.65119,0.634219999999999,1.5,-0.953869999999995,-97.90923
380.833,-1.01964,1.62738,0.143749999999997,1.62381000000001,-1.11100999999999,-97.74256
381.064,-1.10535999999999,1.79881,-0.237199999999987,1.64762,-0.953869999999995,-97.65684
381.296,-1.19583,1.96071999999999,-0.151489999999995,1.54286,-1.19196000000001,-97.95684
381.528,-0.848210000000009,2.29880999999999,0.172329999999988,2.20953,-0.934820000000002,-97.29017
381.759,-1.39583,1.55595,-0.584820000000008,1.82380999999999,-1.2253,-98.49018
381.991,-1.12917,1.875,-0.332440000000005,2.2619,-0.891970000000001,-98.21399
382.222,-1.11964,1.50358,-0.308629999999994,2.11429,-1.15385999999999,-98.40446
382.454,-1.14821000000001,1.875,-0.0562500000000057,2.24762,-1.19196000000001,-98.24255
382.686,-1.37678,1.52262,-0.680059999999997,1.7381,-1.31577,-98.45208
382.917,-1.19107000000001,1.67023999999999,-0.61815,1.70953,-1.16815000000001,-99.11875
383.149,-1.03391999999999,1.73215,-0.241959999999992,2.14762,-0.87290999999999,-99.01398
383.38,-0.981549999999999,1.97500000000001,-0.556249999999991,2.11428000000001,-0.934820000000002,-99.52351
383.612,-1.03869,2.29405,-0.451490000000007,2.17618999999999,-0.768150000000006,-99.31399
383.843,-1.29107,1.88929,-0.856250000000003,1.97619,-0.963390000000004,-99.86637
384.075,-1.03393,2.23214,-0.641959999999997,2.37143,-0.658630000000002,-99.69018
384.306,-0.848220000000012,2.60833,-0.837209999999999,2.73809,-0.496729999999999,-98.86637
384.538,-0.724400000000003,2.57977,-0.213390000000004,3.07142999999999,-0.187200000000004,-98.45684
384.769,-0.333929999999995,2.55595000000001,0.110420000000005,3.17619000000001,-0.00624999999999432,-98.47113
385.001,-0.276780000000002,2.82262,0.0532800000000009,3.19524,0.136610000000005,-98.43303
385.232,-0.0386900000000026,2.87024,-0.227680000000007,2.84761999999999,0.141369999999995,-97.92828
385.464,-0.800599999999989,2.68928000000001,-0.522919999999999,2.31904,0.0508900000000096,-97.54732
385.695,-0.629160000000013,2.47499999999999,-0.394340000000014,2.35238,0.184229999999999,-97.89494
385.927,-0.776780000000002,2.22738,-0.437200000000004,2.25238,-0.0348200000000105,-98.05208
386.158,-0.805359999999993,2.15119,-0.546719999999993,2.51905000000001,0.503280000000004,-97.87589
386.389,-0.676790000000011,1.97976,-0.570540000000008,2.33808999999999,0.474699999999999,-98.52828
386.621,-0.352980000000002,2.45119,-0.122920000000008,2.50475999999999,0.950890000000001,-97.80446
386.852,-0.348210000000009,2.44642999999999,-0.280060000000006,2.32380999999999,1.39375,-98.00446
387.083,-0.162500000000009,2.47976,-0.227680000000007,2.69999999999999,1.36041,-97.6759
387.315,0.25179,2.05596,-0.561009999999996,2.79048,1.53185000000001,-97.66636
387.546,0.389879999999991,2.51309999999999,-0.165770000000009,2.65237999999999,1.92232,-97.52351
387.777,0.694640000000007,2.73214,0.148510000000002,2.95714000000001,1.82708000000001,-96.9759
388.009,0.8994,2.72262000000001,-0.0181599999999946,2.49524,1.89851,-96.71875
388.24,1.00893000000001,2.25119000000001,-0.0848199999999935,2.32858,1.87947,-96.30446
388.471,1.16607,1.65595,-0.327680000000001,1.90000000000001,1.89851,-96.34256
388.703,1.58987999999999,1.83214,-0.251490000000004,1.84761999999999,2.15088999999999,-95.80923
388.934,1.54702,1.5369,-0.589579999999998,1.58570999999999,2.30803,-95.36161
389.165,1.79941000000001,1.22262000000001,-0.518149999999991,1.60476,2.92709000000001,-95.75208
389.396,1.79939999999999,0.808329999999998,-0.794350000000009,1.57619,3.16994,-95.54256
389.627,2.14702,1.02737999999999,-0.675300000000007,1.94762,3.4747,-94.72351
389.859,2.38987999999999,1.02261999999999,-0.503870000000006,2.32857,4.10804,-94.4378
390.09,2.34227,1.11786000000001,-0.280059999999992,2.84286,4.39852,-94.18065
390.321,3.01369,1.30356999999999,0.0770799999999952,3.40952,5.03184,-93.40447
390.552,3.28036,1.59405,0.367559999999997,3.52381,5.44613,-92.43303
390.783,4.20891999999999,1.89879999999999,0.505650000000003,4.0,6.03659999999999,-92.06161
391.014,4.35655,1.77499999999999,0.19614,3.85714999999999,5.99374999999999,-91.95684
391.246,4.30416,2.06547,0.0104100000000074,4.19523000000001,6.36994,-91.23304
391.477,4.73273,1.93214,0.0818399999999997,4.48571,6.64613,-91.10923
391.708,5.03750000000001,1.95595,0.296130000000005,4.68571,6.73184000000001,-91.09494
391.939,5.22797,2.19404,0.315169999999995,4.78095,7.23184000000001,-90.84256
392.17,5.51845,2.36548000000001,0.581850000000003,5.0,7.83185,-90.48065
392.401,5.62321,2.06071,0.65804,5.36190999999999,8.36042,-90.31399
392.632,5.89464000000001,1.71786,0.662800000000004,5.14762,9.26994000000001,-90.05684
392.863,6.02798,2.06072,0.948509999999999,5.78572,9.67946999999999,-89.68065
393.094,6.28988,2.19404,1.07708,6.04761999999999,10.2747,-89.47113
393.325,6.96607,2.77024,1.31042000000001,6.95238000000001,11.1128,-88.50922
393.556,7.00416999999999,2.78452,1.28183999999999,7.15237999999999,11.56518,-88.28066
393.787,7.60893,2.93691,1.57232999999999,7.78572,12.28423,-87.86637
394.018,7.38512,2.51309999999999,1.47232,7.7381,12.1509,-87.38065
394.249,7.72322,3.18453,1.61518,7.97143,12.86994,-86.69494
394.48,8.13274,3.26548,1.59137,7.86190999999999,13.23185,-86.59018
394.711,8.44226,3.14642999999999,1.51994000000001,8.02381,13.62708,-85.97589
394.942,9.07083,3.26546999999999,1.41041,8.30476,14.51279,-85.49018
395.173,9.50416,3.42738,1.61041,8.73809,15.20327,-85.24733
395.404,9.92797,3.34166,1.83422,9.11428000000001,15.78898,-85.22352
395.634,9.94226,3.175,1.5628,9.05714,15.98899,-84.87113
395.865,10.61369,3.47976,2.14851,9.52381,16.81756,-84.12351
396.096,11.71845,3.40832999999999,2.58660999999999,9.92380999999999,18.08423,-82.89018
396.327,11.89465,3.73215,2.55804000000001,10.31905,18.78423,-81.75208
396.558,12.42797,3.70357,2.55803,10.71428,19.49851,-80.6759
396.789,13.02798,3.41785999999999,2.81041999999999,11.09524,20.26994,-79.84256
397.02,12.99465,3.29881,2.84851999999999,11.5381,21.02232,-79.60922
397.25,13.70893,3.51786,2.77231999999999,12.00476,21.46994,-78.72827
397.481,13.7375,3.96548,2.61994,12.80952,22.06042,-77.87113
397.712,14.1137,3.61309999999999,2.77709,13.10477,22.8509,-77.22827
397.943,14.76131,3.88452000000001,3.04375,13.88095,23.96517,-76.5378
398.173,15.05179,3.88929,3.26756,14.54286,24.61756,-76.01875
398.404,15.82322,4.08453,3.66755999999999,15.58096,25.72233,-75.40446
398.635,15.64702,3.96547000000001,3.48184000000001,15.9,25.85089,-75.00447
398.865,16.29941,4.27500000000001,3.88661,16.31429,26.87946,-74.22827
399.096,16.50417,3.78928,3.54375,16.79047,27.46994,-74.1378
399.327,16.83274,3.89405000000001,3.70089,17.41428,28.49851,-73.25685
399.558,17.16607,4.29404,3.57231999999999,17.6,29.28898,-72.87113
399.788,17.34703,3.95119,3.60566,18.04762,29.77947,-72.45208
400.019,17.29941,3.66072,3.21518,18.46667,30.62708,-71.78542
400.249,17.84226,3.91309,3.41517,19.15714,31.71755,-70.79495
400.48,18.15179,3.81786,3.95327,19.99524,32.93185,-70.15685
400.711,18.23274,3.75118999999999,3.91517999999999,20.67619,33.70803,-69.74256
400.941,17.89941,3.81310000000001,3.92947000000001,21.14762,34.20804,-69.97589
401.172,18.13273,3.55595,4.0247,21.59047,34.92232,-69.36637
401.402,18.28512,3.43214,4.32946,22.12857,35.71756,-68.64256
401.633,18.25655,3.32738,4.11994000000001,22.80476,36.83661,-68.05684
401.863,18.50416,3.20833,4.31041,23.34762,37.55089,-66.96161
402.094,18.57559,3.14642999999999,4.53899,24.23809,38.53184,-66.0378
402.324,19.31369,3.19880999999999,5.10088999999999,24.8,39.62708,-65.40447
402.555,19.84226,3.28929000000001,5.23899,25.48572,40.65566,-64.28542
402.785,19.6375,3.15119,5.06756,25.56191,41.21756,-63.60446
403.016,19.77084,3.19405,5.11518000000001,26.23334,42.12233,-62.9997
403.246,19.91846,2.96072000000001,4.81994,26.7,42.70804,-61.95684
403.477,20.5375,3.19405,5.44375000000001,27.60953,44.29851,-60.88065
403.707,20.76131,3.075,5.21041,28.51904,45.18898,-60.35685
403.938,21.30416,3.07022999999999,5.60088999999999,29.05238,46.19375,-59.24733
404.168,21.70893,3.29881,5.81041999999999,30.18572,47.48423,-58.46161
404.398,22.32797,3.11786000000001,6.59613,31.5,48.84137,-57.0378
404.629,22.91369,3.54643,7.13422,32.20476,50.32708,-55.81399
404.859,23.69464,3.58928,7.53422,33.05238,51.29851,-55.15685
405.09,23.97083,3.45119,7.37707999999999,34.30476,52.85089,-53.86637
405.32,24.40893,3.66072,7.54374999999999,35.26191,53.94614,-52.2997
405.55,24.75178,3.48928000000001,7.83898000000001,36.03333,55.08422,-51.16637
405.781,25.1756,3.25596,7.88185,36.91429,56.04137,-49.79494
406.011,25.66131,3.40357,8.01518,37.98095,57.09851,-49.13303
406.241,26.19465,3.49880999999999,8.32471,38.99524,58.77947,-48.28541
406.471,26.93274,3.71786,8.73423,40.15238,60.00804,-47.24732
406.702,27.26131,3.79881,8.99137,41.2,61.14137,-46.87113
406.932,27.55178,3.79404,8.96279,42.04762,62.68899,-45.85685
407.162,27.85179,3.83691,9.44851,43.36667,64.27947,-44.04256
407.392,28.0375,4.01786,9.45328000000001,44.08095,65.73661,-43.40446
407.623,28.58512,4.17023999999999,9.74374999999999,45.38571,67.03661,-42.61399
407.853,28.72798,3.75595999999999,10.06756,46.2,68.8509,-41.2616
408.083,29.5756,4.2131,11.14852,47.28096,70.56994,-40.23779
408.313,30.0375,4.1131,11.34375,48.56191,71.88899,-39.25208
408.543,30.36131,4.01786,11.59137,49.54762,73.23185,-38.27113
408.774,30.80416,3.93689999999999,11.75803,50.90476,74.85565,-37.17113
409.004,30.8756,3.66548,11.99614,51.9381,76.19852,-36.12351
409.234,31.22321,3.72738000000001,12.41994,52.99048,77.79375,-34.99494
409.464,31.86131,3.47024,12.95804,54.47619,79.51756,-33.64256
409.694,31.76607,3.63214000000001,13.69137,55.58095,81.16517,-32.1759
409.924,31.75179,3.57024,14.15804,56.39524,82.24137,-31.40446
410.154,31.90892,3.75595,14.40089,57.51428,83.80803,-30.45685
410.384,32.78512,3.95119,14.91994,58.93809,85.55565,-29.13304
410.614,33.55178,4.24166,15.80565,60.51428,87.66994,-27.45209
410.844,33.81846,4.29881,16.58661,61.82858,89.76042,-26.23303
411.074,34.11845,4.08928,16.91518,63.14286,91.12232,-24.91399
411.304,34.33274,3.97023999999999,17.6247,64.27619,92.58899,-23.82827
411.534,35.20417,3.95595,18.41518,65.27619,94.62232,-21.92828
411.764,35.78512,3.87975999999999,19.39137,66.82857,96.50327,-21.28542
411.994,35.96131,3.61786000000001,19.58661,67.74762,97.85565,-20.76161
412.224,36.48036,3.67977,20.56756,69.20953,99.54614,-19.35208
412.454,36.55655,3.36547999999999,21.2628,70.44762,101.01756,-18.39017
412.684,37.32797,4.05595,22.04375,72.33333,102.73661,-17.68542
412.914,37.41369,3.61785999999999,22.36756,73.52857,104.25565,-17.0997
413.144,37.88036,3.75595,23.06756,74.63809,105.94613,-15.49494
413.374,38.45655,3.87976,23.93423,76.27143,107.79851,-14.37113
413.604,38.39941,3.76071999999999,24.35328,77.10477,108.90804,-14.10922
413.834,38.85654,3.87023000000001,25.04851,77.9,109.80803,-13.15209
414.063,38.61369,3.94167,25.33423,78.87143,110.7509,-12.67589
414.293,38.0994,3.61785,25.47708,79.54761,111.98422,-11.70923
414.523,38.46131,3.82262,26.20565,80.62857,113.55565,-10.88542
414.753,38.86607,3.93214,26.67232,81.99524,114.92232,-9.94731999999999
414.983,39.15179,3.38451999999999,27.16756,83.48572,116.2747,-9.34256000000001
415.212,39.04702,3.15119,27.66756,84.45714,117.76041,-8.19494
415.442,39.40417,3.09405,28.1628,85.66191,119.32709,-8.12351
415.672,39.67083,2.87975999999999,28.78661,86.91428,120.5128,-7.20447
415.902,39.72322,2.99881000000001,29.2628,88.2381,121.37947,-6.99494
416.131,39.50417,2.85119,29.71042,89.0,122.75089,-6.29494
416.361,39.34702,3.32262,30.21042,90.4619,123.8128,-5.23779999999999
416.591,39.52322,3.55596,30.72947,91.15715,124.9509,-4.15208000000001
416.821,39.48988,3.09881,31.01518,92.27143,126.31756,-3.32351
417.05,39.48036,3.10356999999999,31.28661,93.73334,127.58423,-2.85208
417.28,40.16607,3.39881,31.82947,95.3381,129.15566,-2.21399
417.51,40.00417,2.93214,32.05804,96.40476,130.26994,-1.29017999999999
417.739,39.75655,2.92738,32.05803,97.51905,131.79851,-0.275890000000004
417.969,39.86607,3.02262,32.51042,98.64286,133.05566,0.0622000000000043
418.198,39.88036,3.33691,33.41995,100.15239,134.63185,1.42887
418.428,40.50417,3.86072,34.94852,102.4,136.7128,3.14316000000001
418.658,40.68988,3.86547,35.65327,104.04762,138.78898,3.65744000000001
418.887,41.16607,3.72738,36.21994,105.60953,140.10804,4.54316
419.117,41.45655,3.86548,36.84375,107.36667,141.24613,4.6622
419.346,41.82322,3.53690999999999,37.15328,108.96667,142.3747,5.32886999999999
419.576,42.3137,3.80834,37.71518,110.2,143.56518,5.93364000000001
419.805,42.35655,4.23690999999999,38.66756,111.12381,144.79851,6.26220000000001
420.035,42.22797,3.98928000000001,39.20565,112.59524,145.93184,6.37649
420.264,42.04703,4.02262,39.63423,114.04286,147.24137,6.79554
420.494,42.1375,4.17977,40.15804,115.24286,149.09375,8.08602
420.723,42.2994,3.91786,40.68184,116.58571,150.96994,9.17649
420.953,42.49465,3.97024,41.24375,118.21905,152.56518,10.03363
421.182,42.87084,3.70834000000001,41.91042,119.91905,154.48899,10.5622
421.412,43.18988,3.65119,42.90089,122.15714,156.32708,11.32411
421.641,43.2375,4.07024,43.61994,123.89048,157.99852,11.75268
421.871,43.66131,4.18451999999999,44.57708,125.64286,160.28899,12.93363
422.1,44.0375,4.50357000000001,45.81517,127.41904,162.40803,14.94315
422.329,44.44702,4.56071,46.80089,129.0619,163.80803,16.27172
422.559,44.82798,4.33690999999999,48.30566,131.37619,165.62709,17.24792
422.788,45.02798,4.45595,49.22947,132.86667,167.23661,18.2003
423.017,44.82322,4.51786,49.75804,134.58096,168.78899,19.06221
423.247,44.96131,4.51785000000001,50.40565,136.49047,170.99375,20.27172
423.476,44.78512,4.575,51.11994,138.57143,172.70804,21.38125
423.705,44.89465,4.875,51.97232,140.76667,175.58423,22.71935
423.935,44.98036,5.19405,52.88661,142.81905,178.05565,23.98125
424.164,45.06607,5.01785,53.58184,144.92857,180.13184,24.79077
424.393,45.24702,5.01785000000001,55.06279,147.59523,183.29375,26.31934
424.622,45.61369,4.96071999999999,56.00566,150.34286,185.99375,28.17173
424.852,45.76607,5.42738,57.05327,152.55238,188.28422,29.19553
425.081,45.61846,5.15119,58.23423,154.44286,190.26042,30.81935
425.31,45.44226,4.75119000000001,58.99137,156.66191,192.11756,31.47173
425.539,45.45178,5.17975999999999,60.4628,159.04286,194.76041,32.55744
425.768,45.70417,5.24642999999999,61.61042,161.52381,197.37471,34.03363
425.998,45.62798,5.35119,62.65804,163.78572,199.7128,35.54316
426.227,45.6994,5.36071,63.90089,166.53809,202.46041,37.20982
426.456,46.07559,5.66547,65.45327,168.74762,205.04613,38.73363
426.685,46.0756,5.42262000000001,66.6247,170.8,206.89375,39.43839
426.914,46.19465,5.09405,67.73899,172.90476,209.16994,40.22887
427.143,46.2994,4.89404999999999,69.01042,175.25714,211.94137,40.5003
427.372,46.5756,5.31786,70.07709,177.86191,214.78899,42.27649
427.601,46.56131,4.91309000000001,71.18184,181.22857,217.96517,43.76696
427.831,47.23274,4.71786,72.71042,183.58096,220.67947,44.89554
428.06,47.32321,4.77500000000001,73.95327,186.09523,223.30327,45.42886
428.289,47.75179,4.69405,75.39613,189.1619,226.65089,46.83839
428.518,48.19941,4.58929000000001,76.87708,191.81429,228.99375,48.28125
428.747,48.2375,4.53215,78.6628,194.32858,231.34137,49.88125
428.976,48.41845,5.00357000000001,80.76756,197.31905,234.54613,51.78125
429.205,47.98988,4.3369,81.61518,198.97619,236.51756,52.20506
429.434,47.70893,4.43214999999999,83.13899,201.55238,238.96994,53.0384
429.663,48.16131,4.73690000000001,84.71041,203.93809,241.99851,55.17648
429.892,48.43274,5.27976000000001,86.02947,206.7,244.82709,56.82887
430.12,48.66131,5.675,87.62946,209.66666,247.29375,58.00982
430.349,48.69941,5.88453,89.23899,212.07143,249.5128,59.4384
