lambda,0,30,60,90,120,150
446.341,486.35833,157.49524,20.26756,186.48214,484.41042,623.18542
446.569,489.79167,157.30952,20.29137,190.5869,491.11518,630.02351
446.797,492.97262,157.15238,20.34851,193.89167,497.39613,637.14256
447.025,496.31548,157.22381,20.43423,197.41548,503.9247,643.52827
447.253,500.97262,157.71905,20.80089,201.17262,511.72946,651.65208
447.481,504.84405,157.68571,20.43899,205.21548,518.33899,658.90446
447.708,509.29643,158.49048,20.93899,209.10119,525.43423,666.60446
447.936,513.6869,158.87143,21.2628,213.30119,532.69137,673.6378
448.164,517.42976,158.6619,21.58185,217.37262,539.73899,680.51399
448.392,520.70595,159.05714,22.08185,221.89167,547.10565,687.11399
448.62,523.80595,158.89524,21.86756,226.08214,553.78661,693.67113
448.848,528.37738,159.3381,21.75804,230.325,561.29137,701.64256
449.076,533.19167,159.9381,21.65327,235.03452,569.1628,710.26161
449.303,537.8869,160.28571,22.03423,239.41548,577.00565,718.72827
449.531,542.52976,160.47619,23.0247,244.52976,585.54375,727.2378
449.759,546.925,161.07143,23.77232,249.32024,593.68661,735.60923
449.987,550.79643,161.7,23.96756,254.13929,601.41994,743.89018
450.214,554.95357,161.6381,24.29137,258.93452,609.54375,752.10923
450.442,558.80595,161.97619,24.47232,263.24881,617.67708,759.27589
450.67,563.43452,162.14762,24.74375,268.08214,626.43423,767.93304
450.898,566.99167,162.06667,24.64851,272.41548,635.15804,774.68542
451.125,571.66786,162.6381,24.9247,277.3631,644.16756,783.72827
451.353,575.58214,162.78571,25.21994,281.7869,652.23899,791.17113
451.581,579.8631,163.2381,25.51518,287.125,660.95804,799.05208
451.808,584.30119,163.40952,25.91042,292.31548,669.93423,807.87113
452.036,587.89167,163.50476,25.88185,297.85357,679.67232,817.1378
452.264,592.89643,164.24762,26.40565,303.33452,689.55327,826.43304
452.491,597.225,164.46667,27.10089,308.92024,699.27708,835.44732
452.719,602.625,165.16667,27.48185,314.47738,709.82946,845.58065
452.947,607.025,165.37619,27.77232,319.64881,718.7628,854.14732
453.174,611.97738,165.83333,28.27708,325.59643,729.52946,864.17589
453.402,617.15833,166.11429,28.85327,331.49167,739.95327,874.19494
453.629,620.82024,165.8,29.73899,336.83929,748.8628,882.75685
453.857,624.74405,165.56667,30.50089,342.44881,758.45327,891.32827
454.084,628.87262,165.54762,31.41994,348.8631,768.57708,901.14732
454.312,633.81548,165.90952,31.71042,354.70119,778.6247,910.61399
454.539,637.94881,165.99524,32.26756,360.83929,788.35327,919.42351
454.767,643.83929,166.12857,33.09137,367.73452,800.15327,930.06161
454.994,647.94881,165.90952,33.58661,373.52976,809.41518,938.57113
455.222,651.96786,165.69524,34.85327,379.89643,819.03899,947.91399
455.449,655.67738,165.54762,35.67708,385.99167,828.64375,957.17589
455.677,661.44881,165.97619,36.75804,392.98214,839.70089,968.43304
455.904,667.225,165.69048,37.44375,400.20119,851.45804,980.08542
456.131,673.0631,166.23333,38.30565,407.525,864.28661,992.18065
456.359,678.71548,166.24762,39.26756,414.44881,876.52946,1004.08065
456.586,684.4869,166.57143,40.3628,422.51548,889.20565,1015.58542
456.814,691.10595,166.58571,41.66756,430.1869,900.74851,1027.16637
457.041,695.225,166.4,42.94851,436.73452,911.47708,1035.93304
457.268,698.83452,165.57619,43.42946,443.1631,920.95327,1044.26161
457.496,702.725,165.04286,44.23423,450.16786,931.26756,1053.66161
457.723,707.94405,165.50476,45.70565,458.0869,943.04375,1064.43304
457.95,711.34405,165.02381,46.98185,464.42024,952.3628,1072.52827
458.178,715.27738,165.25238,48.37232,471.75357,962.85327,1081.8997
458.405,720.74881,165.04286,49.84851,479.62976,975.47232,1093.05685
458.632,724.77262,165.0619,51.04375,486.825,985.58661,1102.19494
458.859,729.0869,164.52857,52.37708,493.8631,996.73423,1111.27589
459.087,731.71071,164.21429,53.72946,500.50595,1006.31994,1119.37113
459.314,735.12976,163.6619,55.15804,506.84405,1016.29137,1127.41875
459.541,737.57738,162.94286,56.23899,513.26786,1025.65804,1134.85208
459.768,741.50595,162.90952,57.88185,520.82024,1037.37232,1144.04256
459.995,745.02024,162.75714,58.8247,527.42976,1047.95804,1152.15208
460.222,749.04881,162.2619,60.2628,534.8869,1059.35804,1161.27113
460.45,752.88214,161.84762,61.49137,542.67738,1071.06756,1170.38065
460.677,753.18214,161.0381,62.7247,548.57738,1078.12946,1174.07113
460.904,754.93929,160.20952,64.35804,555.27262,1086.75804,1179.79018
461.131,756.69643,159.5381,65.85327,561.81071,1094.45804,1184.89494
461.358,758.14881,158.6619,66.91518,567.73452,1102.90565,1191.55208
461.585,757.0869,157.25714,68.00565,572.37262,1109.08661,1194.0378
461.812,758.75357,156.32381,69.38185,579.37262,1117.81518,1201.12827
462.039,761.925,156.08571,70.88185,587.05357,1129.45327,1210.18542
462.266,763.46786,155.48095,72.84375,594.02976,1138.42946,1216.2997
462.493,764.47738,154.26667,74.45804,600.03929,1147.11518,1222.07589
462.72,765.29643,153.35238,75.92946,605.98214,1154.24375,1226.64732
462.947,766.70595,152.21905,77.94375,612.00595,1163.08661,1232.10923
463.174,767.52976,151.43333,79.36756,618.5631,1172.11994,1237.57589
463.401,769.45357,150.52381,81.35327,625.40595,1182.93899,1245.16637
463.628,770.20119,149.7619,82.50089,631.94405,1191.04375,1251.02827
463.855,771.11071,148.68571,84.31042,638.59167,1198.81518,1255.79494
464.082,772.97738,147.99048,85.72946,646.25833,1208.84375,1263.38065
464.309,775.14405,147.30476,87.64851,653.74405,1218.77232,1270.55685
464.536,776.06786,145.94286,88.82946,659.79643,1226.08185,1275.26637
464.763,778.27262,144.93333,90.80089,667.84881,1236.3628,1283.33304
464.99,778.79167,144.25238,92.51042,674.62976,1243.98185,1289.06161
465.217,778.3869,142.79048,94.17232,681.04881,1250.61042,1293.56161
465.443,780.68214,142.00952,96.18661,688.20595,1261.11042,1301.95685
465.67,780.79643,140.74762,97.70089,694.13452,1268.42946,1307.47113
465.897,780.64405,139.28095,99.15804,700.2869,1276.85327,1312.66637
466.124,780.3869,138.09524,100.95804,706.5631,1283.73899,1316.72351
466.351,783.15357,137.60952,103.52946,715.67262,1295.60089,1325.0997
466.577,784.2869,136.57619,105.31042,723.34881,1306.05327,1332.0378
466.804,785.58214,135.84762,107.68185,731.5631,1315.98661,1338.37113
467.031,786.81548,134.67143,109.56756,738.64881,1325.7628,1345.31399
467.258,788.11071,133.85714,111.67232,746.82024,1335.46756,1351.28542
467.484,790.425,133.25714,113.88661,755.13929,1347.5628,1359.7378
467.711,791.5631,131.90952,115.49137,763.13452,1356.7247,1365.16161
467.938,792.42976,130.85714,117.50089,770.31548,1365.03423,1370.25685
468.165,792.41071,129.88571,119.55327,778.3631,1373.00565,1374.94256
468.391,793.80595,129.10476,122.07232,786.93929,1384.5628,1380.59494
468.618,796.35833,128.32857,124.52946,795.83929,1396.1628,1388.66637
468.844,797.80119,127.58571,127.27708,804.32024,1407.19613,1395.68065
469.071,797.74405,126.70952,129.87708,812.0869,1415.61518,1400.9378
469.298,799.67262,126.55238,133.04851,821.67262,1428.25327,1409.80923
469.524,801.30119,126.07619,135.49613,830.46786,1439.55327,1417.32351
469.751,803.125,125.55714,138.36756,839.89643,1451.64375,1425.16161
469.977,805.6869,125.2381,141.68661,849.59643,1465.60089,1433.88065
470.204,806.98214,124.2381,144.03899,859.47738,1477.91042,1441.18065
470.431,809.6631,123.55714,146.97232,870.25833,1492.03423,1450.55685
470.657,812.69643,123.28095,150.53899,881.25833,1506.82946,1460.92351
470.884,815.82024,123.32381,154.20089,892.1631,1521.01518,1471.28542
471.11,817.19643,122.77619,156.81042,901.32024,1533.34851,1479.65685
471.337,819.24405,122.07143,160.30089,911.79643,1545.64375,1488.27589
471.563,820.32976,120.91429,162.87232,921.1631,1556.87232,1495.96637
471.79,823.47262,120.84762,166.2247,932.73929,1571.44851,1505.36637
472.016,826.85833,120.09048,169.11518,944.55833,1586.75804,1517.12351
472.242,831.00119,119.44762,172.77708,957.3869,1603.07708,1529.06161
472.469,834.71548,119.2,176.7628,970.05357,1619.99613,1542.36637
472.695,837.93929,118.37143,180.11518,983.03929,1637.03423,1555.01875
472.922,842.18214,118.1381,184.40565,995.22024,1654.57708,1567.8378
473.148,845.01071,117.40476,188.15327,1007.60119,1670.20565,1580.28542
473.374,848.31548,116.82381,191.34375,1020.225,1688.31994,1593.37589
473.601,852.10595,116.09524,195.01518,1033.75833,1705.37232,1607.45208
473.827,857.81071,115.69048,199.56756,1049.81071,1727.09137,1623.81875
474.053,860.45357,114.68095,203.23899,1062.21071,1742.75804,1634.84732
474.28,864.21071,114.09048,207.75327,1076.67738,1761.49613,1648.05685
474.506,868.55833,113.32381,211.67708,1090.21071,1780.47708,1660.7378
474.732,872.73452,112.64762,215.79137,1104.62024,1798.25327,1674.35685
474.959,878.0631,112.47619,221.07232,1120.00595,1819.40089,1690.53304
475.185,883.26786,111.9,225.38661,1135.52024,1839.97708,1705.60923
475.411,888.34405,111.44286,230.03423,1151.44405,1859.94375,1720.35208
475.637,893.54881,110.61429,234.75804,1167.85833,1882.80089,1737.1378
475.864,899.51071,109.90476,239.94375,1185.60595,1904.87708,1753.96637
476.09,904.6631,109.32381,244.73899,1201.37262,1926.76756,1768.99494
476.316,909.32976,109.10476,250.20565,1217.8869,1948.73899,1784.44256
476.542,913.625,108.67619,255.99613,1234.56786,1970.21042,1800.45685
476.768,917.99167,108.44286,261.59613,1251.22976,1991.34851,1815.68542
476.994,923.85833,107.98095,267.55327,1269.83452,2014.74851,1834.70923
477.221,929.26786,107.78095,273.10565,1288.19643,2039.39613,1852.66161
477.447,934.17738,107.87143,278.88661,1305.63929,2061.3628,1868.32351
477.673,939.72024,107.39048,284.05804,1324.31548,2084.10089,1884.70446
477.899,946.17262,107.48095,290.29137,1343.10595,2108.77232,1902.79018
478.125,952.12976,107.09524,296.87708,1362.825,2134.34375,1921.47113
478.351,957.64881,106.62381,303.38185,1382.13452,2159.91518,1938.07589
478.577,962.25833,106.0619,309.16756,1399.55357,2182.28661,1953.6378
478.803,968.16786,106.04762,315.79613,1420.5869,2209.07232,1972.5378
479.029,974.31548,105.63333,322.23423,1441.38214,2236.84851,1992.34256
479.255,979.73452,105.37143,328.98185,1462.71548,2262.05804,2010.65685
479.481,986.32976,105.53333,336.06756,1484.96786,2291.62946,2031.26161
479.707,993.20595,105.65714,343.48661,1507.97738,2320.6247,2051.8378
479.933,998.91071,105.72857,351.19137,1529.74405,2348.69137,2072.3997
480.159,1005.09643,105.89524,358.69613,1552.425,2377.07232,2093.43304
480.385,1010.83452,106.02381,366.18185,1575.9869,2405.87232,2113.35685
480.611,1016.64405,106.08095,374.35327,1598.58214,2435.38185,2133.61399
480.837,1022.42976,106.31429,382.86756,1622.34881,2465.1247,2155.3997
481.063,1030.00119,106.37143,391.13899,1648.14881,2497.45327,2178.70446
481.288,1036.50595,105.6619,398.49137,1671.40119,2527.0628,2199.05685
481.514,1042.45357,105.4619,406.34851,1695.93929,2559.63423,2220.11399
481.74,1046.89643,105.28571,413.88661,1718.53929,2589.21994,2237.57113
481.966,1052.92976,105.35714,422.38185,1743.32976,2620.69137,2258.47113
482.192,1059.65833,105.04762,431.17708,1768.87262,2652.97232,2280.68542
482.418,1066.09167,105.05238,440.33899,1794.67262,2686.3247,2303.27113
482.643,1072.52976,104.8,449.43899,1821.77738,2719.85327,2326.05685
482.869,1078.3869,105.10476,458.49613,1847.22024,2749.8628,2347.15208
483.095,1083.725,104.99048,466.90089,1871.81548,2780.53899,2367.55208
483.321,1090.95357,105.63333,476.81042,1899.95357,2816.31042,2391.02827
483.547,1098.66786,105.59048,486.77708,1928.02976,2851.78661,2415.52827
483.772,1105.29167,105.68095,496.55327,1956.03929,2885.90089,2438.76637
483.998,1113.05833,105.83333,506.91042,1984.10595,2922.14851,2463.71875
484.224,1118.19167,105.5619,516.56756,2010.24405,2953.40565,2484.43304
484.449,1124.40595,105.37143,526.48661,2037.65833,2986.89613,2507.45685
484.675,1131.27738,105.41905,536.30089,2066.125,3021.5247,2530.60923
484.901,1138.0631,105.18571,546.97708,2095.01548,3058.10565,2554.48065
485.126,1144.2631,104.84286,557.99137,2124.12976,3093.77708,2578.01875
485.352,1149.71071,104.82857,567.70089,2151.2869,3125.67708,2598.47113
485.578,1156.18214,104.77619,577.37708,2179.67262,3160.61994,2620.61399
485.803,1161.04405,104.34762,587.51994,2206.44405,3191.89137,2641.16161
486.029,1166.09167,104.25238,598.13899,2236.00119,3225.64375,2664.73304
486.254,1172.79167,104.88571,610.51518,2267.70119,3262.33899,2690.23304
486.48,1179.60595,104.82381,622.27232,2298.69643,3298.45327,2714.98065
486.705,1185.45833,104.67143,633.43899,2328.63452,3332.66756,2736.92827
486.931,1191.29167,104.98571,645.44851,2360.04405,3369.79613,2761.27113
487.156,1197.025,105.32381,656.94851,2390.51071,3404.03423,2784.20923
487.382,1201.12976,105.35238,667.90089,2416.9631,3435.11042,2803.36161
487.607,1206.85357,105.58095,680.01994,2448.85357,3473.30565,2827.60923
487.833,1213.10595,106.08095,692.75327,2481.7869,3511.20565,2853.21875
488.058,1217.26786,106.17143,704.21518,2511.15833,3545.16756,2875.30446
488.284,1221.89167,106.45714,716.31518,2542.11548,3580.11518,2897.53304
488.509,1226.55357,106.87143,728.65804,2574.10595,3615.48185,2920.15208
488.735,1229.50595,107.29048,739.99613,2602.81548,3647.19137,2938.86161
488.96,1234.225,107.39524,752.66756,2634.00595,3682.26756,2960.87589
489.186,1237.14405,107.43333,764.74375,2663.73452,3715.87708,2979.48065
489.411,1239.83452,107.45714,777.04375,2692.825,3747.85327,2998.24732
489.636,1243.03452,107.77619,788.64851,2723.43452,3780.30089,3017.96161
489.862,1245.91548,108.38571,799.8628,2751.55357,3810.4247,3035.13304
490.087,1249.0869,108.64286,812.3247,2782.08214,3843.80089,3056.81399
490.312,1252.44405,108.77143,825.03423,2813.51071,3876.60565,3076.86637
490.538,1256.4869,109.58571,838.16756,2845.525,3913.0247,3099.04732
490.763,1260.32024,110.37619,851.74375,2876.3631,3947.93423,3119.29494
490.988,1262.41548,109.94286,863.28661,2903.92024,3977.21042,3135.91399
491.213,1264.39643,111.05714,876.06756,2933.34405,4009.15804,3153.90446
491.439,1265.24881,111.68571,888.48661,2959.99643,4038.92946,3170.42351
491.664,1266.01071,111.9619,900.23423,2985.84405,4065.14375,3184.61399
491.889,1266.78214,112.28571,912.50565,3012.56786,4093.95804,3199.84256
492.114,1268.18214,112.98571,925.31518,3041.93452,4123.87708,3216.62351
492.34,1268.86786,113.35714,937.3247,3069.025,4151.25327,3230.84732
492.565,1269.29167,113.80476,949.12946,3095.25833,4177.25804,3243.73304
492.79,1269.46786,114.49048,961.99137,3122.79167,4204.29613,3257.90446
493.015,1269.60595,114.8381,973.9247,3147.12024,4228.64375,3270.49018
493.24,1269.04881,114.93333,985.76756,3169.1631,4250.90089,3280.2997
493.465,1268.70119,115.18095,998.33899,3196.38214,4278.87708,3294.89018
493.69,1268.30595,116.00476,1010.1247,3221.65357,4302.58185,3306.17589
493.915,1268.01071,116.5,1022.21518,3245.90595,4324.59613,3316.82827
494.141,1268.19643,116.95238,1034.54375,3272.30595,4350.37232,3329.67113
494.366,1266.80595,117.51905,1046.13899,3294.59167,4372.3247,3339.6378
494.591,1266.13452,117.6,1059.0247,3318.97262,4395.77232,3350.49018
494.816,1265.4869,118.57143,1071.89613,3343.2631,4417.84375,3359.06637
495.041,1263.90595,119.25714,1083.58185,3364.85357,4438.94851,3366.01875
495.266,1261.41548,119.7,1095.69613,3386.05357,4457.11518,3370.97589
495.491,1259.11548,120.4619,1106.9247,3407.41071,4476.23423,3377.16637
495.716,1256.59643,121.34286,1118.84375,3429.06786,4495.10565,3383.54732
495.941,1254.5869,121.8,1130.11042,3450.98214,4513.22946,3390.24732
496.166,1253.25357,122.2381,1141.62946,3473.25357,4531.99613,3396.89494
496.391,1251.04881,123.40476,1153.9247,3494.75357,4551.27232,3403.85685
496.616,1248.6631,124.08571,1166.1628,3517.1631,4570.81518,3410.75685
496.84,1246.42976,125.24286,1178.74375,3540.01071,4590.6247,3418.34732
497.065,1243.54405,125.94286,1190.57708,3560.73452,4607.59613,3423.37113
497.29,1241.03929,126.87619,1202.54851,3582.32024,4626.57232,3430.01875
497.515,1238.19167,126.98095,1213.45804,3602.62024,4642.61994,3435.05685
497.74,1235.50595,128.09524,1225.08661,3625.67738,4661.91994,3441.50446
497.965,1231.40595,128.99048,1237.07708,3646.10119,4678.98661,3446.8378
498.19,1228.45357,130.10952,1248.74851,3665.42976,4694.11518,3451.21399
498.414,1224.80119,131.0619,1259.90565,3684.72976,4710.38185,3455.84732
498.639,1221.09643,132.27619,1270.90565,3705.73452,4726.87232,3461.02827
498.864,1217.24405,133.55714,1282.85804,3725.0631,4741.05804,3464.10446
499.089,1213.84881,135.2381,1295.21042,3744.67262,4756.89137,3466.45685
499.314,1211.39167,136.71905,1306.41518,3764.94405,4772.7628,3471.22351
499.538,1207.72976,137.52857,1317.63423,3784.23452,4790.23899,3475.22827
499.763,1204.04881,139.00952,1329.67708,3804.70595,4805.31518,3481.25208
499.988,1200.67738,140.36667,1341.08185,3824.94881,4822.10565,3486.66161
500.212,1197.50119,141.94286,1353.69137,3845.8631,4839.35804,3491.04732
500.437,1195.21071,143.8,1366.68661,3867.11548,4857.75804,3496.7997
500.662,1190.89643,144.96667,1379.48185,3887.08214,4873.31994,3500.18065
500.886,1187.025,146.59048,1392.67232,3909.10595,4889.79613,3505.37589
501.111,1184.45833,147.68095,1404.73423,3929.90119,4906.61994,3510.42351
501.336,1181.34881,149.03333,1417.14851,3951.60119,4924.25327,3515.43304
501.56,1178.04881,150.12857,1427.82946,3969.40119,4937.61518,3516.73304
501.785,1175.0869,151.8,1441.07708,3989.5631,4954.28185,3520.61875
502.01,1171.10595,153.47619,1453.60089,4008.40595,4968.29613,3522.58065
502.234,1167.01548,155.52381,1466.03423,4028.29167,4984.1628,3525.57589
502.459,1162.65357,156.85238,1479.17708,4047.60595,4999.74375,3527.48542
502.683,1159.425,158.72381,1491.51042,4068.81071,5013.51994,3528.86161
502.908,1156.27262,160.4381,1504.87232,4089.65833,5030.98661,3532.82351
503.132,1153.65357,162.4,1519.60565,4114.83452,5052.27232,3539.04256
503.357,1150.73929,164.31429,1533.2628,4135.27262,5069.87232,3542.51399
503.581,1147.36786,166.23333,1547.20565,4157.18214,5088.37708,3546.30923
503.806,1144.06786,168.19524,1561.57708,4180.94881,5105.37708,3551.45685
504.03,1139.40595,170.14286,1575.61042,4203.2631,5123.19137,3554.85685
504.255,1135.825,172.43333,1589.37708,4225.28214,5137.73899,3557.61875
504.479,1132.57738,174.55238,1603.42946,4249.95833,5157.31042,3562.08065
504.703,1129.70595,177.29048,1618.67708,4273.05833,5175.1628,3565.63304
504.928,1126.33929,179.28571,1633.11994,4297.325,5193.53423,3570.78542
505.152,1122.7631,181.05238,1647.65804,4320.55357,5211.43899,3573.98065
505.377,1119.96786,183.60476,1661.93423,4343.16786,5229.74375,3576.52827
505.601,1116.60119,185.61905,1675.35327,4363.42024,5245.75327,3578.17113
505.825,1113.40119,188.20476,1690.26756,4387.56786,5264.56756,3582.47589
506.05,1110.13929,190.81905,1705.3247,4410.89643,5282.16756,3585.77589
506.274,1106.83452,193.54286,1721.65327,4436.23452,5302.71042,3592.18542
506.498,1103.22024,196.15238,1736.27708,4459.44405,5320.37708,3595.75208
506.723,1100.66786,199.18095,1752.04375,4484.95833,5340.96756,3601.14732
506.947,1098.06786,201.84286,1768.63899,4511.52024,5361.78661,3606.5378
507.171,1095.55833,205.03333,1784.63423,4535.66786,5381.00565,3611.36161
507.395,1093.54881,208.21905,1801.85804,4563.49643,5404.03899,3619.47113
507.62,1090.2869,211.25238,1818.43899,4590.5869,5424.11994,3623.41875
507.844,1086.80119,214.42381,1834.51994,4615.60119,5441.57708,3627.24732
508.068,1083.53929,217.60952,1851.50089,4643.90595,5463.48185,3634.1378
508.292,1080.825,220.63333,1867.73899,4672.48214,5486.23899,3641.99018
508.516,1077.87262,223.30476,1883.19137,4697.1869,5506.71518,3646.96161
508.741,1075.61071,226.44286,1901.21042,4724.525,5527.87708,3654.1997
508.965,1073.31548,230.00952,1919.48661,4753.77738,5552.49613,3663.28542
509.189,1071.06786,234.0,1937.78185,4780.90119,5574.1247,3669.49494
509.413,1069.03452,237.14286,1955.28185,4813.425,5600.11042,3679.48542
509.637,1066.17262,240.90476,1972.52946,4840.54405,5621.01518,3684.11399
509.861,1063.15357,244.68095,1989.84375,4869.26786,5643.50089,3691.70446
510.085,1060.20119,248.37143,2007.80565,4896.42976,5663.47708,3699.79018
510.309,1057.3631,252.05238,2026.50089,4927.72976,5687.75804,3708.37589
510.533,1054.89167,255.86667,2045.64851,4960.07738,5713.90089,3716.82827
510.757,1052.23929,259.9381,2063.35804,4987.91071,5736.75804,3723.45208
510.981,1049.42024,263.59524,2080.74375,5016.22024,5759.0628,3729.44732
511.205,1047.09643,267.79048,2099.9247,5047.80119,5783.91042,3738.35208
511.429,1044.10119,271.02857,2119.30565,5078.33452,5807.41994,3745.37589
511.653,1041.81071,275.19048,2138.06756,5109.325,5830.95327,3753.41399
511.877,1039.39167,279.0381,2157.2628,5142.42024,5855.12946,3761.87589
512.101,1036.63452,282.67143,2175.9247,5172.01071,5879.55804,3769.16637
512.325,1034.50595,286.41429,2195.01518,5204.37262,5903.49137,3777.68542
512.549,1032.1631,290.31429,2215.01994,5235.63452,5930.13899,3786.82827
512.773,1030.4631,294.3619,2235.41042,5267.75833,5955.45327,3794.31875
512.997,1027.3869,298.7381,2254.82946,5297.4631,5977.71042,3799.74732
513.221,1025.37738,303.75714,2276.0628,5331.44405,6005.13423,3808.67589
513.445,1022.91548,308.5381,2294.89137,5360.66786,6027.29613,3812.98542
513.668,1019.97738,312.77143,2313.99137,5392.01071,6052.70565,3818.94732
513.892,1017.20119,317.01905,2334.10565,5423.8869,6078.07708,3826.40923
514.116,1013.42024,321.2619,2354.41518,5452.67262,6099.32946,3832.1378
514.34,1010.96786,325.45714,2375.68661,5487.21071,6127.31994,3841.78065
514.564,1008.51548,330.11905,2396.5247,5518.42024,6151.65327,3848.45685
514.787,1006.07738,334.77143,2417.65804,5552.29167,6179.2247,3855.61399
515.011,1003.28214,339.99048,2438.88661,5584.80595,6205.71518,3862.88065
515.235,1000.40595,345.00476,2460.07232,5616.34881,6228.77708,3869.35685
515.459,997.5869,349.99048,2481.88185,5649.85357,6253.62946,3876.97589
515.682,995.1869,355.69524,2505.96756,5686.33929,6281.71994,3886.60446
515.906,991.7869,360.26667,2527.19613,5718.47262,6306.0247,3891.26637
516.13,989.75357,366.1619,2549.75327,5754.50119,6334.47708,3899.66161
516.353,987.37738,371.31905,2572.49137,5786.61071,6361.16756,3906.20923
516.577,985.26786,376.97143,2595.49613,5821.75357,6389.14851,3915.36637
516.801,983.1631,383.30952,2619.50565,5858.35357,6418.06756,3923.67589
517.024,980.90595,389.15714,2643.35327,5893.52024,6447.19137,3933.02827
517.248,978.08214,395.06667,2665.45804,5926.73929,6472.1628,3938.95685
517.472,974.59167,400.83333,2689.27708,5961.02024,6497.65327,3946.94256
517.695,972.67738,407.15714,2714.30565,5998.58214,6526.53899,3956.49494
517.919,970.19643,412.9381,2738.80565,6033.96786,6553.45804,3964.44732
518.142,967.41548,418.95714,2763.56756,6071.8869,6583.63899,3973.78065
518.366,965.70119,424.4619,2789.32946,6108.71071,6611.73423,3982.36161
518.589,963.50595,430.36667,2814.25804,6144.71071,6640.10089,3991.11875
518.813,961.69643,436.23333,2838.55327,6180.42976,6667.88185,3998.70446
519.036,959.13452,443.3,2862.99137,6215.525,6695.06756,4006.21875
519.26,956.35357,449.88571,2887.59137,6253.32024,6722.90089,4014.94256
519.483,954.125,455.97619,2912.60565,6292.89643,6753.00565,4024.19494
519.707,952.81071,462.79048,2940.07232,6334.34405,6783.55804,4035.36637
519.93,949.725,469.01905,2965.43423,6370.02024,6810.96756,4043.15208
520.154,947.32024,475.41905,2992.1247,6409.90119,6840.95804,4052.05208
520.377,945.87262,482.04762,3018.25804,6449.99167,6872.65327,4062.57113
520.6,944.04881,488.84762,3043.85804,6489.0869,6902.73423,4072.56637
520.824,941.525,495.41905,3070.05804,6526.79643,6931.06756,4081.00923
521.047,939.01071,502.82857,3096.61994,6568.05357,6963.19613,4090.67589
521.271,935.57262,509.32381,3122.66756,6605.21071,6989.83423,4096.2997
521.494,932.17738,516.12381,3147.91042,6639.9869,7016.62946,4101.59494
521.717,929.9869,523.53333,3173.79613,6676.0869,7042.91994,4106.24256
521.941,927.5869,530.68571,3200.40089,6715.3631,7071.01518,4113.18542
522.164,925.41548,538.18095,3226.09137,6754.14881,7099.53899,4119.96637
522.387,922.77262,545.58571,3253.13423,6792.03929,7127.2247,4126.08065
522.61,919.39167,552.68095,3278.47708,6827.71071,7154.87232,4132.25685
522.834,916.8869,559.98571,3306.64375,6868.78214,7185.61994,4141.44732
523.057,913.57262,568.19524,3332.44375,6907.50595,7212.78661,4148.86637
523.28,910.42976,575.50476,3358.07708,6944.45833,7237.4628,4153.99018
523.503,907.60119,583.61429,3386.25327,6984.41548,7268.43899,4161.41399
523.726,905.42024,590.7619,3413.80089,7023.17738,7296.3247,4168.26637
523.95,902.30595,598.42857,3441.59137,7059.96786,7323.77708,4173.06637
524.173,899.23929,607.04286,3469.34851,7096.80119,7352.05804,4179.31399
524.396,895.69167,614.87619,3495.21042,7131.01071,7377.18661,4182.27589
524.619,892.78214,622.98571,3522.94851,7169.62976,7404.19137,4187.67589
524.842,889.69643,630.48571,3551.02946,7208.21548,7431.41994,4193.48065
525.065,885.67738,638.11429,3577.24375,7243.21071,7453.82946,4195.70446
525.288,882.55833,646.89524,3605.2247,7279.71071,7478.7247,4201.36637
525.511,878.91548,655.1381,3632.01042,7315.54881,7502.90089,4206.39494
525.735,875.42024,662.71905,3657.31518,7348.10595,7522.69137,4209.59018
525.958,872.20595,671.19048,3684.53423,7384.53929,7550.04375,4214.52827
526.181,869.24881,679.60952,3711.54851,7421.10119,7573.97232,4219.99494
526.404,864.3631,687.61429,3736.84851,7453.81071,7596.1247,4225.31875
526.627,860.81548,695.58571,3761.88661,7486.95357,7618.2247,4229.56637
526.85,856.78214,703.80476,3787.5628,7519.31071,7638.92946,4232.46161
527.073,852.82024,711.59048,3811.19613,7549.05833,7657.47232,4233.3997
527.296,849.36786,719.94286,3836.85804,7584.95357,7678.57232,4236.01875
527.519,845.8869,728.68095,3861.04375,7615.55833,7696.50565,4236.50446
527.741,842.01548,736.85714,3885.80565,7646.67262,7716.35804,4238.14732
527.964,838.64405,745.70952,3912.40089,7680.15833,7738.1247,4239.27113
528.187,834.20595,754.2381,3935.39613,7708.21548,7752.20565,4239.4997
528.41,830.16786,763.29524,3960.11994,7739.42976,7770.03899,4240.45208
528.633,826.525,771.50476,3983.88661,7767.31071,7784.2247,4240.10446
528.856,822.56786,779.50952,4006.08661,7791.75357,7795.00565,4238.63304
529.079,818.28214,787.16667,4028.5247,7817.66786,7807.78185,4238.20923
529.302,814.50119,794.97619,4050.90565,7844.1631,7821.8628,4236.98065
529.524,810.71548,804.97619,4073.34851,7870.02024,7835.49613,4236.90923
529.747,806.74881,813.51905,4096.05327,7894.43929,7849.85804,4236.5997
529.97,802.68214,821.49524,4118.62946,7920.47738,7863.21042,4234.4378
530.193,798.26786,829.53333,4140.45327,7945.25833,7873.96756,4231.12827
530.416,794.21548,838.30476,4164.79137,7971.60119,7886.96756,4229.28542
530.638,789.96786,846.82381,4186.50565,7993.05833,7894.7628,4226.19494
530.861,785.53452,855.24762,4207.71518,8014.74405,7903.49613,4222.12351
