lambda,0,30,60,90,120,150
361.793,-1.03214,0.27143,1.00565,0.625,1.98661,-0.13839
362.025,-1.00833,0.34286,1.27708,0.7631,2.41042,0.03304
362.258,-1.21786,0.4,0.84375,0.4631,2.26756,-0.02887
362.491,-1.40357,0.40952,0.99137,0.71548,2.3247,0.19018
362.723,-2.0131,-0.04286,1.14851,0.75357,1.81042,-0.1622
362.956,-2.16071,0.11905,1.07708,0.88214,1.75327,-0.00506
363.189,-2.09405,0.10476,0.88185,0.5631,1.64375,0.15685
363.421,-1.80833,0.37143,1.23423,0.73452,1.70089,0.58542
363.654,-1.62738,0.48095,1.39137,0.83452,1.69613,0.43304
363.886,-1.68452,0.49048,1.28661,0.72976,1.34375,0.02827
364.119,-1.52738,0.55714,1.41994,0.97262,1.38661,0.40446
364.352,-1.29405,0.87143,1.61518,1.33929,1.77232,0.71399
364.584,-1.31786,0.62381,1.58185,1.15833,1.35327,0.65208
364.817,-1.48929,0.83333,1.61994,1.25833,1.51994,0.52827
365.049,-1.23214,0.22381,1.26756,1.17262,1.45804,0.16637
365.282,-0.80833,-0.09048,1.67708,1.18214,2.1628,0.48065
365.514,-1.14167,-0.27619,1.3628,0.72024,2.25327,0.25208
365.747,-1.15119,-0.14286,1.55804,1.09643,2.64375,0.29494
365.979,-1.12738,-0.02381,1.80089,1.62976,3.05804,0.86637
366.212,-0.59405,0.07143,1.80565,1.83929,3.38185,1.21875
366.444,-0.50357,0.03333,1.68185,2.14881,3.50089,0.85685
366.677,-0.91786,-0.06667,1.20089,1.74405,2.97708,0.61399
366.909,-1.29405,-0.15238,0.9628,1.72024,2.57232,0.35208
367.141,-0.85119,-0.04762,1.41994,2.20595,2.88185,0.46161
367.374,-0.62262,0.42381,1.39137,2.11071,2.84375,0.40923
367.606,0.13929,0.4619,1.7628,2.24405,3.09137,0.6997
367.839,0.03929,-0.18095,1.61518,1.80119,3.03899,0.52351
368.071,-0.02738,-0.55238,1.25327,1.8631,2.83423,0.32351
368.303,-0.07024,-0.98571,0.94851,1.94881,2.59137,0.06161
368.536,0.04405,-0.82857,1.14851,2.16786,3.10089,0.50446
368.768,-0.00833,-0.9619,1.35327,2.02024,3.48661,0.72827
369.0,-0.3131,-1.29048,1.15804,1.93929,3.39137,0.28065
369.233,-0.43214,-1.64286,0.8247,1.71548,3.03899,-0.18125
369.465,-0.84167,-1.57143,0.38185,1.56786,2.93899,-0.20982
369.697,-0.64643,-1.75714,0.29137,1.39167,2.94851,-0.39077
369.93,-0.79881,-1.1619,1.03423,1.85357,3.16756,0.20923
370.162,-0.37024,-0.87619,1.36756,2.1631,3.31994,0.12827
370.394,-0.07976,-0.85714,1.29613,2.2869,3.10565,0.0997
370.626,-0.18929,-0.91429,1.39613,2.125,2.63423,-0.14792
370.859,-0.29881,-1.10952,1.30565,1.7869,2.38185,-0.29077
371.091,-0.7131,-1.1619,1.13423,1.625,1.96756,-0.22887
371.323,-0.65595,-1.27143,0.96756,1.29167,1.69613,-0.04315
371.555,-0.51786,-1.1619,1.17708,1.77738,2.31518,0.04732
371.787,-0.16071,-1.07619,1.13423,1.71071,2.7247,0.10446
372.02,-0.42262,-1.28571,1.37232,1.69167,2.88185,0.28542
372.252,-0.48929,-1.32857,1.56756,1.67262,2.75327,0.08542
372.484,-0.93214,-0.97143,1.21518,2.0631,2.88661,0.05208
372.716,-0.43214,-0.2381,1.50565,2.325,3.11042,0.0378
372.948,-0.2131,0.22381,2.04375,2.60119,3.35327,0.25685
373.18,-0.375,0.60952,2.28661,2.81071,3.54851,0.09494
373.412,-0.84643,0.21905,1.90565,2.41071,3.2628,-0.34792
373.644,-0.72738,0.46667,1.69137,2.725,2.95327,-0.59554
373.876,-0.7131,0.6,1.69137,2.64405,2.91518,-0.64315
374.108,-0.8131,0.74762,1.9628,2.74405,3.27708,-0.16696
374.34,-0.48929,0.6381,2.27232,3.09643,3.52946,0.0997
374.573,-0.3369,0.44286,2.21994,2.83929,3.63423,0.26161
374.805,-0.42738,0.14286,1.91994,2.67738,3.69137,0.00446
375.037,-0.44643,0.03333,1.76756,2.7869,3.59613,0.26161
375.269,-0.23214,0.36667,2.11994,2.77262,3.74375,0.30446
375.501,0.17262,0.68571,2.06756,2.75357,4.09613,0.55685
375.732,0.45357,0.80952,2.0247,2.74881,4.23423,0.19018
375.964,0.54881,0.74762,2.08661,2.50119,4.24375,0.09018
376.196,0.72976,1.10476,2.50089,2.82024,4.46756,0.22351
376.428,0.65357,0.94286,2.55804,2.57738,4.22946,0.26637
376.66,0.0869,0.83333,2.39613,2.52024,3.84375,0.22827
376.892,0.27738,1.01429,2.08185,2.6631,3.57708,0.32827
377.124,0.27738,0.77619,1.93423,3.07262,4.21042,0.30923
377.356,-0.03214,0.8,1.91518,2.54405,4.05327,0.15685
377.588,-0.19881,0.68571,2.0628,2.64405,4.27708,0.14256
377.82,-0.3369,0.69048,2.04851,2.70595,4.29613,-0.08125
378.051,-0.12262,0.59524,2.47708,2.7631,4.51518,0.11399
378.283,-0.04643,0.77619,2.69137,2.9631,4.44375,-0.1622
378.515,0.23452,0.91905,3.07708,2.9869,4.61042,0.49018
378.747,0.10119,0.8381,3.01042,2.93452,4.70565,0.65208
378.979,0.4869,0.80952,2.8247,2.96786,4.51518,0.71875
379.21,0.10595,0.55238,2.78661,2.58214,4.39613,0.29018
379.442,0.15833,0.79524,3.09613,3.02024,4.60565,0.36637
379.674,0.01548,0.70952,2.62946,2.52976,4.2628,-0.07173
379.906,-0.46548,0.91429,2.55804,2.4869,4.03899,-0.02887
380.137,-0.53214,0.82381,2.51518,2.51548,4.3628,0.42827
380.369,-0.80357,0.68095,2.39613,2.42976,4.10089,-0.02887
380.601,-0.675,0.61429,2.53423,2.5631,4.19137,0.12827
380.833,-0.4369,0.7381,2.64851,2.74405,4.23899,0.10923
381.064,-0.25595,0.99524,2.66756,2.59167,4.58185,0.43304
381.296,-0.1369,1.2,2.74375,2.68214,4.72946,0.65208
381.528,0.75357,1.19048,3.30089,2.7869,5.18185,0.86161
381.759,0.54881,1.19524,3.31042,2.16786,4.99137,0.56637
381.991,0.56786,1.32857,3.51994,2.00595,4.8628,0.74256
382.222,1.02024,1.31429,3.79613,2.05357,4.88661,0.97113
382.454,0.85833,1.39048,3.7247,1.94405,4.41518,1.0997
382.686,0.56786,1.41429,3.33423,1.83452,4.3247,1.14732
382.917,0.04881,1.24762,2.94375,1.71548,3.60565,0.95685
383.149,0.63452,1.27143,3.10565,1.93929,3.83423,1.70923
383.38,0.25833,1.0,2.73899,1.83929,3.51518,0.97589
383.612,0.42024,1.27143,3.03899,2.01071,3.47708,0.97589
383.843,0.24405,1.39048,3.45804,2.03452,3.30565,0.74732
384.075,0.40595,1.6381,3.17232,2.12024,3.20089,1.0378
384.306,0.40595,2.05238,3.18185,2.09167,2.99137,1.02827
384.538,0.525,2.02857,3.61518,2.55357,2.92946,1.22351
384.769,0.75833,2.21905,3.82946,2.35833,3.15327,0.97113
385.001,0.64405,1.9619,3.51518,2.41071,2.63423,0.43304
385.232,0.74881,2.02857,3.78185,2.3869,2.82946,0.80923
385.464,0.45357,2.34762,3.63899,2.32024,2.51518,1.0378
385.695,0.42024,2.35238,3.73899,2.225,2.61042,0.97113
385.927,0.17738,2.08571,3.69613,2.23929,2.35327,0.56637
386.158,0.37262,2.13333,3.75804,1.82024,2.21994,0.5378
386.389,-0.07976,2.52381,3.38185,1.525,1.63899,0.39494
386.621,0.225,2.60476,3.74375,1.97262,1.58661,0.45208
386.852,0.36786,2.70952,3.33423,1.62024,1.10089,0.45685
387.083,0.8869,3.31905,3.54375,1.74405,1.18185,0.55685
387.315,1.54881,3.39048,3.7247,1.78214,1.42946,0.51399
387.546,1.86786,3.45238,3.99613,1.71071,1.15804,0.61399
387.777,2.71548,4.01905,4.44851,1.54405,1.79613,1.18065
388.009,2.93452,4.6381,4.52946,1.81071,2.01042,0.92827
388.24,3.61071,5.38095,5.11518,1.82976,2.49137,1.43304
388.471,3.90595,5.65238,5.38661,1.92976,2.51518,1.60923
388.703,4.22976,5.60476,5.45804,1.85357,2.53899,1.64256
388.934,4.90595,6.31905,6.23423,2.21548,2.54851,1.6378
389.165,5.0631,6.41429,6.33899,1.8869,2.24375,1.58065
389.396,5.55357,7.05714,6.53423,1.71071,2.47708,1.98542
389.627,5.99167,7.64762,6.63899,2.03452,2.61042,2.75208
389.859,6.4631,8.14286,7.08185,2.13452,2.95804,3.05685
390.09,6.96786,8.38571,7.08185,2.46786,2.52946,3.03304
390.321,7.62024,8.8619,7.58185,2.57262,2.99137,3.48065
390.552,8.25357,9.29524,7.69613,2.79643,3.27708,3.96161
390.783,8.9631,9.7,8.20565,2.88214,3.16756,4.12351
391.014,9.17738,9.97143,8.23423,3.21548,3.19137,4.19018
391.246,9.84881,10.0619,8.57708,3.27738,3.28661,4.51875
391.477,9.87738,10.22857,8.55804,3.09167,3.38185,4.76637
391.708,10.0869,10.34286,8.56756,3.31548,3.34851,4.92351
391.939,10.42024,10.29048,8.73423,3.48214,3.79613,5.22827
392.17,10.74881,10.66667,9.17232,3.90119,3.68185,5.71875
392.401,11.57738,11.3,9.53423,3.74881,4.34851,5.98065
392.632,12.00595,11.70476,9.5247,4.13452,4.19137,6.00446
392.863,12.54881,12.03333,9.79137,4.04405,4.0247,6.40446
393.094,12.59167,12.41429,9.45804,4.17262,3.58661,6.36637
393.325,13.32024,12.98095,9.53423,4.025,3.55804,6.84256
393.556,13.70119,13.75714,9.63899,4.18214,3.70089,7.0378
393.787,14.32976,14.3,9.61994,4.07262,4.08185,7.49494
394.018,15.23929,14.9,10.0628,4.57738,4.74375,8.19018
394.249,16.01071,15.5381,10.38185,4.80119,4.84851,8.84256
394.48,16.6869,15.82857,10.41518,4.59167,4.55327,9.04732
394.711,17.32024,16.92381,10.80565,4.87262,4.65327,9.52351
394.942,18.01548,17.65238,11.29137,4.91548,5.29613,10.55685
395.173,18.61071,17.88571,11.35804,5.23452,5.17232,10.69018
395.404,19.44405,18.35238,11.69613,5.17738,5.17232,10.8997
395.634,19.95833,18.92857,11.79137,5.15833,5.26756,11.63304
395.865,20.89643,19.62381,12.29613,5.2631,5.57232,12.23304
396.096,21.91548,20.52857,12.68185,5.69167,6.14851,12.85208
396.327,23.17738,21.54286,13.00089,6.08214,6.21518,13.49018
396.558,24.53452,22.75238,14.10089,6.37262,6.88661,14.56637
396.789,25.325,23.5,14.23423,6.28214,6.53899,15.03304
397.02,25.97262,24.00476,13.91518,5.8631,6.61518,15.56637
397.25,26.98214,24.72381,13.98185,6.36786,6.44375,16.51399
397.481,27.82976,25.30476,14.51994,6.01548,6.69613,16.98542
397.712,28.49167,26.01429,14.77232,5.80595,6.89613,17.5378
397.943,29.85833,26.74762,15.68185,5.60595,7.53899,18.72351
398.173,30.74405,27.4,16.07232,5.95357,7.89613,19.46161
398.404,31.80595,27.95238,16.60089,5.91548,8.03899,20.14256
398.635,32.73452,28.33333,16.88661,5.925,8.14375,21.05685
398.865,33.45833,29.44286,17.18661,5.94881,8.34851,21.67113
399.096,34.54405,30.29524,17.34375,5.94881,8.66756,22.25685
399.327,35.69167,31.33333,17.74851,6.02976,9.0628,23.04732
399.558,36.84881,31.6381,17.99613,5.51548,9.08661,23.88542
399.788,37.91548,32.53333,18.21042,5.50595,9.14375,24.41875
400.019,39.22024,33.59048,18.98661,5.48214,9.77232,25.36637
400.249,40.27262,34.57143,19.45327,5.80119,10.06756,26.25208
400.48,41.69643,35.75714,19.83423,5.87738,10.38185,27.07113
400.711,42.80119,36.47143,19.84375,5.6869,10.49613,27.5997
400.941,43.72976,37.42857,19.9628,5.45357,10.37232,28.37113
401.172,44.73929,38.75238,20.67232,5.32024,11.1628,29.5997
401.402,45.50595,39.59048,20.69613,5.38214,11.48661,30.48542
401.633,47.14405,40.62857,21.28661,5.27262,12.11994,31.74732
401.863,48.71071,42.21429,22.15804,5.60119,12.71518,32.7997
402.094,50.04881,43.12381,22.81042,5.60119,13.29613,33.80923
402.324,51.25357,44.31429,22.62946,5.72024,13.63899,34.87113
402.555,52.75833,45.45238,22.79613,5.99643,14.17708,36.24256
402.785,53.77262,46.27619,22.65804,6.15357,14.14851,37.00923
403.016,55.11548,47.43333,23.2247,6.11071,14.54851,37.84256
403.246,56.77262,48.71429,23.43899,6.10595,15.20089,39.34256
403.477,58.12024,49.96667,23.9628,6.04405,15.75327,40.33304
403.707,59.725,50.49524,24.40089,5.82024,16.00089,41.47589
403.938,61.33929,51.41905,24.95327,6.00119,16.6628,42.61875
404.168,63.05833,52.19048,25.2247,5.88214,16.75804,43.5378
404.398,64.525,53.6,25.24851,6.06786,16.94851,44.23304
404.629,66.48214,54.81429,25.8247,6.08214,17.61518,45.69494
404.859,68.19643,56.12857,25.86756,5.74881,17.78661,46.98065
405.09,70.07738,57.58571,26.07232,5.67738,18.21042,48.56637
405.32,71.93452,58.79524,26.2247,5.90595,19.36756,50.18065
405.55,73.76786,59.88095,27.34375,6.24405,20.14851,51.89018
405.781,75.85357,61.36667,28.05327,6.44405,21.31518,53.80923
406.011,77.94881,62.17143,28.11042,6.4869,21.80565,55.09494
406.241,80.03452,63.12857,28.2247,6.05833,22.13423,56.01875
406.471,81.80119,64.18095,28.42946,6.34881,22.52946,57.4378
406.702,83.3869,65.01429,28.60089,6.32976,23.13423,58.80446
406.932,85.23929,66.60476,28.98661,6.52024,23.74851,60.60923
407.162,87.61071,68.17619,30.05327,7.17738,25.18185,62.90446
407.392,89.57262,69.53333,30.43423,6.9631,25.61518,64.45685
407.623,91.43452,70.71905,30.99613,7.14405,26.56756,66.27589
407.853,93.70119,72.09048,31.2628,7.09167,27.76756,67.95208
408.083,96.01548,73.19048,31.74851,7.325,28.5628,69.51399
408.313,97.80595,74.15238,31.8247,7.03452,29.38661,71.06161
408.543,100.06786,75.65238,31.82946,7.15833,30.47708,72.73304
408.774,102.17262,77.02857,32.21994,7.41548,31.14375,74.86161
409.004,104.15833,78.7,32.62946,7.925,32.1628,76.89494
409.234,106.80119,79.8,33.43899,8.2869,33.65327,79.44256
409.464,108.525,80.52381,33.53423,8.40119,34.24851,81.12351
409.694,110.61548,81.90952,33.81994,8.84881,35.28185,83.48542
409.924,112.33452,82.53333,33.94375,8.40595,35.84375,85.05685
410.154,113.8631,83.4619,34.35804,8.40119,36.10565,86.67113
410.384,115.94881,84.92857,33.84375,8.01548,37.09613,88.58542
410.614,118.22024,86.02381,34.11994,8.29167,38.01994,90.3997
410.844,120.24405,87.05714,34.31518,8.17262,38.95327,92.24256
411.074,122.27262,88.30476,34.98185,8.92024,40.20565,94.56161
411.304,124.42024,89.62381,35.43899,9.125,41.47232,96.39018
411.534,126.44405,90.71429,35.50565,9.06786,42.35327,98.0378
411.764,128.64405,90.9381,35.14851,8.74405,43.27708,99.44732
411.994,130.49643,91.16667,34.44375,8.12976,43.41994,100.57589
412.224,132.93452,92.08571,34.72946,8.24405,44.62946,102.57589
412.454,135.03929,93.05714,34.7628,8.12976,45.3628,104.56637
412.684,136.99643,93.75714,34.74851,8.35357,45.94851,107.00446
412.914,138.39167,94.4,34.54375,8.125,46.89137,109.19494
413.144,140.57262,95.19048,34.59137,8.55357,47.66756,111.19018
413.374,141.93929,95.6,34.35327,8.525,48.13423,113.27113
413.604,143.43929,96.38095,34.10565,8.33929,49.04851,114.38542
413.834,145.09643,97.0619,34.37708,8.15357,50.09613,116.48542
414.063,146.12976,97.43333,33.85804,7.7631,50.74851,118.31875
414.293,148.47738,98.84286,34.27232,8.31071,52.27232,120.54256
414.523,150.22024,99.08571,34.35327,8.4869,53.17708,121.79018
414.753,152.35833,100.28095,34.50565,9.57738,54.90565,124.25685
414.983,154.425,101.00476,34.40089,9.73452,56.12946,126.39494
415.212,156.24405,101.88095,34.5247,10.50119,57.36756,128.66161
415.442,157.38214,101.82857,34.45327,9.9631,58.01042,129.98065
415.672,159.13929,102.60476,34.52946,10.34881,58.86756,131.64256
415.902,161.25357,103.28095,34.09137,10.07262,59.85804,133.30923
416.131,163.03452,103.88095,33.7628,10.30119,60.76756,135.00923
416.361,165.1869,104.50952,33.71042,10.65833,62.15327,137.47113
416.591,166.15833,105.18095,33.97232,10.63452,62.85327,139.27113
416.821,168.34405,106.6,34.69613,11.27262,64.73899,141.92351
417.05,169.52024,107.23333,34.5247,11.49167,65.76756,143.61875
417.28,171.78214,107.75238,34.40565,11.825,67.48661,145.71399
417.51,173.38214,108.00952,34.03899,11.72976,68.63899,147.72827
417.739,175.40119,108.91429,34.05804,12.31071,69.99137,149.34256
417.969,177.74881,110.07619,34.20089,12.64881,71.75804,152.05685
418.198,180.2631,111.39524,34.94375,13.30595,73.7628,154.34732
418.428,182.37262,112.0619,34.85804,13.44405,75.21518,156.9997
418.658,184.08214,112.19524,34.36756,13.82024,76.51042,158.74256
418.887,186.10595,113.02857,34.41994,14.425,78.21518,161.02351
419.117,187.63452,113.3619,33.89137,14.24881,79.19613,162.90923
419.346,189.19167,113.9381,33.45804,14.4631,80.57708,165.6378
419.576,191.03929,114.23333,32.90565,13.72024,81.70089,167.25208
419.805,192.50595,114.35714,32.34851,14.03452,82.93899,169.59494
420.035,194.47738,114.54286,32.53899,13.99643,84.41042,171.80446
420.264,196.61071,115.65714,32.09613,14.54405,86.27708,174.60923
420.494,198.40595,116.13333,31.90089,14.9869,88.2628,177.09018
420.723,200.07738,116.41429,31.80565,15.40119,89.80565,179.77113
420.953,201.93452,117.00952,31.53423,15.55833,91.65804,182.70923
421.182,203.84405,117.41429,31.41042,16.03452,93.44375,184.97113
421.412,206.89167,118.65238,31.15327,16.61548,95.78185,188.05685
421.641,208.78214,118.72381,30.60565,16.96786,96.79613,190.18542
421.871,211.81548,119.21429,30.62946,17.59643,99.07708,193.26161
422.1,213.92976,120.01905,30.23423,18.07738,100.78661,195.57589
422.329,216.62976,121.34762,30.48185,19.21548,103.03899,198.34732
422.559,219.425,122.26667,30.41518,19.43929,104.90565,201.91399
422.788,221.1631,122.49524,30.16756,19.74881,106.12946,203.6997
423.017,223.65357,123.43333,29.84851,20.31548,108.16756,206.72827
423.247,226.57262,124.44286,29.88185,20.86786,110.15804,210.42827
423.476,229.35833,125.34286,29.92946,20.8869,112.60089,213.92351
423.705,232.24881,125.85238,29.84375,21.27738,114.47708,217.13304
423.935,235.23929,126.69524,29.60089,21.79643,116.83423,220.60446
424.164,238.55833,127.34762,29.01042,22.125,118.99137,223.75685
424.393,241.82976,128.4381,29.40565,23.09643,121.70565,227.67589
424.622,245.71548,129.84286,30.02946,23.87262,124.57232,231.17113
424.852,248.40595,130.74286,29.68661,24.96786,126.6247,234.67589
425.081,251.87262,131.87619,29.69137,25.85833,129.34851,238.3997
425.31,255.06786,132.90476,29.94375,26.62976,131.59613,242.1997
425.539,258.14405,134.02381,30.11042,27.34405,134.20565,245.94256
425.768,261.22024,135.36667,30.12946,28.31548,137.14851,249.66637
425.998,264.82024,136.70476,30.24851,28.85833,139.7247,253.98542
426.227,267.7631,137.34286,30.5628,30.20119,142.33899,257.62351
426.456,270.99643,138.54762,30.38185,31.325,145.71994,261.89494
426.685,273.25357,139.32381,30.01994,32.44881,148.19613,265.11399
426.914,276.27262,140.40952,30.1628,33.32024,150.82946,269.01875
427.143,279.69167,141.31429,29.57708,33.325,153.75804,272.82827
427.372,283.49167,142.49048,29.67708,34.6631,157.25327,277.08542
427.601,287.37262,144.00952,29.89613,36.11071,161.24851,282.2378
427.831,290.24881,144.42381,29.41518,36.94405,164.01994,286.62351
428.06,293.75833,145.28571,29.09613,37.79167,167.46756,290.62827
428.289,297.44405,146.7381,29.00565,39.01548,170.83899,295.25685
428.518,300.6631,147.64762,28.7628,40.11548,174.49137,299.28542
428.747,303.87738,148.9619,29.00089,41.45833,178.06756,303.54256
428.976,307.78214,150.65714,29.37708,42.77262,181.66756,308.47113
429.205,310.65357,151.04286,28.95804,44.07738,184.38185,313.08542
429.434,313.29167,151.84762,28.46756,44.81071,187.29613,317.18542
429.663,316.34405,152.96667,28.54375,45.67262,190.91518,321.27113
429.892,318.825,153.32857,28.11518,46.72024,193.80565,324.69494
430.12,321.9631,154.20952,27.70089,47.92976,197.51994,329.06161
430.349,325.17262,154.86667,27.23899,49.08214,201.04375,333.37113
430.578,329.07262,155.27143,26.88185,50.35833,204.51042,338.34256
430.807,332.17738,156.02857,26.90565,51.73929,207.93423,342.97113
431.036,335.06786,156.81429,26.44851,52.81548,211.5247,347.15685
431.265,338.20119,157.22381,26.15327,53.75357,214.61042,351.39494
431.494,341.90595,158.41429,26.00089,54.97262,218.51518,356.15208
431.723,345.19167,159.07619,25.7628,56.02024,222.31518,360.82351
431.951,347.4869,159.6,26.00089,57.64405,225.65327,364.72351
432.18,349.62976,159.8619,25.92946,59.05833,229.08661,368.90446
432.409,352.20119,159.85714,25.7247,60.74405,232.27708,372.5378
432.638,354.98214,160.10476,25.4247,61.70595,235.56756,375.85685
432.867,357.23452,160.17143,25.17232,63.75357,239.15804,379.62827
433.095,359.59167,160.51905,25.03899,65.46786,242.54375,383.77589
433.324,361.925,160.78095,24.7628,66.43452,245.74851,387.40446
433.553,363.52024,160.32381,24.24375,67.34881,248.82946,390.55208
433.782,365.41071,160.09524,23.90565,68.95833,252.2247,393.19494
434.01,368.15833,161.0619,23.57708,70.57262,256.44375,396.86161
434.239,370.525,161.16667,23.44375,72.10119,260.10089,400.57589
434.468,372.82024,161.40952,22.85327,73.62024,263.38661,404.46161
434.696,375.39167,161.7381,23.11994,75.29643,267.06756,408.88542
434.925,377.525,161.76667,22.53423,76.72024,270.25327,412.63304
435.154,379.97738,162.51905,22.78185,78.52024,273.81994,416.40923
435.382,380.59643,162.32381,22.81042,79.57738,276.24375,418.70923
435.611,382.50595,162.05238,22.28185,81.01071,279.37708,421.45208
435.839,384.79167,162.02857,22.1628,82.425,282.98185,424.91875
436.068,386.22024,162.12381,22.23899,84.12976,286.23899,427.7997
436.297,387.725,161.44286,21.67708,85.18214,289.41518,431.08065
436.525,389.23452,161.16667,21.49137,87.12976,292.64851,433.94256
436.754,391.1869,160.87143,21.21042,88.625,295.89613,437.82351
436.982,391.99167,160.53333,20.66756,89.94405,298.21518,439.78542
437.211,394.3631,161.07143,20.4628,91.04881,301.70565,443.91399
437.439,396.45357,161.29048,20.46756,93.0631,305.73423,447.96637
437.668,397.34881,161.1,20.59137,94.33452,308.81518,450.89018
437.896,398.52976,160.50476,20.35804,95.84405,311.79137,453.2378
438.125,400.4631,160.85714,20.59137,97.925,315.12946,457.21875
438.353,402.28214,160.6,20.44375,99.62976,318.08185,459.9997
438.582,403.71548,160.39524,20.57232,101.12976,321.38661,463.95685
438.81,404.95833,159.61905,20.82946,102.61071,324.34851,467.17589
439.039,406.00119,159.54762,20.53423,104.625,327.45804,469.64256
439.267,408.01548,159.14286,20.50089,105.76786,331.21994,472.87589
439.495,409.52024,158.92857,19.81994,107.64405,335.04375,476.09494
439.724,411.4631,158.62381,19.69137,109.0631,338.76756,479.69018
439.952,413.03929,157.90476,19.27708,110.625,342.19137,483.04732
440.18,414.93929,157.8619,19.1628,112.63929,346.18661,486.9378
440.409,416.11071,157.68095,19.12946,114.21071,349.81042,490.8378
440.637,417.42024,157.30952,19.04375,116.05833,352.75327,494.85208
440.865,419.25833,156.6619,18.80089,117.84405,356.49137,498.83304
441.094,421.01548,156.55714,18.81042,119.95833,359.63899,502.0997
441.322,422.69167,156.12857,18.73423,121.86786,363.10089,505.82827
441.55,424.45357,156.26667,18.7628,124.28214,366.9628,509.31875
441.778,427.63452,156.58571,19.0628,126.47738,371.89137,514.25685
442.007,429.05357,155.99524,18.78661,128.90595,376.08661,517.50446
442.235,431.23452,155.78571,18.84375,131.29643,380.25804,521.58065
442.463,434.05833,155.80952,18.67232,133.73929,384.39613,525.81875
442.691,436.88214,155.92857,19.0247,136.15833,389.48185,530.71399
442.92,439.02976,155.55238,18.77232,138.70595,394.45327,534.51875
443.148,441.41071,155.5619,18.68661,141.34881,399.27708,540.11399
443.376,443.91548,155.78571,18.4628,144.14405,404.67232,545.46161
443.604,446.78214,155.64762,17.90565,146.67262,409.55804,550.78542
443.832,450.68214,155.84762,18.25327,149.40595,415.87708,557.65685
444.06,453.43452,156.2381,18.4628,153.25833,421.51518,563.19018
444.288,456.1631,155.97143,18.90565,155.92024,426.82946,568.31875
444.516,458.95357,156.24762,18.9628,159.33452,432.4628,573.36161
444.745,461.53929,156.29524,18.65327,162.23452,438.06756,578.62351
444.973,465.02024,156.18095,18.53899,165.425,444.17232,584.19018
445.201,468.44405,156.08571,18.51994,168.60595,450.5628,589.65685
445.429,472.02024,156.78571,18.67708,172.07738,457.70089,595.97113
445.657,475.71548,157.08571,18.87708,175.5631,464.21994,602.69494
445.885,479.27738,157.2381,19.38185,179.43929,471.29137,609.4997
446.113,482.93452,157.61429,19.94851,182.87262,477.8628,616.80446
