lambda,0,30,60,90,120,150
447.708,712.66786,654.99494,364.16161,157.69673,283.70327,641.86042
447.936,719.86786,660.51875,364.82351,157.96815,288.02708,650.93661
448.164,727.43452,664.92351,365.52827,158.01577,292.18899,658.96994
448.392,734.60595,668.66161,366.0378,158.0872,296.54137,666.35089
448.62,741.62024,672.65685,366.50923,158.25387,300.75565,674.7747
448.848,749.84881,677.13304,367.33304,158.34911,305.20327,683.7128
449.076,758.76786,683.22351,368.37589,158.67768,310.0747,693.8128
449.303,767.0869,688.05685,369.29018,158.55387,314.84137,702.96042
449.531,775.14881,693.18542,369.75685,158.77292,319.42708,712.81756
449.759,783.33452,698.18065,370.33304,158.61101,323.9747,722.82708
449.987,791.17262,702.78542,370.93304,158.53958,328.70804,732.62708
450.214,800.3869,708.02351,372.06637,158.95387,334.13185,743.33661
450.442,808.8631,712.17113,372.96161,159.07292,339.21756,752.9747
450.67,818.24881,717.56637,373.95685,159.07292,345.00804,763.10327
450.898,825.69643,721.94732,374.10446,159.37292,349.5128,772.9747
451.125,835.51071,727.47113,375.11875,160.20625,354.58899,784.40327
451.353,843.925,732.42827,375.78542,160.57768,359.56518,795.12708
451.581,852.72024,737.71875,376.77589,160.84911,364.90804,806.32232
451.808,861.6869,743.35685,377.52827,160.96815,370.85565,816.99375
452.036,870.84881,748.81399,378.47589,161.15863,376.08899,827.92708
452.264,880.83929,754.66161,379.63304,161.5872,382.30327,839.46518
452.491,889.85833,759.42351,379.9378,161.79196,387.99851,850.21756
452.719,900.21548,765.35685,381.1378,162.15863,393.84613,862.01756
452.947,908.54881,770.49018,381.32351,162.70625,399.72708,873.71756
453.174,918.92976,777.27589,382.17113,163.30625,405.86518,887.25089
453.402,928.56786,782.59494,383.13304,163.64435,412.53661,899.15089
453.629,936.42976,787.0997,383.0997,164.29196,419.13185,909.77946
453.857,945.26786,791.62827,383.48542,164.63958,425.10327,921.05089
454.084,954.50119,797.14256,384.21399,165.39673,431.66994,934.15089
454.312,964.84405,802.47589,384.89494,166.35863,438.78423,946.54613
454.539,974.10119,807.49018,384.6997,167.16815,445.30327,958.63661
454.767,985.51548,813.33304,384.74256,167.94911,452.99851,972.17946
454.994,994.325,817.58065,384.74256,168.3872,459.19851,983.43661
455.222,1002.32976,822.46637,384.57113,169.36339,465.7128,995.2128
455.449,1011.00119,826.58542,384.41875,170.03006,472.17946,1007.86518
455.677,1022.08214,832.90923,385.26637,170.91577,480.12232,1021.48899
455.904,1033.27262,839.47113,385.66637,171.09196,488.07946,1035.42708
456.131,1045.04405,845.7378,386.55685,171.40625,496.73185,1050.05565
456.359,1056.59643,851.97589,387.34256,172.24435,505.3128,1064.68423
456.586,1067.94881,859.01875,387.72351,173.4253,513.66518,1080.14613
456.814,1080.05833,865.59494,387.98065,174.50149,522.56042,1095.96042
457.041,1088.62976,868.89018,387.37113,175.16815,530.03661,1108.49375
457.268,1097.48214,872.72827,387.01399,175.93006,538.09851,1121.09375
457.496,1107.07262,877.1378,386.58542,176.66339,546.38899,1134.38899
457.723,1118.4631,882.35685,386.79494,177.7253,555.0128,1149.3128
457.95,1127.31548,885.68542,385.98542,178.55387,563.02708,1161.1128
458.178,1137.18214,890.10923,385.76161,179.61101,570.64613,1174.70804
458.405,1149.37738,896.2997,386.08542,180.43482,579.2128,1190.47946
458.632,1159.32024,900.60923,385.84732,181.37768,587.70804,1204.53661
458.859,1169.12024,905.05685,385.0997,182.34435,595.92232,1218.34613
459.087,1176.7869,908.66637,384.52827,183.21101,603.5128,1230.60327
459.314,1184.84881,911.53304,384.06637,184.04911,611.00327,1242.66042
459.541,1192.52976,914.56161,383.55208,185.13482,618.53661,1255.14137
459.768,1201.90595,919.49018,383.22351,186.26815,627.72232,1269.70327
459.995,1211.55833,923.06161,382.57589,187.54911,636.70804,1283.13185
460.222,1221.52024,927.46637,382.0378,189.00149,645.15089,1297.61756
460.45,1232.2869,931.62827,381.81399,190.29673,654.39375,1312.72708
460.677,1237.28214,932.08065,380.39494,191.33006,661.21756,1322.12232
460.904,1243.44405,933.8378,378.53304,192.59196,668.45089,1333.47946
461.131,1249.39643,935.22351,376.75685,193.86339,675.61756,1344.36518
461.358,1256.7631,936.49494,375.61875,195.16815,683.42708,1355.62708
461.585,1260.01071,935.61399,373.72351,196.19196,689.14137,1362.79375
461.812,1268.49643,938.07113,372.37113,198.01101,697.35565,1374.15565
462.039,1277.74881,941.9378,371.70923,199.49673,706.55565,1388.5128
462.266,1284.06786,943.26161,370.37113,201.06339,714.09375,1399.64137
462.493,1289.95357,944.29494,368.64732,202.31577,721.7128,1409.2747
462.72,1294.57738,944.88542,366.76637,203.73006,728.45565,1419.16518
462.947,1300.42976,946.10446,365.07113,205.02054,736.37946,1430.8747
463.174,1306.9869,947.10446,363.68065,206.71577,744.89851,1442.90804
463.401,1314.33929,948.54256,361.79494,208.27292,753.76518,1454.9128
463.628,1320.82976,949.12827,360.58065,209.67292,762.36042,1465.6747
463.855,1326.90119,949.48065,359.04256,210.97292,770.25089,1476.10327
464.082,1334.35833,951.26637,357.78065,212.36339,779.93661,1489.54613
464.309,1342.0631,952.99494,356.52351,213.95863,788.58423,1502.67946
464.536,1347.8869,953.11875,354.71875,215.69673,796.09375,1512.85565
464.763,1356.225,955.68542,353.84256,217.34911,805.08423,1526.04137
464.99,1362.1631,955.80923,352.40923,219.0872,813.6128,1536.72232
465.217,1366.04881,955.50923,350.42351,220.52054,821.46994,1546.72708
465.443,1373.09167,957.37113,348.92827,222.34435,831.09375,1560.43185
465.67,1378.73929,957.42827,347.67589,223.83482,839.49375,1571.03661
465.897,1384.5869,958.37113,346.31399,225.63006,848.14137,1582.01756
466.124,1388.83929,958.05208,344.29018,227.3253,856.41756,1591.75089
466.351,1397.32024,960.31399,343.08065,229.43958,866.63661,1606.71756
466.577,1403.83929,961.49494,342.02351,231.11577,876.34613,1620.3747
466.804,1410.91548,962.70923,340.62351,233.46815,885.47946,1632.85565
467.031,1418.51071,963.91875,339.08542,235.73006,895.39375,1647.23185
467.258,1425.69643,965.09018,337.94256,238.22054,905.8128,1660.63661
467.484,1434.84405,967.89018,337.42351,240.84435,917.36994,1675.40327
467.711,1441.75357,968.93304,336.20446,243.25387,927.5747,1688.45089
467.938,1446.74881,969.05208,334.61399,245.73482,936.57946,1700.14137
468.165,1452.21548,969.57589,332.91875,247.92054,945.94613,1711.65565
468.391,1459.29643,970.78542,331.07113,250.61101,956.2128,1724.98423
468.618,1467.80119,972.91875,329.85685,253.34911,967.63661,1740.20804
468.844,1476.60595,974.65685,328.58542,256.65863,978.12708,1753.7747
469.071,1482.14881,974.59494,326.97589,259.25863,988.29851,1765.07946
469.298,1490.71548,976.88542,326.05208,261.95863,1000.28423,1780.55565
469.524,1498.48214,978.20923,324.38542,264.70149,1011.75089,1795.45089
469.751,1506.33452,980.37589,322.86161,267.8253,1023.57946,1810.12232
469.977,1516.30119,982.66637,321.62827,271.31577,1036.16042,1827.18899
470.204,1525.84405,984.14256,320.75208,274.54435,1048.09375,1843.01756
470.431,1536.67738,987.19494,319.59494,278.33958,1061.98423,1860.93661
470.657,1547.54405,989.90923,318.81875,281.46815,1075.60327,1879.19375
470.884,1557.46786,992.40923,317.99018,284.96815,1089.25565,1897.98899
471.11,1566.56786,994.14732,316.8378,288.47768,1102.83661,1915.27946
471.337,1575.7631,996.23304,315.54256,292.48244,1115.98423,1932.16994
471.563,1583.8631,997.70923,314.61875,296.02054,1128.88899,1949.04137
471.79,1594.025,1000.0997,313.57589,299.55863,1142.65089,1966.44613
472.016,1606.15357,1003.16161,312.52351,303.63006,1157.74137,1987.1747
472.242,1618.09167,1006.06161,311.79494,307.49673,1173.62232,2008.66994
472.469,1631.05357,1010.22827,310.62827,311.49673,1189.50804,2029.90327
472.695,1643.95833,1014.1378,309.87589,315.79196,1206.0128,2051.58423
472.922,1657.19643,1017.73304,309.23304,320.34911,1222.29375,2073.54137
473.148,1668.7631,1020.94732,308.50923,324.64911,1237.83185,2094.35089
473.374,1681.60119,1024.9378,307.63304,329.79196,1254.82708,2116.48899
473.601,1694.225,1028.92351,307.06161,334.30625,1271.78423,2139.9747
473.827,1710.22024,1034.79494,306.71399,339.29196,1291.1747,2167.07946
474.053,1721.29643,1037.41875,305.41875,343.97768,1306.90327,2188.00327
474.28,1735.00595,1041.02351,304.98542,349.16339,1325.16994,2212.38899
474.506,1749.0869,1044.19018,304.3378,353.89196,1343.17946,2236.98899
474.732,1761.87262,1047.81399,303.91875,358.81577,1360.76994,2259.32232
474.959,1777.22976,1053.18065,303.0997,364.54911,1381.48899,2285.82708
475.185,1791.83929,1057.19018,302.78065,370.11577,1400.20327,2311.89851
475.411,1806.50119,1061.31875,301.95208,376.04911,1419.80804,2338.2128
475.637,1823.90119,1066.87113,301.64732,382.59196,1439.95089,2366.77946
475.864,1841.07738,1071.70446,301.1997,388.99673,1461.38423,2395.18899
476.09,1856.67262,1076.76637,300.81399,394.83482,1482.42232,2422.13661
476.316,1871.81071,1080.82351,299.6997,400.47768,1502.46042,2448.49851
476.542,1886.95833,1085.62827,299.05208,406.76339,1524.56042,2476.79851
476.768,1901.45833,1089.74732,298.70446,413.04911,1545.11756,2504.14137
476.994,1919.51548,1095.79018,298.18542,420.06815,1567.50804,2535.9128
477.221,1937.01071,1101.09018,298.35685,427.06339,1591.2128,2567.33661
477.447,1952.6869,1105.00923,297.68542,433.71577,1612.78423,2595.52708
477.673,1969.89643,1109.97113,297.47113,440.93006,1635.45089,2626.5747
477.899,1987.78214,1115.39018,296.89494,448.66339,1659.97946,2658.09851
478.125,2006.125,1120.77113,296.77113,455.82054,1684.39851,2690.60804
478.351,2023.45833,1125.92827,296.04732,463.63482,1709.94137,2721.89851
478.577,2038.8631,1129.87589,295.51399,471.40625,1734.12708,2751.35089
478.803,2058.925,1135.62827,295.68065,479.65863,1761.18423,2785.95565
479.029,2078.30595,1141.04732,295.38542,488.30625,1787.72232,2820.69851
479.255,2096.0869,1146.52827,294.78542,497.16815,1813.56994,2853.39375
479.481,2116.45833,1152.73304,294.17589,505.93006,1841.97946,2891.47946
479.707,2138.20595,1158.61399,294.02827,515.19196,1870.75089,2929.65089
479.933,2158.77738,1164.94256,293.61399,524.01101,1899.49375,2965.18423
480.159,2178.97738,1171.14256,293.74256,533.35387,1927.93661,3000.84613
480.385,2198.80595,1176.81399,293.64732,542.73958,1957.62708,3037.04137
480.611,2219.22976,1183.04732,293.81875,552.2872,1987.19375,3073.4747
480.837,2239.71071,1188.40446,293.84256,561.87292,2016.25565,3111.12232
481.063,2264.525,1195.28065,293.83304,572.43958,2048.70804,3152.17946
481.288,2286.05833,1200.65685,293.6997,582.4872,2078.33185,3188.57946
481.514,2308.20119,1206.70446,293.32351,592.84435,2110.1128,3228.02232
481.74,2326.55357,1210.9997,292.90923,602.93958,2139.55565,3262.96042
481.966,2348.19167,1216.7378,292.47589,613.53958,2172.32708,3302.66518
482.192,2370.07262,1223.16637,292.6997,624.24435,2206.40804,3342.96994
482.418,2392.18214,1229.76637,292.66637,635.2872,2240.96518,3384.00804
482.643,2416.02024,1235.80446,293.00923,646.42054,2275.4128,3426.24137
482.869,2436.43929,1241.39018,292.79494,657.0253,2307.86042,3464.80327
483.095,2456.35357,1246.18065,293.0378,668.03006,2339.4747,3504.32708
483.321,2481.24405,1252.24732,293.18065,679.94435,2375.4747,3548.5128
483.547,2504.82024,1258.84732,292.98065,692.25863,2412.24613,3592.25089
483.772,2528.11071,1265.1997,292.82827,704.44435,2448.25089,3635.16994
483.998,2553.79643,1271.99494,293.44256,717.03006,2486.39375,3680.44137
484.224,2576.62976,1277.60923,293.48542,729.76339,2521.51756,3720.97946
484.449,2598.65833,1282.9378,293.62827,742.25863,2558.39375,3762.04137
484.675,2620.54881,1288.01875,293.97589,755.83482,2594.49851,3806.3128
484.901,2645.93929,1293.81875,293.84732,768.97292,2633.53185,3853.09851
485.126,2668.94881,1298.91399,293.78065,782.02054,2671.93185,3897.8128
485.352,2689.85357,1302.78065,293.42827,794.62054,2707.79375,3938.91756
485.578,2713.66786,1307.74256,293.4997,808.65863,2746.28423,3982.46994
485.803,2732.02976,1311.41399,293.59018,821.92054,2782.24137,4021.98423
486.029,2754.87262,1316.85685,293.95685,835.83958,2821.22708,4067.3128
486.254,2778.73929,1322.3378,294.36161,850.22054,2861.75565,4114.22232
486.48,2803.3631,1328.07589,294.59018,864.63006,2903.74137,4161.75565
486.705,2826.51071,1332.14256,295.01875,879.82054,2942.6747,4206.17946
486.931,2850.86786,1337.35208,295.1378,895.21101,2983.22708,4254.78899
487.156,2872.65833,1340.92351,295.60923,910.03482,3023.16042,4299.95089
487.382,2889.58214,1343.80446,295.74732,924.24435,3059.20327,4339.16042
487.607,2913.425,1347.96637,296.16637,940.33482,3102.05565,4388.2128
487.833,2938.6631,1353.04256,296.60446,956.60625,3145.52232,4436.46518
488.058,2958.8631,1356.33304,296.75208,971.90149,3185.08423,4479.71756
488.284,2981.29643,1359.86161,297.0997,988.11101,3225.99375,4526.62232
488.509,3002.39643,1362.91399,297.34732,1004.29673,3267.96042,4571.85565
488.735,3018.95833,1364.85208,296.96161,1019.11577,3305.5128,4611.96994
488.96,3038.29167,1366.59018,296.9997,1035.11101,3346.41756,4656.26042
489.186,3056.99643,1369.02351,296.99018,1050.93482,3384.85089,4701.16994
489.411,3075.91071,1370.86637,297.10923,1066.45387,3425.35565,4741.53185
489.636,3094.22976,1372.31399,297.32827,1082.7872,3465.37946,4782.99851
489.862,3111.1631,1373.86637,297.32827,1098.65863,3503.25565,4820.83661
490.087,3129.4869,1375.81399,297.58065,1115.27292,3542.83661,4864.9747
490.312,3147.62976,1378.31875,297.97113,1131.68244,3581.80327,4909.61756
490.538,3168.87262,1381.11399,298.8997,1148.95863,3625.73661,4959.43661
490.763,3187.04881,1382.61399,299.55685,1166.45863,3667.99375,5004.30327
490.988,3203.74405,1383.61875,300.05208,1182.80149,3706.05565,5043.09375
491.213,3219.7631,1383.76161,300.54732,1199.76339,3743.83661,5082.77946
491.439,3232.72976,1383.49494,300.21399,1215.59196,3779.40327,5119.28423
491.664,3245.40595,1382.18065,300.58542,1231.11577,3814.44613,5152.47946
491.889,3258.52976,1381.36161,300.82827,1247.74435,3849.92232,5187.50804
492.114,3274.8869,1381.5378,300.82827,1264.81101,3888.3747,5227.79375
492.34,3287.99167,1380.84256,301.45685,1280.76815,3924.09851,5262.46994
492.565,3299.52976,1378.96637,302.40446,1296.73482,3959.54137,5296.08899
492.79,3312.20595,1378.06161,302.80446,1313.75863,3995.73661,5330.31756
493.015,3322.51548,1375.59018,303.21399,1329.20625,4029.55089,5361.03661
493.24,3331.92976,1373.38542,303.64256,1344.91577,4062.32708,5391.49375
493.465,3345.52976,1372.38065,304.61875,1362.57292,4100.40804,5428.16518
493.69,3356.39643,1371.11875,305.54256,1379.41101,4134.79851,5460.09375
493.915,3365.3631,1368.53304,306.27113,1395.13006,4168.69375,5488.33661
494.141,3376.79167,1366.83304,307.26161,1412.39673,4204.83185,5522.0128
494.366,3384.62024,1363.90923,308.15685,1428.45863,4237.16994,5550.35089
494.591,3394.27738,1360.71399,309.51399,1445.13958,4270.76518,5583.76994
494.816,3403.25357,1357.9997,310.73304,1461.43006,4305.08899,5612.39375
495.041,3409.37738,1353.66637,311.50923,1477.89673,4337.48899,5637.93661
495.266,3414.10595,1349.5997,311.90923,1494.30149,4366.54613,5658.73661
495.491,3418.82976,1345.12827,312.69494,1510.11577,4395.95565,5682.31756
495.716,3422.94405,1340.66637,313.79494,1526.6253,4426.29851,5706.59851
495.941,3428.47262,1336.29018,315.26161,1541.79196,4456.52708,5729.86042
496.166,3433.42024,1332.24256,316.37113,1558.36815,4488.43661,5754.15089
496.391,3438.7631,1328.42351,317.15208,1574.71101,4519.53185,5777.89375
496.616,3444.36786,1325.23304,318.35685,1590.83006,4551.72232,5802.79851
496.84,3450.39167,1321.17113,319.79494,1607.69196,4583.17946,5826.93661
497.065,3454.06786,1316.45208,320.66637,1624.60625,4612.64613,5849.35565
497.29,3459.34881,1312.83304,321.37589,1641.48244,4644.00327,5873.44613
497.515,3462.33452,1307.79494,322.86161,1657.74435,4673.61756,5896.96042
497.74,3467.09167,1304.15685,324.42827,1674.74911,4705.33661,5920.66994
497.965,3469.47262,1298.91399,326.30923,1691.73958,4734.73661,5941.74613
498.19,3472.20595,1293.66637,327.95685,1708.20625,4763.1128,5962.62232
498.414,3473.53929,1287.79018,329.67113,1724.15387,4791.70327,5982.32232
498.639,3476.49167,1282.26161,331.57589,1741.54435,4822.0128,6003.6128
498.864,3477.11071,1276.84732,332.73304,1758.01101,4847.79851,6023.01756
499.089,3478.79643,1272.07589,334.93304,1775.23482,4876.14613,6041.83661
499.314,3481.8631,1267.00923,336.79494,1792.45387,4907.52232,6061.90804
499.538,3483.2869,1261.67113,338.32827,1810.31101,4936.88423,6083.15089
499.763,3485.13929,1256.94256,339.89494,1826.9872,4966.16518,6103.7747
499.988,3487.50595,1251.93304,341.95685,1844.05387,4996.58899,6126.12232
500.212,3491.92976,1247.07589,343.51875,1861.74435,5028.05089,6148.19375
500.437,3495.81071,1242.09018,345.48065,1880.66339,5061.15565,6171.54137
500.662,3498.07738,1236.93304,347.31875,1899.69673,5092.13661,6193.48423
500.886,3501.1631,1231.95685,349.98065,1917.95863,5124.05089,6215.38899
501.111,3503.93929,1226.81875,352.62827,1936.21101,5153.9747,6237.05089
501.336,3507.09643,1220.75685,354.77113,1955.28244,5185.89375,6260.14137
501.56,3506.65357,1214.94732,357.50923,1972.31577,5214.79375,6277.26518
501.785,3508.54405,1210.24732,359.72827,1990.94435,5245.38899,6297.09851
502.01,3508.88214,1203.7378,362.11875,2008.98244,5272.64613,6314.27946
502.234,3510.34881,1198.44256,364.67113,2026.70625,5300.43661,6331.04137
502.459,3509.67738,1192.37589,367.26637,2045.61101,5329.18423,6350.09851
502.683,3510.79167,1186.49018,369.96161,2063.07292,5357.85089,6369.14137
502.908,3512.04405,1181.21875,372.65208,2080.67768,5386.94137,6387.99375
503.132,3516.13929,1176.98542,375.69018,2101.14435,5420.92232,6413.88423
503.357,3517.95357,1171.55208,378.44256,2120.99673,5450.33185,6434.66042
503.581,3521.92024,1166.18542,381.83304,2140.15387,5483.0128,6455.60804
503.806,3523.53929,1160.57589,384.52351,2159.40625,5514.40327,6478.06518
504.03,3524.93929,1155.58542,387.22827,2179.7253,5544.16518,6498.16042
504.255,3526.34881,1150.49494,390.45208,2199.32054,5573.92708,6515.92708
504.479,3530.17262,1145.1997,394.2997,2220.28244,5608.49851,6538.86994
504.703,3532.48214,1139.95685,397.32351,2240.10149,5640.35089,6558.66994
504.928,3533.8631,1134.72827,401.2378,2260.96815,5672.09375,6579.52232
505.152,3535.33452,1129.80923,405.03304,2280.47768,5701.97946,6600.57946
505.377,3537.25357,1124.84256,408.71875,2300.67768,5733.33661,6621.2128
505.601,3538.33929,1119.46161,411.81875,2320.63006,5762.47946,6640.04613
505.825,3540.40595,1114.58542,415.49018,2342.30625,5796.71756,6664.07946
506.05,3541.45833,1110.17589,419.69494,2363.67768,5828.5747,6683.61756
506.274,3545.37738,1105.35208,423.60923,2386.13482,5862.94137,6707.08899
506.498,3548.2869,1099.69018,428.11875,2407.21101,5896.66042,6728.56042
506.723,3552.05357,1095.37589,432.58065,2429.45387,5933.26042,6752.24137
506.947,3555.5631,1090.68542,436.86161,2451.76815,5969.56994,6778.01756
507.171,3558.91548,1086.45685,441.40446,2473.44435,6003.86042,6800.29375
507.395,3563.2869,1082.87113,445.66161,2496.85387,6042.53661,6826.70327
507.62,3566.37738,1078.50446,450.25685,2520.1872,6079.12708,6850.30804
507.844,3568.53452,1073.33304,454.77589,2542.66815,6114.83661,6871.0747
508.068,3573.10119,1069.37589,459.66637,2566.59196,6154.30327,6897.7747
508.292,3576.68214,1065.25208,464.80923,2591.9253,6193.78423,6925.66042
508.516,3580.03929,1060.61875,470.26637,2615.97292,6229.55089,6949.8747
508.741,3583.30119,1055.68542,475.45685,2640.26339,6269.35565,6976.49375
508.965,3587.76786,1051.51875,480.92827,2665.18244,6310.25565,7005.60327
509.189,3591.57262,1047.20923,486.3378,2690.1253,6349.86518,7032.19375
509.413,3597.62976,1042.88065,492.41399,2717.30149,6392.84613,7063.15089
509.637,3602.0869,1038.05208,497.7997,2742.26815,6431.22232,7088.42708
509.861,3606.25357,1033.64732,502.9997,2767.81101,6472.16042,7113.65565
510.085,3608.33452,1028.76637,508.9378,2793.16815,6510.52708,7138.49851
510.309,3612.74405,1024.38065,515.2997,2819.03006,6551.15089,7166.06042
510.533,3619.02024,1020.10923,521.60923,2846.21577,6594.7128,7195.10804
510.757,3622.2631,1015.28065,527.51399,2871.30149,6634.36994,7222.94613
510.981,3626.09643,1011.35685,533.47589,2897.4253,6675.16042,7251.49851
511.205,3630.60119,1007.42827,539.78065,2925.81101,6718.58423,7282.22232
511.429,3633.64881,1003.14256,546.31875,2953.5253,6760.16994,7311.88899
511.653,3638.61548,999.58542,552.95685,2983.20625,6805.34137,7341.24613
511.877,3643.61071,995.41875,559.74256,3011.5253,6849.15089,7371.14613
512.101,3647.7869,991.02827,567.13304,3039.91577,6890.84613,7398.77946
512.325,3651.69643,986.26161,573.80446,3068.53006,6934.01756,7428.16042
512.549,3656.1631,982.06637,580.48542,3098.20625,6977.45565,7457.10804
512.773,3658.89643,977.69018,587.3378,3126.73006,7019.82232,7485.6128
512.997,3660.60119,972.85208,593.94732,3154.18244,7060.7747,7510.90804
513.221,3666.10595,969.17589,600.84732,3184.26815,7108.76518,7541.7128
513.445,3667.49643,965.02827,608.01875,3212.09673,7149.06994,7566.55089
513.668,3670.53452,960.44256,614.92351,3240.99196,7193.32708,7593.25089
513.892,3674.02976,956.37113,622.18065,3270.55863,7237.95565,7621.50804
514.116,3676.24405,951.56637,630.12827,3298.94435,7279.55089,7646.33185
514.34,3679.47738,947.51875,638.47113,3328.47292,7325.61756,7677.41756
514.564,3683.23929,943.42827,646.81399,3358.75387,7371.2128,7707.41756
514.787,3688.32024,939.75685,654.23304,3389.70625,7418.54137,7739.46518
515.011,3692.97262,935.68542,662.12351,3421.56815,7464.9128,7770.15089
515.235,3695.18214,931.79018,669.9997,3451.20149,7506.76994,7798.35565
515.459,3700.01548,927.86161,678.57589,3483.54911,7552.72232,7827.84613
515.682,3705.03929,923.79494,687.43304,3516.25863,7600.46042,7859.09375
515.906,3706.74881,919.48542,695.7378,3544.92054,7643.62232,7885.16994
516.13,3710.6869,916.00923,704.63304,3577.08244,7690.96518,7915.06518
516.353,3713.94405,911.41875,713.25685,3607.4253,7734.38899,7942.33185
516.577,3719.28214,907.31875,722.00446,3639.9253,7782.04613,7972.17946
516.801,3723.53452,903.45685,730.81399,3673.02054,7831.77946,8003.51756
517.024,3728.38214,899.80446,740.5997,3706.89673,7880.69851,8036.98899
517.248,3731.37738,895.44732,749.80446,3738.80149,7926.38899,8066.35565
517.472,3735.81548,891.54732,759.39494,3771.64911,7972.58423,8094.97946
517.695,3741.1631,887.81399,769.12827,3806.3253,8022.44137,8128.2747
517.919,3744.91071,883.70923,778.74732,3840.19196,8069.95089,8161.12708
518.142,3751.60119,880.02827,788.67113,3874.43006,8120.92708,8196.35565
518.366,3757.0631,876.12827,798.89018,3909.49673,8169.10804,8229.29851
518.589,3761.19167,872.20923,808.92351,3943.28244,8216.26042,8262.0747
518.813,3764.37262,868.35685,818.38542,3976.81577,8264.65565,8294.63185
519.036,3768.22024,865.11875,828.38065,4012.7872,8312.84613,8324.38899
519.26,3771.70119,860.7997,838.65685,4048.34911,8362.73185,8356.96518
519.483,3777.01071,856.5378,849.39018,4084.84911,8415.19375,8389.66994
519.707,3782.52976,853.09494,861.26161,4122.37768,8470.09851,8426.96518
519.93,3786.36786,849.02827,872.54256,4158.07292,8519.00327,8456.31756
520.154,3791.00119,845.82351,882.7378,4193.14435,8569.03661,8489.78899
520.377,3795.27738,842.09494,894.24256,4230.86815,8623.46994,8525.99375
520.6,3800.3869,838.23304,905.49494,4268.58244,8674.02708,8559.78899
520.824,3805.33452,834.06161,916.80446,4305.04911,8724.51756,8592.53661
521.047,3810.025,830.12351,928.21399,4343.31577,8778.30327,8627.87946
521.271,3811.41071,825.82827,939.66161,4379.9872,8827.65089,8657.75565
521.494,3814.12024,821.75685,951.06637,4416.36815,8873.67946,8686.6747
521.717,3817.59167,817.65685,962.75208,4452.90149,8921.9747,8715.55565
521.941,3821.33452,813.91399,974.88065,4490.90625,8972.96994,8744.67946
522.164,3823.00595,809.41399,986.91399,4529.15863,9024.5128,8776.86042
522.387,3826.26786,805.81875,998.89494,4567.21577,9075.04137,8808.10327
522.61,3827.62976,801.45685,1010.93304,4604.26815,9123.65089,8835.13185
522.834,3831.56786,797.71875,1023.73304,4645.65387,9176.25565,8865.38423
523.057,3833.67738,793.99494,1036.21875,4684.07768,9226.23185,8893.65565
523.28,3833.71071,789.4997,1049.0378,4721.92054,9272.62708,8919.53661
523.503,3837.03452,785.99494,1062.47113,4763.20625,9324.62708,8950.32232
523.726,3839.30119,782.20923,1075.47113,4802.45387,9375.67946,8980.66518
523.95,3840.2631,778.75685,1088.34732,4840.47292,9423.30804,9007.30327
524.173,3841.8869,775.43304,1101.86637,4879.9253,9471.66042,9034.39375
524.396,3842.05357,771.14732,1114.58542,4917.95863,9518.27946,9057.8128
524.619,3842.85357,767.15685,1127.25208,4958.8253,9568.55089,9085.22708
524.842,3844.13452,762.76161,1141.56161,5000.10149,9619.92708,9112.27946
525.065,3843.58214,758.85685,1154.15208,5037.09673,9663.88423,9135.81756
525.288,3843.02024,755.20446,1167.47589,5077.03958,9712.36994,9161.98423
525.511,3842.06786,751.20446,1180.54732,5116.51101,9758.62232,9186.55565
525.735,3839.21071,747.49018,1194.83304,5153.47768,9801.20327,9207.48423
525.958,3839.79643,743.85685,1209.16637,5193.39673,9848.51756,9236.12708
526.181,3839.37262,739.77113,1223.05685,5232.90149,9894.13661,9259.83185
526.404,3836.79167,735.70923,1236.00446,5270.11577,9936.42232,9282.41756
526.627,3834.69643,731.83304,1249.86637,5306.44911,9978.44137,9307.20804
526.85,3833.8869,728.41399,1263.92827,5343.99673,10020.63661,9326.70804
527.073,3829.24881,724.21875,1277.88542,5379.53958,10060.10327,9342.06994
527.296,3827.77262,720.42351,1292.12351,5417.6872,10102.98899,9364.56518
527.519,3822.95833,716.51399,1306.03304,5452.57768,10142.08899,9383.58423
527.741,3819.91071,712.20446,1320.6378,5489.48244,10182.76994,9406.15089
527.964,3818.65357,708.39494,1335.02351,5528.10625,10226.96518,9427.96994
528.187,3813.36786,704.11875,1348.81399,5562.57768,10263.36518,9442.79851
528.41,3808.30119,700.09494,1362.71399,5598.58244,10303.34137,9460.11756
528.633,3803.21071,695.86637,1376.09494,5633.78244,10338.63185,9472.4747
528.856,3795.47262,691.60923,1389.69018,5665.85863,10369.60327,9482.90327
529.079,3789.51548,687.25685,1403.03304,5698.77292,10400.23661,9493.38899
529.302,3783.84881,683.08542,1417.15208,5731.99673,10433.03661,9506.24613
529.524,3777.62024,678.96161,1431.34732,5766.11101,10466.02232,9520.68423
529.747,3771.77738,674.74256,1445.5997,5801.61101,10499.4747,9531.08423
529.97,3766.97738,670.14256,1459.90446,5834.87768,10530.99851,9542.63661
530.193,3760.14881,665.8997,1474.6378,5867.27292,10562.38899,9553.5747
530.416,3754.80119,661.28065,1487.75208,5900.6872,10594.13661,9564.98899
530.638,3746.01548,656.55685,1501.45208,5931.32054,10621.27946,9570.02232
530.861,3737.95357,652.17113,1515.6378,5963.09196,10650.49375,9578.52232
531.084,3731.13452,648.14732,1530.41875,5995.31101,10681.31756,9586.13185
