wavelength_nm,intensity
455.3276638319159,75533139492.60083
455.50275137568786,75716198642.05109
455.6778389194597,75899504227.7499
455.8529264632316,76083056141.98273
456.0280140070035,76266854276.25961
456.2031015507754,76450898521.3172
456.3781890945473,76635188767.11896
456.5532766383191,76819724902.85655
456.72836418209107,77004506816.95108
456.9034517258629,77189534397.05331
457.0785392696348,77374807530.04607
457.2536268134067,77560326102.04385
457.4287143571786,77746089998.39459
457.60380190095043,77932099103.68074
457.7788894447223,78118353301.72063
457.9539769884942,78304852475.5684
458.1290645322661,78491596507.5164
458.304152076038,78678585279.09521
458.4792396198099,78865818671.07578
458.6543271635818,79053296563.46881
458.82941470735364,79241018835.52818
459.0045022511256,79428985365.74947
459.1795897948974,79617196031.87346
459.3546773386693,79805650710.88557
459.5297648824412,79994349279.01709
459.7048524262131,80183291611.74721
459.87993996998495,80372477583.8033
460.0550275137569,80561907069.1629
460.23011505752874,80751579941.053
460.40520260130063,80941496071.95308
460.5802901450726,81131655333.59576
460.7553776888444,81322057596.96695
460.9304652326163,81512702732.30785
461.10555277638815,81703590609.11647
461.2806403201601,81894721096.14748
461.45572786393194,82086094061.41414
461.63081540770384,82277709372.18951
461.8059029514757,82469566895.0071
461.9809904952476,82661666495.66312
462.15607803901946,82854008039.2153
462.33116558279136,83046591389.98706
462.5062531265633,83239416411.56615
462.68134067033515,83432482966.80716
462.85642821410704,83625790917.83234
463.03151575787894,83819340126.0324
463.20660330165083,84013130452.06808
463.38169084542267,84207161755.8715
463.5567783891946,84401433896.6468
463.73186593296646,84595946732.87149
463.90695347673835,84790700122.29756
464.08204102051025,84985693921.95323
464.25712856428214,85180927988.143
464.43221610805404,85376402176.44998
464.60730365182593,85572116341.73692
464.7823911955978,85768070338.14575
464.95747873936966,85964264019.1014
465.13256628314156,86160697237.31096
465.30765382691345,86357369844.76624
465.48274137068535,86554281692.74324
465.6578289144572,86751432631.80502
465.8329164582291,86948822511.80293
466.008004002001,87146451181.87625
466.18309154577287,87344318490.4543
466.35817908954476,87542424285.25848
466.53326663331666,87740768413.30212
466.70835417708855,87939350720.89188
466.8834417208604,88138171053.63039
467.05852926463234,88337229256.41556
467.2336168084042,88536525173.44333
467.4087043521761,88736058648.20746
467.58379189594797,88935829523.50218
467.75887943971986,89135837641.4225
467.9339669834917,89336082843.36559
468.10905452726365,89536564970.03246
468.2841420710355,89737283861.42914
468.4592296148074,89938239356.8667
468.63431715857934,90139431294.9644
468.8094047023512,90340859513.64984
468.98449224612307,90542523850.15955
469.1595797898949,90744424141.04213
469.33466733366686,90946560222.1581
469.5097548774387,91148931928.68138
469.6848424212106,91351539095.10046
469.8599299649824,91554381555.22005
470.0350175087544,91757459142.16296
470.2101050525262,91960771688.36858
470.3851925962981,92164319025.59816
470.56028014007006,92368100984.93312
470.7353676838419,92572117396.7776
470.9104552276138,92776368090.85858
471.0855427713857,92980852896.229
471.2606303151576,93185571641.26755
471.4357178589294,93390524153.68016
471.6108054027014,93595710260.50194
471.7858929464732,93801129788.09834
471.9609804902451,94006782562.16531
472.136068034017,94212668407.73203
472.3111555777889,94418787149.16151
472.4862431215608,94625138610.15155
472.6613306653327,94831722613.73761
472.8364182091046,95038538982.29166
473.0115057528764,95245587537.52592
473.1865932966483,95452868100.49194
473.3616808404202,95660380491.5841
473.5367683841921,95868124530.53915
473.71185592796394,96076100036.43806
473.88694347173583,96284306827.70825
474.0620310155077,96492744722.12363
474.2371185592796,96701413536.80638
474.4122061030515,96910313088.22803
474.5872936468234,97119443192.21172
474.7623811905953,97328803663.93253
474.93746873436714,97538394317.91913
475.1125562781391,97748214968.05498
475.28764382191093,97958265427.5799
475.4627313656828,98168545509.09167
475.6378189094547,98379055024.54582
475.8129064532266,98589793785.25945
475.98799399699845,98800761601.91048
476.1630815407704,99011958284.54012
476.33816908454224,99223383642.55333
476.51325662831414,99435037484.72128
476.6883441720861,99646919619.18135
476.86343171585787,99859029853.43999
477.0385192596298,100071367994.3725
